obs_id,train_id,delayed,month,day,weekday,arr_hour,dep_hour,origin,dest,distance,carrier
id_001818,test,NA,12,20,4,16,15,MCO,IAH,853,CO
id_001837,train,0,7,26,4,10,9,IAD,MDW,577,WN
id_001861,valid,1,10,19,5,21,20,CLT,PHL,448,US
id_001863,valid,0,10,22,1,16,14,MCO,DFW,984,AA
id_001864,valid,0,8,11,6,17,11,DEN,JFK,1626,DL
id_001878,train,0,3,13,2,21,12,LAX,JFK,2475,DL
id_001881,train,0,6,20,3,17,15,DFW,SFO,1464,AA
id_001883,valid,0,9,15,6,13,10,JFK,MCO,944,B6
id_001887,train,0,7,29,7,8,6,EWR,PHX,2133,CO
id_001895,test,NA,12,28,5,12,9,ORD,LAX,1745,AA
id_001901,test,NA,11,6,2,14,12,DTW,SEA,1927,NW
id_001903,train,0,6,23,6,22,20,PHL,MCO,861,US
id_001918,test,NA,12,27,4,19,16,PHX,DFW,868,US
id_001930,valid,1,10,5,5,20,19,DTW,LGA,501,MQ
id_001931,train,1,2,25,7,19,16,PHL,LAX,2401,US
id_001942,valid,0,10,12,5,19,17,ORD,SAN,1723,UA
id_001947,test,NA,3,8,4,0,21,LAS,SEA,866,AS
id_001961,valid,0,8,13,1,0,22,LAS,SEA,866,AS
id_001964,valid,0,10,8,1,23,21,LAS,DEN,629,F9
id_001970,test,NA,12,9,7,22,18,JFK,PHX,2153,B6
id_001979,valid,0,9,18,2,9,6,JFK,LAS,2248,B6
id_001980,valid,1,10,15,1,22,17,DFW,EWR,1372,CO
id_001982,valid,0,9,28,5,18,15,SFO,SLC,599,OO
id_001985,valid,1,9,22,6,15,14,SAN,SFO,447,WN
id_001995,train,1,5,24,4,20,19,LAX,LAS,236,WN
id_001996,valid,1,10,4,4,15,12,ORD,JFK,740,OH
id_002003,test,NA,11,21,3,14,13,CLT,LGA,544,US
id_002006,train,1,1,12,5,16,15,ATL,ORD,606,DL
id_002007,train,1,7,22,7,18,17,SFO,LAX,337,AA
id_002022,valid,1,10,6,6,21,19,ORD,SAN,1723,AA
id_002038,valid,1,8,23,4,14,13,DTW,MSP,528,NW
id_002048,train,0,5,26,6,11,10,LAS,LAX,236,UA
id_002053,train,0,2,6,2,13,11,SEA,LAS,866,AS
id_002063,train,0,5,10,4,10,7,PHX,DEN,602,YV
id_002068,train,1,7,26,4,12,8,DEN,ORD,888,UA
id_002078,train,1,6,7,4,16,14,ORD,IAH,925,CO
id_002079,test,NA,6,14,4,21,17,IAH,DCA,1208,CO
id_002081,valid,0,8,16,4,7,6,JFK,BOS,187,B6
id_002091,valid,0,10,7,7,22,19,LGA,CLT,544,MQ
id_002097,valid,0,8,5,7,18,10,PHX,JFK,2153,DL
id_002104,train,1,1,9,2,20,19,DCA,EWR,199,CO
id_002109,valid,1,10,5,5,18,17,LAS,SFO,414,UA
id_002114,valid,1,10,1,1,10,9,MSP,ORD,334,AA
id_002119,test,NA,5,25,5,20,19,DTW,ORD,235,YV
id_002133,train,0,5,22,2,8,6,PHL,DFW,1302,AA
id_002134,valid,1,10,5,5,18,15,DEN,ORD,888,UA
id_002148,train,0,2,23,5,8,7,DTW,CLT,500,YV
id_002157,valid,0,9,21,5,13,13,LAX,SAN,109,OO
id_002161,valid,0,10,12,5,11,8,DEN,IAH,861,OO
id_002164,train,0,4,30,1,18,17,DEN,SLC,391,OO
id_002165,valid,0,8,24,5,13,12,BWI,BOS,370,FL
id_002187,test,NA,6,22,5,20,15,DFW,EWR,1372,CO
id_002193,test,NA,12,31,1,13,11,JFK,MCO,944,DL
id_002195,test,NA,11,15,4,15,15,LAX,SAN,109,OO
id_002196,train,1,2,28,3,19,17,CLT,BOS,728,US
id_002210,train,1,2,8,4,20,19,PHX,SLC,507,OO
id_002223,valid,1,10,12,5,18,17,SAN,LAS,258,WN
id_002229,train,0,1,26,5,22,20,MCO,EWR,938,CO
id_002230,valid,1,9,24,1,18,14,BOS,SFO,2704,UA
id_002239,train,1,1,21,7,18,16,DCA,ATL,547,FL
id_002249,test,NA,11,20,2,15,13,ATL,DFW,732,AA
id_002251,test,NA,2,23,5,20,17,JFK,DTW,508,OH
id_002267,test,NA,1,5,5,12,10,CVG,ATL,373,DL
id_002273,train,1,2,2,5,20,17,IAD,SEA,2306,UA
id_002279,test,NA,3,12,1,10,9,EWR,BOS,200,CO
id_002289,valid,1,10,3,3,16,15,DTW,DEN,1123,UA
id_002290,train,1,3,18,7,13,12,SAN,PHX,304,US
id_002291,train,0,4,19,4,13,10,ORD,SFO,1846,AA
id_002313,train,1,7,18,3,0,22,CLT,BOS,728,US
id_002322,valid,0,10,21,7,12,10,MSP,DTW,528,NW
id_002328,valid,0,8,28,2,13,11,CLT,MCO,468,US
id_002336,valid,0,10,26,5,10,7,SFO,DEN,967,UA
id_002342,train,0,5,15,2,18,17,IAH,PHX,1009,CO
id_002344,test,NA,12,9,7,16,13,DEN,DFW,641,F9
id_002350,valid,1,10,21,7,18,17,BWI,CVG,430,EV
id_002361,test,NA,12,12,3,12,10,MCO,DFW,984,AA
id_002381,test,NA,11,29,4,9,8,LGA,DCA,214,DL
id_002403,test,NA,12,25,2,11,9,DTW,SFO,2079,NW
id_002414,valid,1,8,29,3,16,15,DEN,LAS,629,UA
id_002435,train,1,5,13,7,23,22,DTW,MSP,528,NW
id_002436,test,NA,11,13,2,5,22,SFO,ATL,2139,DL
id_002443,test,NA,12,2,7,14,12,IAD,ATL,533,FL
id_002444,train,0,6,22,5,12,11,PHX,LAS,256,WN
id_002457,test,NA,12,23,7,12,7,IAH,LGA,1416,CO
id_002464,train,0,6,18,1,13,12,IAD,PHL,134,YV
id_002473,test,NA,7,23,1,14,7,PHX,CLT,1774,US
id_002494,train,1,1,20,6,9,7,EWR,DEN,1605,UA
id_002496,test,NA,12,17,1,18,15,MSP,DCA,931,NW
id_002530,test,NA,12,25,2,13,11,DTW,EWR,487,XE
id_002536,test,NA,11,19,1,17,16,PHX,SFO,651,UA
id_002539,test,NA,12,6,4,10,7,PHL,LAS,2176,US
id_002544,train,1,6,28,4,21,19,SFO,LAX,337,UA
id_002562,train,0,6,3,7,23,22,LAX,PHX,370,OO
id_002578,test,NA,12,4,2,10,6,DFW,DCA,1192,AA
id_002582,valid,0,8,7,2,15,9,LAS,ORD,1515,AA
id_002587,test,NA,11,27,2,19,17,ORD,DTW,235,MQ
id_002589,test,NA,12,9,7,17,10,LAS,ATL,1747,DL
id_002594,train,0,4,28,6,9,7,BWI,IAH,1235,CO
id_002608,test,NA,7,24,2,18,16,LGA,CVG,585,OH
id_002620,train,0,7,16,1,22,19,JFK,LAX,2475,UA
id_002649,valid,1,8,11,6,18,16,BWI,PHX,1999,US
id_002663,train,0,3,26,1,16,14,BOS,DCA,399,US
id_002664,train,0,3,22,4,7,6,IAH,DFW,224,AA
id_002669,train,1,5,3,4,12,11,CVG,EWR,569,XE
id_002670,test,NA,12,25,2,20,15,DEN,MCO,1545,F9
id_002689,test,NA,12,28,5,19,18,DTW,BWI,408,WN
id_002690,train,0,2,5,1,13,11,MSP,CVG,596,OH
id_002703,valid,1,10,21,7,16,15,ATL,ORD,606,UA
id_002708,test,NA,11,2,5,12,11,MSP,ORD,334,NW
id_002718,test,NA,12,5,3,12,9,IAH,DTW,1076,NW
id_002720,train,0,3,26,1,23,16,LAS,JFK,2248,B6
id_002722,valid,0,10,4,4,17,16,LAS,LAX,236,UA
id_002728,valid,1,9,7,5,18,17,BOS,ORD,867,UA
id_002733,train,1,2,22,4,22,21,ATL,BWI,576,FL
id_002768,valid,0,9,28,5,15,13,ORD,DFW,802,AA
id_002769,valid,0,9,9,7,14,9,LAS,DFW,1055,US
id_002785,test,NA,7,7,6,0,18,DEN,BOS,1754,UA
id_002787,valid,0,10,31,3,23,21,ATL,DTW,594,DL
id_002791,train,1,7,1,7,20,17,PHL,SFO,2521,US
id_002795,valid,0,10,23,2,10,9,ORD,DEN,888,UA
id_002813,valid,0,8,30,4,19,15,MSP,ATL,906,DL
id_002817,train,1,1,18,4,21,19,BOS,PHL,280,US
id_002821,test,NA,11,25,7,22,20,DEN,SLC,391,UA
id_002826,valid,1,8,8,3,15,14,BOS,EWR,200,CO
id_002828,test,NA,12,18,2,13,12,BOS,LGA,185,DL
id_002839,test,NA,11,26,1,13,10,MCO,JFK,944,B6
id_002843,train,1,8,4,6,9,6,EWR,SFO,2565,UA
id_002848,valid,1,8,22,3,9,8,DTW,IAH,1076,CO
id_002850,valid,1,8,1,3,21,13,SFO,JFK,2586,AA
id_002853,train,0,2,14,3,12,11,DFW,SAN,1171,AA
id_002863,valid,0,10,17,3,17,13,MSP,LGA,1020,AA
id_002865,test,NA,12,8,6,14,11,ORD,ATL,606,AA
id_002867,valid,0,10,3,3,5,23,SLC,ATL,1589,DL
id_002868,train,0,3,2,5,11,7,DFW,MCO,984,AA
id_002872,test,NA,11,18,7,12,9,LAX,DEN,862,UA
id_002882,valid,0,9,29,6,21,20,LAX,SAN,109,MQ
id_002885,train,1,5,29,2,13,6,SEA,ATL,2182,DL
id_002895,train,0,1,8,1,20,19,BWI,MDW,611,WN
id_002906,train,0,2,8,4,13,12,PHX,LAS,256,WN
id_002912,train,0,4,11,3,12,11,BOS,LGA,185,US
id_002917,valid,0,9,17,1,14,11,ORD,BOS,867,AA
id_002935,valid,1,10,28,7,13,10,JFK,SFO,2586,B6
id_002938,test,NA,1,15,1,18,15,SAN,DEN,853,UA
id_002950,valid,0,9,28,5,18,17,BWI,CVG,430,EV
id_002956,valid,0,9,28,5,20,16,SLC,IAH,1195,DL
id_002974,valid,0,10,17,3,18,15,JFK,SFO,2586,UA
id_002977,train,1,3,29,4,23,16,LAX,ATL,1946,DL
id_003005,valid,1,10,16,2,22,19,MSP,IAH,1034,NW
id_003006,test,NA,12,13,4,19,16,ORD,DFW,802,UA
id_003019,valid,0,9,30,7,21,20,BWI,BOS,370,FL
id_003024,train,0,2,14,3,22,19,LAX,DEN,862,AA
id_003028,train,1,2,15,4,13,11,JFK,MSP,1028,NW
id_003031,train,0,5,30,3,21,18,IAH,ORD,925,CO
id_003043,valid,1,8,24,5,23,21,CLT,DTW,500,US
id_003050,test,NA,12,2,7,12,11,CLT,MCO,468,US
id_003066,train,1,4,24,2,20,17,EWR,IAH,1400,CO
id_003069,test,NA,11,11,7,0,22,ATL,LAS,1747,DL
id_003075,test,NA,12,17,1,10,8,EWR,ATL,745,DL
id_003081,valid,1,9,29,6,19,16,PHL,SFO,2521,US
id_003087,train,0,1,17,3,17,14,MSP,IAH,1034,CO
id_003088,valid,1,10,26,5,22,20,IAD,BOS,413,B6
id_003091,train,1,6,29,5,18,14,DFW,ATL,732,AA
id_003099,valid,0,8,19,7,23,21,IAH,SFO,1635,CO
id_003100,test,NA,11,14,3,19,18,CVG,DFW,812,MQ
id_003105,test,NA,11,6,2,23,19,IAH,BWI,1235,CO
id_003109,valid,1,10,16,2,17,15,PHX,SFO,651,UA
id_003111,valid,0,8,5,7,13,6,SAN,ATL,1891,DL
id_003113,test,NA,12,18,2,8,7,ATL,DTW,594,EV
id_003120,train,0,8,5,7,16,15,CVG,BWI,430,OH
id_003121,train,1,7,13,5,22,20,IAH,SAN,1303,CO
id_003128,test,NA,12,18,2,16,9,LAS,ATL,1747,DL
id_003140,test,NA,11,25,7,21,18,LGA,CLT,544,US
id_003169,valid,1,9,13,4,19,17,CLT,JFK,541,B6
id_003178,train,1,2,6,2,23,20,ORD,DCA,612,AA
id_003180,test,NA,9,10,1,14,8,SEA,DFW,1660,AS
id_003183,test,NA,3,21,3,7,6,BOS,ORD,867,UA
id_003189,train,1,1,17,3,18,17,DFW,DEN,641,AA
id_003190,train,1,2,23,5,17,16,DFW,DEN,641,F9
id_003202,test,NA,12,12,3,18,15,EWR,MCO,938,CO
id_003211,valid,0,10,2,2,15,12,ORD,PHL,678,AA
id_003215,valid,0,10,2,2,13,12,LAS,PHX,256,WN
id_003226,test,NA,11,25,7,9,6,LGA,IAH,1416,CO
id_003234,test,NA,11,15,4,8,5,ORD,PHL,678,US
id_003235,train,0,3,27,2,20,15,SLC,ATL,1589,DL
id_003246,train,1,6,29,5,16,15,LGA,ORD,733,AA
id_003247,train,0,4,19,4,13,12,LAS,LAX,236,MQ
id_003249,train,0,6,14,4,13,12,DFW,DEN,641,UA
id_003263,train,1,1,21,7,20,15,PHX,ORD,1440,US
id_003267,train,1,2,14,3,20,18,IAD,ATL,533,FL
id_003271,valid,1,8,1,3,21,18,PHL,DFW,1302,AA
id_003273,test,NA,11,4,7,22,20,CLT,JFK,541,YV
id_003276,test,NA,11,12,1,6,22,SFO,JFK,2586,UA
id_003281,valid,0,10,23,2,23,17,DEN,EWR,1605,CO
id_003288,valid,0,9,27,4,16,15,SAN,LAS,258,WN
id_003291,train,1,3,8,4,12,10,ORD,SAN,1723,AA
id_003311,valid,1,9,17,1,19,18,PHL,BOS,280,US
id_003315,train,1,3,19,1,18,11,LAX,CVG,1900,DL
id_003316,valid,0,11,18,7,0,22,CLT,EWR,529,YV
id_003319,valid,0,9,9,7,19,16,DEN,IAH,861,UA
id_003320,valid,1,10,30,2,19,18,LAS,SAN,258,WN
id_003325,train,0,4,24,2,20,13,LAX,ATL,1946,DL
id_003338,train,0,8,17,5,13,11,BWI,MCO,787,WN
id_003346,train,0,2,15,4,10,9,DTW,DEN,1123,NW
id_003352,valid,1,10,5,5,6,22,SFO,JFK,2586,AA
id_003363,test,NA,11,12,1,19,17,LGA,ATL,761,FL
id_003365,valid,0,8,6,1,12,9,ATL,PHL,665,DL
id_003366,train,0,8,25,6,18,11,PHX,DTW,1671,US
id_003375,train,0,4,9,1,23,21,LGA,DEN,1619,F9
id_003401,test,NA,12,8,6,11,11,PHX,LAS,256,US
id_003402,train,1,1,28,7,20,17,ORD,SLC,1249,AA
id_003406,valid,0,9,24,1,0,21,SEA,LAS,866,AS
id_003407,test,NA,12,6,4,20,16,PHX,DFW,868,AA
