obs_id,train_id,crime_type,year,month,day,hour,location,latitude,longitude
id_000034,train,1,2008,2,28,16,ALLEY,41.79533148,-87.778240858
id_000035,test,NA,2010,11,1,19,STREET,41.701199673,-87.618477034
id_000036,valid,2,2007,7,13,17,SIDEWALK,41.903242472,-87.71657814
id_000037,valid,3,2004,3,1,17,STREET,41.771676051,-87.572296646
id_000038,train,3,2003,10,16,2,STREET,42.015894034,-87.69087606
id_000039,valid,1,2012,4,28,23,STREET,41.692345957,-87.621046509
id_000040,train,1,2004,1,19,17,PARKING LOT/GARAGE(NON.RESID.),41.939086945,-87.727799589
id_000041,test,NA,2004,2,2,15,SIDEWALK,41.791617118,-87.660879967
id_000042,valid,1,2007,10,9,22,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,41.749638738,-87.663421759
id_000043,valid,3,2013,3,12,22,PARKING LOT/GARAGE(NON.RESID.),41.755635034,-87.732393134
id_000044,train,2,2012,8,26,12,STREET,41.873788515,-87.696964272
id_000045,train,2,2009,7,19,18,STREET,41.750370861,-87.662377041
id_000046,valid,2,2004,6,11,24,SIDEWALK,41.907378172,-87.689603086
id_000047,train,1,2004,2,27,16,"SCHOOL, PUBLIC, BUILDING",41.78210152,-87.586502002
id_000048,train,1,2004,10,12,17,VACANT LOT/LAND,41.66968649,-87.640435034
id_000049,valid,1,2008,10,26,22,RESIDENCE-GARAGE,41.972622792,-87.800040981
id_000050,valid,1,2011,9,16,19,RESIDENCE,41.772981304,-87.676171134
id_000051,train,1,2010,9,3,19,STREET,42.016023087,-87.669192782
id_000052,test,NA,2005,1,1,12,DRIVEWAY - RESIDENTIAL,41.942602042,-87.83067076
id_000053,train,1,2002,10,2,12,HOTEL/MOTEL,41.888057631,-87.629545308
id_000054,train,2,2013,10,17,21,STREET,41.797751142,-87.61605544
id_000055,train,3,2012,7,23,22,STREET,41.765160516,-87.647146658
id_000056,train,1,2004,1,22,7,RESIDENCE-GARAGE,41.932733398,-87.692780748
id_000057,train,3,2002,9,15,3,STREET,41.911778551,-87.651335554
id_000058,train,1,2015,7,17,12,APARTMENT,41.960083218,-87.700875033
id_000059,valid,1,2009,1,22,12,RESTAURANT,41.783850745,-87.683767334
id_000060,train,3,2006,4,8,16,PARK PROPERTY,41.941072219,-87.715151474
id_000061,test,NA,2016,3,24,10,BANK,41.881016537,-87.632339962
id_000062,train,1,2010,1,23,4,RESIDENTIAL YARD (FRONT/BACK),41.753133791,-87.670788403
id_000063,train,3,2016,12,13,11,GROCERY FOOD STORE,41.736264617,-87.627929503
id_000064,train,1,2008,4,19,10,APARTMENT,41.774282621,-87.613083533
id_000065,valid,1,2005,10,15,22,APARTMENT,41.769653936,-87.660306589
id_000066,train,1,2004,11,4,19,STREET,41.897237789,-87.759397891
id_000067,train,1,2001,7,29,1,STREET,41.854192613,-87.622696619
id_000068,valid,2,2002,1,25,13,RESIDENCE,41.799621611,-87.655643463
id_000069,train,2,2005,9,17,19,PARK PROPERTY,41.880890949,-87.619525593
id_000070,test,NA,2002,10,19,13,APARTMENT,41.828111292,-87.675226018
id_000071,train,2,2005,10,18,22,SIDEWALK,41.833825419,-87.652255478
id_000072,test,NA,2014,4,3,18,SMALL RETAIL STORE,41.918431595,-87.690032129
id_000073,train,2,2015,6,8,22,VEHICLE NON-COMMERCIAL,41.89765683,-87.726152565
id_000074,train,1,2009,9,9,21,RESIDENCE,41.786511445,-87.629061998
id_000075,train,2,2004,1,30,15,STREET,41.809081165,-87.633674979
id_000076,test,NA,2002,11,21,17,AIRPORT/AIRCRAFT,41.976290414,-87.905227221
id_000077,test,NA,2017,3,9,14,RESIDENCE,41.736336,-87.559710904
id_000078,train,3,2008,11,3,8,STREET,41.909300678,-87.685972459
id_000079,valid,1,2005,12,23,20,APARTMENT,41.770627257,-87.646245257
id_000080,test,NA,2005,7,30,19,STREET,41.893649131,-87.714125144
id_000081,train,1,2008,8,30,12,STREET,41.93657219,-87.779785269
id_000082,valid,2,2008,11,22,18,SIDEWALK,41.89542227,-87.720330031
id_000083,train,1,2002,9,27,22,VEHICLE NON-COMMERCIAL,41.920341146,-87.694378136
id_000084,train,2,2015,6,13,22,STREET,41.853965653,-87.679182227
id_000085,valid,3,2010,8,9,19,OTHER,41.891308785,-87.614359614
id_000086,train,1,2007,7,23,23,STREET,41.798781192,-87.672009116
id_000087,valid,3,2010,1,2,12,STREET,41.91245631,-87.663445006
id_000088,train,3,2001,8,11,7,STREET,41.802245087,-87.626043645
id_000089,train,1,2005,1,6,3,RESIDENCE,41.764060147,-87.659683275
id_000090,train,2,2012,5,25,14,RESIDENCE,41.863385678,-87.727526865
id_000091,train,3,2007,11,12,21,OTHER,41.99480708,-87.689785931
id_000092,train,3,2014,3,17,13,DEPARTMENT STORE,41.909664252,-87.742728815
id_000093,valid,2,2002,3,12,10,PARK PROPERTY,42.014512189,-87.678466914
id_000094,test,NA,2001,5,2,1,STREET,41.894522329,-87.629874686
id_000095,valid,2,2014,7,25,10,APARTMENT,41.899683801,-87.668967121
id_000096,valid,1,2012,6,24,5,RESIDENCE,41.919541685,-87.759694111
id_000097,train,3,2006,9,20,9,APARTMENT,41.946655546,-87.70332727
id_000098,train,1,2014,4,30,7,STREET,41.702775211,-87.561666005
id_000099,test,NA,2003,6,13,13,CHA PARKING LOT/GROUNDS,41.700584371,-87.56399184
id_000100,valid,1,2008,7,18,21,STREET,41.977037844,-87.689196234
id_000101,valid,1,2010,2,19,21,STREET,41.994489811,-87.695877312
id_000102,train,3,2007,10,14,4,STREET,41.936073098,-87.666744574
id_000103,train,1,2016,2,22,8,APARTMENT,41.771695499,-87.657935406000007
id_000104,test,NA,2009,2,14,21,ALLEY,41.872035337,-87.689649416
id_000105,valid,1,2007,4,14,16,PARK PROPERTY,41.942842093,-87.761731154
id_000106,train,3,2011,12,30,6,RESIDENCE PORCH/HALLWAY,41.946679253,-87.752040247
id_000107,train,1,2003,1,24,22,PARKING LOT/GARAGE(NON.RESID.),41.838916012,-87.623250984
id_000108,train,1,2007,5,12,18,OTHER,41.692376319,-87.68117354
id_000109,test,NA,2012,6,19,8,STREET,41.756298891,-87.561468638
id_000110,train,3,2005,5,3,16,RESIDENCE,41.772903429,-87.572813701
id_000111,test,NA,2004,8,3,14,RESIDENCE,41.776151397,-87.641651267
id_000112,valid,3,2010,4,11,16,RESIDENTIAL YARD (FRONT/BACK),41.795512242,-87.651271379
id_000113,train,3,2004,3,27,12,RESIDENCE,41.693192756,-87.647926753
id_000114,train,3,2002,11,26,8,PARKING LOT/GARAGE(NON.RESID.),41.742487363,-87.672953498
id_000115,train,3,2006,9,25,15,SIDEWALK,41.968355201,-87.728029932
id_000116,train,1,2016,10,28,18,STREET,41.807831711,-87.596246085
id_000117,valid,2,2010,6,1,23,PARK PROPERTY,41.883326693,-87.728811116
id_000118,train,1,2017,3,24,20,RESIDENCE,41.651311414,-87.548394422
id_000119,train,3,2009,1,17,15,"SCHOOL, PUBLIC, BUILDING",41.68995741,-87.637460623
id_000120,valid,2,2009,3,30,23,STREET,41.750224946,-87.664650661
id_000121,test,NA,2010,10,25,13,SIDEWALK,41.878856009,-87.726672071
id_000122,train,3,2010,3,25,12,RESIDENCE,41.79652277,-87.583980182
id_000123,train,1,2003,9,28,4,RESIDENCE,41.850405067,-87.729561636
id_000124,train,3,2017,1,2,2,AIRPORT PARKING LOT,41.763047179,-87.741868715
id_000125,valid,1,2008,8,31,5,STREET,41.752564662,-87.637191609
id_000126,train,2,2008,11,28,3,STREET,41.678961547,-87.637121516
id_000127,train,3,2012,5,31,14,"SCHOOL, PUBLIC, BUILDING",41.780328363,-87.717896689
id_000128,train,1,2003,11,17,19,STREET,41.970433499,-87.739240669
id_000129,train,1,2007,1,8,1,STREET,41.938589826,-87.684033387
id_000130,train,3,2005,8,10,18,PARK PROPERTY,41.932499916,-87.638928245
id_000131,train,1,2001,4,13,19,APARTMENT,41.827512195,-87.666514411
id_000132,train,1,2010,10,23,20,CTA BUS,41.765513157,-87.623877682
id_000133,train,3,2002,4,19,24,GROCERY FOOD STORE,41.722578383,-87.662706548
id_000134,valid,1,2012,6,21,10,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,41.745019757,-87.589332067
id_000135,test,NA,2005,5,10,14,STREET,41.884560559,-87.735953224
id_000136,train,3,2007,12,26,15,DRUG STORE,41.882553868,-87.624383802
id_000137,train,1,2016,2,22,16,STREET,41.731843501,-87.620808154
id_000138,train,2,2006,5,4,24,APARTMENT,41.801538809,-87.616145232
id_000139,test,NA,2003,12,9,19,RESIDENCE-GARAGE,41.972799826,-87.707375941
id_000140,train,1,2013,7,1,24,RESIDENCE,41.751575306,-87.661855097
id_000141,valid,3,2006,12,15,24,STREET,41.713552998,-87.62264005
id_000142,train,3,2006,10,28,8,APARTMENT,41.753937269,-87.636813954
id_000143,train,2,2014,6,13,14,STREET,41.777521134,-87.63625819
id_000144,train,3,2011,3,13,4,CTA TRAIN,42.019387809,-87.673537084
id_000145,valid,1,2004,8,6,22,STREET,41.679054768,-87.640740879
id_000146,train,2,2003,4,21,10,RESIDENCE PORCH/HALLWAY,41.966047906,-87.661060061
id_000147,train,2,2004,8,6,23,SIDEWALK,41.741696634,-87.570946905
id_000148,valid,3,2002,8,2,1,BAR OR TAVERN,41.938827805,-87.72342824
id_000149,train,3,2006,2,14,7,STREET,41.739173407,-87.553590879
id_000150,test,NA,2010,4,16,10,OTHER,41.982269827,-87.773762346
id_000151,valid,3,2016,7,7,18,PARKING LOT/GARAGE(NON.RESID.),41.993043969,-87.660360363
id_000152,train,2,2013,2,16,18,SIDEWALK,42.019367214,-87.669963926
id_000153,train,1,2008,8,17,21,VEHICLE NON-COMMERCIAL,41.793981982,-87.591655814
id_000154,train,1,2004,2,8,2,OTHER,41.896004341,-87.671440457
id_000155,train,2,2011,9,9,13,VEHICLE NON-COMMERCIAL,41.78627971,-87.653459282
id_000156,train,2,2011,7,14,23,APARTMENT,41.850931768,-87.722259875
id_000157,train,2,2010,6,6,11,SIDEWALK,41.689853171,-87.633851757
id_000158,train,1,2005,4,13,21,RESIDENCE-GARAGE,41.951140387,-87.682317924
id_000159,train,3,2003,12,11,23,APARTMENT,41.763810524,-87.579313624
id_000160,train,1,2006,10,9,6,STREET,41.735045894,-87.615482217
id_000161,train,3,2007,4,10,21,APARTMENT,41.926346121,-87.737356837
id_000162,test,NA,2005,10,3,16,DRUG STORE,41.967321438,-87.760269515
id_000163,train,3,2001,8,12,19,PARK PROPERTY,41.82287589,-87.684994666
id_000164,valid,1,2006,10,21,8,STREET,41.753076082,-87.567469931
id_000165,test,NA,2015,12,9,3,STREET,41.900002308,-87.721340447
id_000166,train,1,2001,11,14,18,STREET,41.990483953,-87.656679474
id_000167,train,2,2008,9,17,20,STREET,41.800594881,-87.690328209
id_000168,train,2,2013,3,20,14,TAVERN/LIQUOR STORE,41.891840918,-87.711630436
id_000169,valid,3,2016,3,14,23,PARKING LOT/GARAGE(NON.RESID.),41.736422269,-87.604815966
id_000170,train,1,2008,11,3,18,STREET,41.681632574,-87.625568589
id_000171,valid,1,2012,11,20,20,RESIDENCE,41.759504924,-87.612699024
id_000172,test,NA,2012,11,26,11,DEPARTMENT STORE,41.883500187,-87.627876698
id_000173,test,NA,2006,3,12,24,CONSTRUCTION SITE,41.684994388,-87.648672746
id_000174,train,2,2008,8,17,10,STREET,41.848707168,-87.636634704
id_000175,train,3,2004,10,28,1,CTA TRAIN,41.93991842,-87.653288878
id_000176,test,NA,2003,8,4,11,STREET,42.015023337,-87.679076204
id_000177,valid,2,2001,3,21,15,SIDEWALK,41.88363249,-87.768388272
id_000178,valid,1,2011,7,16,20,STREET,41.884819029,-87.756449968
id_000179,valid,2,2002,1,17,13,CTA PLATFORM,41.886901317,-87.745509261
id_000180,test,NA,2004,11,22,11,STREET,41.89765683,-87.726152565
id_000181,train,2,2013,1,29,16,APARTMENT,41.792763782,-87.76054721
id_000182,train,2,2006,1,19,24,VEHICLE NON-COMMERCIAL,41.892324548,-87.742418463
id_000183,test,NA,2002,10,18,19,DEPARTMENT STORE,41.882394062,-87.627844798
id_000184,train,2,2003,8,13,16,STREET,41.875163991,-87.733797258
id_000185,test,NA,2003,6,19,19,STREET,41.768213543,-87.673617146
id_000186,train,1,2005,8,10,4,STREET,41.748160571,-87.646396924
id_000187,valid,3,2011,8,5,15,VEHICLE NON-COMMERCIAL,41.726443077,-87.619102107
id_000188,valid,3,2003,4,1,9,RESIDENCE,41.800764019,-87.642872
id_000189,test,NA,2012,11,17,20,STREET,41.850053044,-87.697386768
id_000190,train,3,2009,10,24,10,STREET,41.917245085,-87.635356969
id_000191,valid,3,2002,8,9,13,OTHER,41.783757424,-87.683764609
id_000192,train,1,2002,9,13,22,STREET,41.744000079,-87.545463664
id_000193,train,2,2001,2,9,5,OTHER,41.890617159,-87.743928987
id_000194,test,NA,2005,1,14,17,RESIDENCE,41.700358821,-87.661978057
id_000195,train,1,2007,4,9,7,PARKING LOT/GARAGE(NON.RESID.),41.895897635,-87.677715036
id_000196,train,2,2004,10,9,14,SIDEWALK,41.7255911,-87.560795933
id_000197,train,1,2009,10,25,16,PARKING LOT/GARAGE(NON.RESID.),41.772037553,-87.676701328
id_000198,test,NA,2014,10,11,17,STREET,41.780294987,-87.684888472
id_000199,train,2,2013,3,27,14,SIDEWALK,41.87886043,-87.726470068
id_000200,valid,2,2005,9,17,21,APARTMENT,41.770621253,-87.582573441
id_000201,train,3,2017,3,9,12,OTHER,41.848996954,-87.703945067
id_000202,train,1,2002,11,14,22,STREET,41.875413319,-87.714069875
id_000203,train,2,2013,1,15,20,STREET,41.695245189,-87.629260335
id_000204,train,3,2006,4,21,13,GROCERY FOOD STORE,41.780430614,-87.604505041
id_000205,train,1,2001,7,11,24,RESIDENCE,41.682644155,-87.623613599
id_000206,train,1,2016,12,6,21,CONSTRUCTION SITE,41.900209882,-87.695442082
id_000207,train,2,2006,12,1,19,SIDEWALK,41.778807823,-87.669079676
id_000208,train,3,2010,11,1,24,APARTMENT,41.752203876,-87.600360737
id_000209,train,3,2007,12,19,12,STREET,41.77265186,-87.698104249
id_000210,valid,1,2008,1,21,22,PARKING LOT/GARAGE(NON.RESID.),41.829658419,-87.650204535
id_000211,test,NA,2005,10,25,20,SIDEWALK,41.905805775,-87.726398631
id_000212,train,3,2012,9,5,16,STREET,41.942548856,-87.797079115
id_000213,valid,3,2006,10,17,7,STREET,41.996562746,-87.70202962
id_000214,test,NA,2017,4,11,23,STREET,41.927512198,-87.773855274
id_000215,test,NA,2017,6,30,18,"SCHOOL, PRIVATE, BUILDING",41.700801334,-87.642642446
id_000216,train,3,2004,9,8,20,STREET,41.7060668,-87.645237502
id_000217,valid,1,2008,8,30,12,STREET,41.884833576,-87.655621394
id_000218,test,NA,2007,9,9,11,SIDEWALK,41.969173145,-87.724429558
id_000219,test,NA,2007,4,27,16,VACANT LOT/LAND,41.844900307,-87.636540214
id_000220,train,3,2008,7,8,21,STREET,41.845189914,-87.631821006
id_000221,train,2,2009,7,16,20,ALLEY,41.998465216,-87.69967472
id_000222,train,2,2009,10,21,23,SIDEWALK,41.809595667,-87.600869621
id_000223,train,3,2001,7,26,9,OTHER,41.879764218,-87.734488675
id_000224,train,1,2004,9,25,12,STREET,41.956323357,-87.730926888
id_000225,test,NA,2005,2,1,10,RESIDENCE,41.822813277,-87.693404226
id_000226,train,3,2006,1,21,15,DEPARTMENT STORE,41.883500187,-87.627876698
id_000227,train,3,2011,4,11,20,STREET,41.839583803,-87.734158846
id_000228,train,3,2014,6,24,6,APARTMENT,41.766943333,-87.649744919
id_000229,train,2,2010,4,18,18,PARK PROPERTY,41.949283608,-87.643036076
id_000230,test,NA,2004,3,15,8,OTHER,41.754542876,-87.59920533
id_000231,train,2,2004,6,5,21,STREET,41.775927965,-87.61551777
id_000232,train,3,2013,8,29,3,RESTAURANT,41.90426257,-87.628687773
id_000233,train,1,2006,12,13,14,RESIDENTIAL YARD (FRONT/BACK),41.764968111,-87.659615129
id_000234,valid,2,2009,12,12,19,SIDEWALK,41.901594467,-87.725049997
id_000235,train,3,2002,8,5,10,APARTMENT,41.776140248,-87.602181621
id_000236,valid,3,2009,3,2,16,PARK PROPERTY,41.949092979,-87.643736581
id_000237,valid,2,2006,4,27,24,SIDEWALK,41.899557181,-87.749698209
id_000238,train,3,2004,12,22,2,STREET,41.854069611,-87.634403517
id_000239,train,3,2001,10,1,12,RESIDENCE,41.841984044,-87.617055292
id_000240,train,1,2004,8,22,21,ALLEY,41.807000752,-87.610149642
id_000241,train,3,2006,3,4,24,DEPARTMENT STORE,41.73625535,-87.62820806
id_000242,train,2,2010,10,11,19,RESIDENCE,41.693126882,-87.635160035
id_000243,test,NA,2001,8,16,16,OTHER,41.949424579,-87.654250231
id_000244,train,1,2012,6,22,9,STREET,41.673621928,-87.634550946
id_000245,train,2,2006,6,9,22,STREET,41.932035479,-87.726984272
id_000246,train,3,2010,12,20,16,DEPARTMENT STORE,41.910914175,-87.648578343
id_000247,train,2,2016,5,23,20,STREET,41.752785282,-87.623907915
id_000248,train,3,2011,5,10,13,STREET,41.886737734,-87.702774167
id_000249,train,3,2008,12,31,13,VACANT LOT/LAND,41.77859117,-87.662962869
id_000250,test,NA,2012,3,22,9,OTHER,41.801460197,-87.624258824
id_000251,valid,2,2004,6,24,14,RESIDENCE,41.934996242,-87.715610755
id_000252,test,NA,2008,3,31,21,STREET,41.77248478,-87.643893893
id_000253,train,3,2010,10,24,17,STREET,41.74181305,-87.604967558
id_000254,train,2,2001,8,29,16,RESIDENCE,41.879377953,-87.746312626
id_000255,train,1,2005,11,20,9,STREET,41.711255325,-87.564556815
id_000256,train,1,2014,11,7,23,OTHER,41.895761856,-87.685705175
id_000257,train,2,2006,7,25,19,CTA PLATFORM,41.830954079,-87.630703226
id_000258,train,2,2001,6,5,20,SIDEWALK,41.878236301,-87.709349822
id_000259,train,3,2011,1,12,12,SIDEWALK,41.892485264,-87.718664952
id_000260,test,NA,2008,11,22,18,STREET,41.93391118,-87.73932614
id_000261,train,1,2012,9,27,16,RESIDENCE-GARAGE,41.967681091,-87.667246185
id_000262,train,1,2014,9,12,15,RESIDENCE,41.857940844,-87.657171844
id_000263,train,2,2007,1,27,12,STREET,41.953434516,-87.746449709
id_000264,valid,2,2002,11,5,13,SIDEWALK,41.880994362,-87.704336216
id_000265,valid,3,2003,8,11,19,STREET,41.859763903,-87.695708389
id_000266,train,3,2007,5,17,8,RESIDENCE,41.747085354,-87.63736807
id_000267,train,3,2006,5,17,10,DEPARTMENT STORE,41.905844192000004,-87.726398267
id_000268,valid,1,2003,8,3,23,STREET,41.994684386,-87.670157774
id_000269,valid,1,2008,5,12,20,STREET,41.776851057,-87.72092522
id_000270,train,3,2009,1,13,13,STREET,41.866098236,-87.730368538
id_000271,train,1,2003,9,20,19,OTHER,41.883496589,-87.68402596
id_000272,train,1,2007,10,3,1,CTA BUS,41.903450628,-87.631433403
id_000273,train,2,2015,3,18,1,SIDEWALK,41.903354381,-87.666864606
id_000274,train,1,2006,6,9,21,STREET,41.750538141,-87.634278086
id_000275,train,3,2004,11,3,6,VEHICLE NON-COMMERCIAL,41.932944691,-87.649018972
id_000276,train,1,2009,4,4,23,APARTMENT,41.722407081,-87.632169102
id_000277,train,2,2002,2,21,18,CHA PARKING LOT/GROUNDS,41.903093846,-87.643199555
id_000278,train,3,2016,10,14,20,STREET,41.736126864,-87.629184056
id_000279,train,2,2003,5,24,24,RESIDENCE,41.765992802,-87.650499121
id_000280,valid,1,2010,5,16,17,OTHER,41.843554363,-87.662134707
id_000281,train,3,2004,2,28,20,WAREHOUSE,41.736148121,-87.629070243
id_000282,train,1,2006,7,16,4,STREET,41.796628383,-87.677528564
id_000283,test,NA,2005,11,6,1,STREET,41.832981983,-87.668013464
id_000284,train,2,2001,1,3,11,STREET,41.768403892,-87.685851349
id_000285,train,2,2004,2,23,13,STREET,41.706326697,-87.656188319
id_000286,train,1,2013,8,11,20,STREET,41.912308117,-87.711755165
id_000287,train,2,2006,5,2,16,SIDEWALK,42.005559291,-87.659735453
id_000288,train,2,2010,1,15,19,STREET,41.998222126,-87.657535615
id_000289,train,2,2011,2,8,24,"SCHOOL, PUBLIC, BUILDING",41.803201891,-87.72198373
id_000290,train,1,2007,1,24,19,STREET,41.979519161,-87.68978542
id_000291,train,3,2007,5,29,14,"SCHOOL, PUBLIC, BUILDING",41.758122033,-87.579798041
id_000292,train,2,2010,9,22,23,STREET,41.904596948,-87.774235382
id_000293,test,NA,2004,9,3,5,STREET,41.956726462,-87.700768517
id_000294,train,2,2005,9,27,24,SIDEWALK,41.786718408,-87.619023832
id_000295,train,2,2012,2,4,14,STREET,41.680481664,-87.540099953
id_000296,valid,3,2003,8,29,10,COIN OPERATED MACHINE,41.945422249,-87.652645932
id_000297,train,3,2011,5,11,23,STREET,41.843367866,-87.72938925
id_000298,train,2,2004,9,19,20,SIDEWALK,41.851670934,-87.714240208
id_000299,train,1,2002,5,7,22,STREET,41.862417005,-87.713648303
id_000300,test,NA,2004,5,8,16,PARK PROPERTY,41.687781567,-87.540098152
id_000301,valid,2,2005,7,21,3,STREET,41.793469112,-87.652426187
id_000302,train,3,2001,9,1,8,RESIDENCE,41.912676858,-87.676444836
id_000303,train,3,2007,7,6,23,STREET,41.846321484,-87.705483398
id_000304,train,3,2014,4,28,11,STREET,41.878441191,-87.642550545
id_000305,train,3,2013,11,1,12,COMMERCIAL / BUSINESS OFFICE,41.806447298,-87.624379892
id_000306,test,NA,2011,8,14,21,STREET,41.957000294,-87.753133975
id_000307,train,3,2014,1,22,24,SMALL RETAIL STORE,41.754592961,-87.741528537
id_000308,test,NA,2003,12,22,11,SMALL RETAIL STORE,41.731034547,-87.551278684
id_000309,train,1,2005,6,5,23,STREET,41.756271144,-87.565108328
id_000310,train,1,2004,7,25,18,PARK PROPERTY,41.793612114,-87.615951236
id_000311,train,3,2002,5,23,22,HOTEL/MOTEL,41.888165132,-87.622937212
id_000312,train,1,2005,12,10,11,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,41.851434105,-87.633334745
id_000313,test,NA,2009,3,21,17,APARTMENT,41.783209684,-87.615696882
id_000314,valid,1,2008,3,9,1,VACANT LOT/LAND,41.783283798,-87.615699723
id_000315,train,1,2008,8,16,2,VEHICLE NON-COMMERCIAL,41.903258397,-87.746318014
id_000316,train,1,2001,6,29,21,PARKING LOT/GARAGE(NON.RESID.),41.725786105,-87.662640221
id_000317,train,1,2016,2,4,2,STREET,41.855752784,-87.732539669
id_000318,train,1,2013,8,20,22,JAIL / LOCK-UP FACILITY,41.903113054,-87.643199348
id_000319,test,NA,2016,1,30,24,PARK PROPERTY,41.976161035,-87.650031227
id_000320,valid,3,2016,3,2,20,ATHLETIC CLUB,41.923672617,-87.786301606
id_000321,valid,2,2005,10,31,9,CHA PARKING LOT/GROUNDS,41.828201751,-87.628939124
id_000322,train,1,2003,6,24,18,APARTMENT,41.975246808,-87.692303428
id_000323,train,2,2010,3,26,21,SIDEWALK,41.773294218,-87.590174849
id_000324,test,NA,2001,11,1,11,"SCHOOL, PUBLIC, BUILDING",41.985550153,-87.791708756
id_000325,test,NA,2014,7,8,19,SIDEWALK,41.973466276,-87.659790559
id_000326,test,NA,2002,6,27,22,GOVERNMENT BUILDING/PROPERTY,41.730561173,-87.607102309
id_000327,test,NA,2008,8,20,1,RESIDENCE,41.977960408,-87.771306583
id_000328,valid,2,2015,11,30,15,SIDEWALK,41.86586383,-87.708086073
id_000329,train,2,2012,8,25,10,SIDEWALK,41.87682553,-87.723096477
id_000330,valid,1,2003,4,6,12,STREET,41.805219867,-87.739423351
id_000331,test,NA,2005,12,26,18,STREET,41.751912166,-87.55274042
id_000332,train,1,2013,1,22,13,RESIDENCE,41.781316495,-87.620605362
id_000333,train,1,2007,7,7,19,STREET,41.951781211,-87.78160944
id_000334,test,NA,2012,11,7,13,STREET,41.907537986,-87.716724153
id_000335,train,2,2009,5,4,18,SIDEWALK,41.704662765,-87.628209119
id_000336,train,1,2006,10,3,18,STREET,41.889974359,-87.715100836
id_000337,train,1,2003,5,4,7,STREET,41.904229154,-87.625040385
id_000338,train,1,2003,12,19,21,STREET,41.953853609,-87.78515393
id_000339,train,2,2007,12,24,17,SIDEWALK,41.791387595,-87.65358866
id_000340,test,NA,2002,10,26,24,RESIDENCE,41.736505082,-87.558331253
id_000341,test,NA,2004,5,9,3,RESIDENCE,41.841239178,-87.641486546
id_000342,train,2,2001,6,30,21,CHA PARKING LOT/GROUNDS,41.903836143,-87.642511973
id_000343,train,3,2011,9,29,16,STREET,41.836061664,-87.621869754
id_000344,train,3,2012,8,9,17,RESTAURANT,41.830651986,-87.62664099
id_000345,valid,2,2004,11,22,3,VEHICLE NON-COMMERCIAL,41.770167266,-87.638661936
id_000346,train,3,2001,5,15,17,GAS STATION,41.744230733,-87.702385928
id_000347,train,1,2005,7,31,4,STREET,41.72587315,-87.593223623
id_000348,train,1,2015,12,16,6,RESIDENCE,41.933342373,-87.67959191
