obs_id,train_id,crime_type,year,month,day,hour,location,latitude,longitude
id_000249,train,1,2002,8,7,7,STREET,41.808233437,-87.696953239
id_000251,valid,0,2011,9,9,13,VEHICLE NON-COMMERCIAL,41.78627971,-87.653459282
id_000253,train,1,2005,1,11,19,RESIDENCE,41.95320104,-87.765506065
id_000254,valid,1,2007,11,12,20,STREET,41.762742518,-87.644350072
id_000256,train,0,2010,6,6,14,CTA BUS STOP,41.883951907,-87.706205795
id_000261,train,1,2001,11,27,19,STREET,41.909491937,-87.68339521
id_000263,train,1,2004,6,13,18,HOTEL/MOTEL,41.893346855,-87.623478469
id_000269,valid,1,2001,1,9,22,STREET,41.900622585,-87.746055641
id_000270,train,1,2014,7,19,9,STREET,41.909965311,-87.719037334
id_000272,train,1,2002,10,3,22,STREET,41.941552883,-87.747687093
id_000275,train,0,2008,9,17,20,STREET,41.800594881,-87.690328209
id_000276,train,0,2013,3,20,14,TAVERN/LIQUOR STORE,41.891840918,-87.711630436
id_000277,train,1,2004,11,5,14,STREET,41.744487237,-87.643863706
id_000281,train,1,2002,8,27,21,STREET,42.009866363,-87.674165345
id_000287,train,0,2008,8,17,10,STREET,41.848707168,-87.636634704
id_000289,train,0,2003,8,4,11,STREET,42.015023337,-87.679076204
id_000290,train,0,2001,3,21,15,SIDEWALK,41.88363249,-87.768388272
id_000291,train,1,2009,7,7,20,STREET,41.803858917,-87.620304238
id_000294,train,0,2004,11,22,11,STREET,41.89765683,-87.726152565
id_000295,train,1,2013,10,15,8,STREET,41.879148115,-87.740567984
id_000296,valid,0,2013,1,29,16,APARTMENT,41.792763782,-87.76054721
id_000298,train,1,2015,8,17,9,STREET,41.881887253,-87.739048083
id_000299,train,0,2006,1,19,24,VEHICLE NON-COMMERCIAL,41.892324548,-87.742418463
id_000302,train,0,2003,8,13,16,STREET,41.875163991,-87.733797258
id_000303,train,1,2005,11,22,22,STREET,41.967191644,-87.660022128
id_000309,train,1,2011,8,25,22,STREET,41.919898808,-87.746194922
id_000314,valid,1,2001,4,15,20,STREET,41.881925363,-87.692058274
id_000315,train,0,2001,2,9,5,OTHER,41.890617159,-87.743928987
id_000320,valid,1,2008,1,27,16,STREET,41.801228804,-87.742981092
id_000323,train,0,2014,10,11,17,STREET,41.780294987,-87.684888472
id_000330,valid,0,2013,1,15,20,STREET,41.695245189,-87.629260335
id_000336,train,1,2006,9,21,7,STREET,41.819740135,-87.619878618
id_000337,train,1,2007,2,17,12,STREET,41.851311967,-87.705240064
id_000342,train,0,2005,10,25,20,SIDEWALK,41.905805775,-87.726398631
id_000343,train,1,2008,7,30,8,STREET,41.809354604,-87.691795869
id_000354,train,0,2007,8,31,24,RESIDENCE PORCH/HALLWAY,41.77675506,-87.673837575
id_000360,train,0,2009,10,21,23,SIDEWALK,41.809595667,-87.600869621
id_000365,train,1,2013,1,10,14,SIDEWALK,41.924608512,-87.746313427
id_000369,valid,1,2017,2,5,7,STREET,41.692630608,-87.619597114
id_000370,train,1,2016,6,14,20,SIDEWALK,41.869447309,-87.744861466
id_000371,train,1,2006,4,15,8,SIDEWALK,41.917262274,-87.718533801
id_000374,train,0,2010,4,18,18,STREET,41.773083097,-87.609112039
id_000375,train,0,2004,3,15,8,OTHER,41.754542876,-87.59920533
id_000376,train,0,2004,6,3,11,CHA PARKING LOT/GROUNDS,41.812526814,-87.608264377
id_000379,train,1,2007,5,11,19,STREET,41.962004259,-87.654752754
id_000380,train,0,2009,12,12,19,SIDEWALK,41.901594467,-87.725049997
id_000385,train,1,2009,2,2,12,STREET,41.807337123,-87.729691098
id_000392,train,0,2010,10,11,19,RESIDENCE,41.693126882,-87.635160035
id_000399,train,0,2006,6,9,22,STREET,41.932035479,-87.726984272
id_000401,valid,1,2009,6,11,21,STREET,41.766274325,-87.66382789
id_000407,train,1,2007,7,31,3,SIDEWALK,41.909908519,-87.724346523
id_000408,valid,1,2004,5,13,12,SIDEWALK,41.910574965,-87.671697746
id_000412,train,1,2013,10,1,8,STREET,41.878728582,-87.742764056
id_000414,valid,0,2004,6,6,21,STREET,41.838071309,-87.713398834
id_000415,valid,0,2008,4,1,21,STREET,41.756765336,-87.673316588
id_000416,train,1,2001,3,8,10,STREET,41.971789112,-87.657844523
id_000417,train,1,2015,3,21,12,SIDEWALK,41.869137185,-87.744856967
id_000419,valid,0,2001,9,3,16,RESIDENCE-GARAGE,41.727597621,-87.559636245
id_000424,train,1,2006,12,22,21,STREET,41.851327229,-87.704017656
id_000425,train,0,2006,7,26,19,SIDEWALK,42.015518819,-87.684178788
id_000426,train,1,2008,6,3,20,STREET,41.787226229,-87.698495746
id_000435,train,1,2014,4,29,21,STREET,41.88104652,-87.699348928
id_000436,valid,1,2007,5,3,2,STREET,41.916944946,-87.74491398
id_000441,train,0,2006,10,11,1,STREET,41.820701288,-87.694588232
id_000442,train,1,2006,11,1,7,STREET,41.859288882,-87.666191726
id_000443,train,1,2016,11,17,20,STREET,41.874772171,-87.745058632
id_000444,valid,0,2002,11,5,13,SIDEWALK,41.880994362,-87.704336216
id_000445,train,1,2002,1,27,7,STREET,41.905479754,-87.746029496
id_000446,train,1,2004,9,10,10,STREET,41.905797542,-87.726398709
id_000452,train,1,2015,6,5,14,STREET,41.868610002,-87.743730999
id_000456,valid,1,2007,4,27,6,STREET,41.799491377,-87.665268312
id_000457,train,1,2005,8,16,23,STREET,41.909798633,-87.652036281
id_000459,train,0,2015,3,18,1,SIDEWALK,41.903354381,-87.666864606
id_000463,train,1,2011,8,16,23,STREET,41.936320544,-87.746786734
id_000464,train,1,2014,6,15,2,SIDEWALK,41.889793477,-87.627998435
id_000467,valid,1,2002,4,3,11,STREET,41.69891601,-87.623284583
id_000468,train,1,2003,3,30,20,STREET,41.692378887,-87.621046145
id_000470,valid,1,2001,6,16,8,STREET,41.808975158,-87.645659563
id_000471,train,1,2011,11,30,21,STREET,41.808099491,-87.705526629
id_000473,valid,0,2003,5,24,24,RESIDENCE,41.765992802,-87.650499121
id_000475,train,1,2007,7,15,17,SIDEWALK,41.968522995,-87.700122312
id_000476,train,1,2001,12,7,19,STREET,41.807544276,-87.742083154
id_000479,train,1,2001,5,31,10,STREET,41.973418878,-87.655003024
id_000480,valid,1,2003,1,13,6,ALLEY,41.766376527,-87.644443153
id_000485,train,0,2001,1,3,11,STREET,41.768403892,-87.685851349
id_000488,train,0,2004,2,23,13,STREET,41.706326697,-87.656188319
id_000494,train,0,2006,5,2,16,SIDEWALK,42.005559291,-87.659735453
id_000496,train,1,2011,8,6,21,STREET,41.801173921,-87.742981596
id_000498,train,0,2010,1,15,19,SIDEWALK,41.686214272,-87.632514623
id_000500,train,0,2011,2,8,24,"SCHOOL, PUBLIC, BUILDING",41.803201891,-87.72198373
id_000507,train,1,2009,5,8,21,STREET,41.851327229,-87.704017656
id_000512,train,0,2012,2,4,14,STREET,41.680481664,-87.540099953
id_000515,valid,0,2004,9,27,24,STREET,41.713943828,-87.627276275
id_000518,train,1,2006,8,7,22,STREET,42.013126895,-87.674720436
id_000520,valid,0,2005,7,21,3,STREET,41.793469112,-87.652426187
id_000523,train,1,2003,5,25,1,STREET,41.920019567,-87.746197489
id_000531,valid,1,2001,2,6,11,STREET,41.933395357,-87.746817211
id_000533,train,1,2001,10,18,4,STREET,41.707029861,-87.625326722
id_000537,train,1,2004,10,9,5,STREET,41.89001546,-87.63153276
id_000540,valid,1,2009,8,13,20,STREET,41.762862598,-87.663731403
id_000541,train,1,2007,9,4,23,STREET,41.880302933,-87.760474828
id_000549,train,0,2005,9,26,18,SIDEWALK,41.838071309,-87.713398834
id_000553,train,0,2014,7,8,19,SIDEWALK,41.973466276,-87.659790559
id_000556,train,1,2006,5,13,1,SIDEWALK,41.761109412,-87.644308897
id_000557,train,1,2009,6,19,6,STREET,41.881279227,-87.698751738
id_000558,train,0,2015,11,30,15,SIDEWALK,41.86586383,-87.708086073
id_000564,valid,0,2005,11,25,14,SIDEWALK,41.958279089,-87.749883306
id_000567,train,0,2012,11,7,13,STREET,41.907537986,-87.716724153
id_000568,valid,0,2009,5,4,18,SIDEWALK,41.704662765,-87.628209119
id_000572,train,1,2010,8,20,21,STREET,41.780623152,-87.584517301
id_000573,train,1,2007,6,25,19,RESIDENCE,41.891948167,-87.628073894
id_000576,train,1,2007,11,9,7,STREET,41.808611206,-87.664425294
id_000577,valid,0,2007,12,24,17,SIDEWALK,41.791387595,-87.65358866
id_000581,train,0,2001,6,30,21,CHA PARKING LOT/GROUNDS,41.903836143,-87.642511973
id_000583,valid,1,2006,11,23,7,STREET,41.807807972,-87.690527514
id_000587,train,1,2004,6,5,7,STREET,41.880575249,-87.738469028
id_000588,train,1,2007,9,13,19,STREET,41.807196856,-87.740699871
id_000592,train,1,2007,1,17,23,STREET,41.96162834,-87.666467249
id_000594,valid,0,2013,4,26,12,SIDEWALK,41.783991152,-87.702062265
id_000596,valid,1,2009,11,13,7,STREET,41.879595887,-87.73959442
id_000597,train,1,2005,9,10,12,STREET,41.898914865,-87.745898649
id_000598,train,0,2013,10,22,20,SIDEWALK,41.807648267,-87.664948824
id_000603,train,0,2001,4,18,13,SIDEWALK,41.902108324,-87.721562778
id_000604,valid,1,2006,8,9,21,STREET,41.880458354,-87.74830037
id_000607,train,0,2013,6,19,13,STREET,41.863656629,-87.733662478
id_000614,train,0,2010,1,20,11,SIDEWALK,41.768267984,-87.687546273
id_000616,train,0,2006,10,30,13,SIDEWALK,41.874802962,-87.737722107
id_000624,train,0,2010,2,22,20,RESIDENCE,41.742084508,-87.666871364
id_000625,train,0,2014,10,22,22,STREET,41.862830527,-87.717058439
id_000626,valid,0,2001,1,17,14,STREET,41.896321687,-87.712538293
id_000627,train,0,2006,10,18,13,ALLEY,41.909085286,-87.692091435
id_000628,valid,1,2013,5,2,22,SIDEWALK,41.783936786,-87.664329828
id_000632,train,1,2007,12,24,7,STREET,41.909460992,-87.758921035
id_000637,train,1,2013,5,17,22,STREET,41.757327195,-87.644213747
id_000638,train,1,2007,9,16,20,STREET,41.940879384,-87.746921383
id_000644,train,0,2013,5,30,20,STREET,41.905807129,-87.711774146
id_000657,train,0,2015,10,5,10,STREET,41.675303713,-87.621501655
id_000658,train,1,2013,2,14,8,STREET,41.790292019,-87.619112502
id_000659,valid,0,2007,7,9,10,RESIDENCE,41.8784291,-87.758376491
id_000661,train,1,2003,9,25,1,STREET,41.778631447,-87.705550154
id_000670,valid,0,2007,2,21,14,STREET,41.89104827,-87.713742592
id_000674,train,0,2006,8,15,19,ALLEY,41.823636418,-87.631814187
id_000675,train,1,2011,11,22,20,STREET,41.909634033,-87.745396265
id_000682,valid,0,2003,3,21,10,RESIDENCE,41.973737192,-87.668131872
id_000683,train,1,2004,11,5,23,STREET,41.906637392,-87.726420143
id_000688,train,0,2009,3,3,20,STREET,41.779584157,-87.656334767
id_000695,train,1,2007,11,2,23,STREET,41.699874876,-87.623017708
id_000700,train,0,2003,8,25,13,SIDEWALK,41.951902615,-87.649628667
id_000704,valid,0,2003,1,9,8,CHA PARKING LOT/GROUNDS,41.828343176,-87.626497604
id_000707,train,1,2003,1,18,22,STREET,41.936468762,-87.746792726
id_000708,train,0,2014,6,22,18,STREET,41.862983871,-87.703840955
id_000713,train,1,2005,4,11,21,STREET,41.9170253,-87.738141668
id_000714,valid,0,2009,7,28,21,STREET,41.773511111,-87.702139376
id_000715,train,1,2003,1,15,7,STREET,41.782655024,-87.664299154
id_000720,valid,0,2012,2,16,3,STREET,41.797487335,-87.761223957
id_000722,train,1,2005,4,4,13,STREET,41.744358218,-87.643857758
id_000724,valid,1,2017,8,9,19,SIDEWALK,41.867840946,-87.73563897
id_000725,train,1,2010,9,17,22,STREET,41.803051264,-87.743030382
id_000734,train,1,2013,12,14,20,STREET,41.880171918,-87.740606259
id_000739,train,0,2004,6,5,24,VEHICLE NON-COMMERCIAL,41.890047962,-87.756131146
id_000740,train,1,2002,4,25,1,STREET,41.91235932,-87.674188619
id_000743,valid,0,2015,12,14,3,STREET,41.779878545,-87.704262094
id_000745,train,1,2008,7,29,21,STREET,41.881130191,-87.689723392
id_000747,train,0,2012,7,27,24,TAVERN/LIQUOR STORE,41.885700524,-87.735637794
id_000750,valid,1,2012,3,1,9,STREET,41.908533952,-87.726475653
id_000751,train,1,2007,7,11,22,STREET,41.801330504,-87.663932545
id_000754,train,1,2008,10,14,20,STREET,41.919898808,-87.746194922
id_000755,train,0,2011,7,28,24,SIDEWALK,41.858954003,-87.716754268
id_000764,train,1,2004,7,19,21,STREET,41.807789205,-87.730075658
id_000765,train,1,2005,9,16,1,STREET,41.900771451,-87.626827076
id_000766,train,0,2006,8,7,19,PARK PROPERTY,41.691363714,-87.713923451
id_000768,valid,1,2013,3,25,17,SIDEWALK,41.851757681,-87.705951446
id_000770,valid,0,2017,4,14,18,STREET,41.767938196,-87.666328916
id_000773,train,1,2009,4,30,1,STREET,41.9039189,-87.630373993
id_000777,train,1,2008,2,20,21,STREET,41.880276213,-87.740608968
id_000778,valid,1,2002,1,8,3,STREET,41.816133545,-87.619779248
id_000794,train,1,2004,6,11,21,STREET,42.01194304,-87.674526588
id_000795,train,1,2003,10,26,1,STREET,41.869145417,-87.744856892
id_000796,valid,0,2007,8,25,18,ALLEY,41.778374456,-87.673883311
id_000800,train,1,2005,7,24,7,STREET,41.804298482,-87.646047008
id_000807,train,1,2007,5,1,8,STREET,41.880992663,-87.704527184
id_000811,train,1,2009,8,19,19,STREET,41.771681631,-87.664006281
id_000812,train,1,2005,11,15,9,STREET,41.809135012,-87.691787056
id_000820,valid,1,2009,8,26,8,STREET,41.909050676,-87.720427434
id_000822,train,0,2014,5,27,17,ALLEY,41.876192428,-87.724284843
id_000829,train,1,2010,7,21,4,STREET,41.759718779,-87.645804521
id_000830,valid,0,2004,12,6,21,PARKING LOT/GARAGE(NON.RESID.),41.992396228,-87.660341437
id_000834,valid,0,2005,3,29,21,SIDEWALK,41.809478754,-87.673502039
id_000835,train,0,2007,4,29,4,STREET,41.761109412,-87.644308897
id_000837,train,1,2005,10,27,22,STREET,41.917261979,-87.71847869
id_000844,train,0,2013,11,16,23,SIDEWALK,41.940432128,-87.651067063
id_000845,train,1,2010,1,22,23,STREET,41.918984872,-87.746173905
id_000848,valid,0,2004,6,25,21,SIDEWALK,41.877663618,-87.742726126
id_000853,train,1,2012,5,21,3,SIDEWALK,41.909914608,-87.723942347
id_000855,train,1,2005,2,22,20,RESIDENCE,41.841988153,-87.63420105
id_000856,train,0,2013,6,29,20,SIDEWALK,41.858227,-87.706655423
id_000859,train,1,2001,5,25,13,STREET,41.881205,-87.693288304
id_000860,train,1,2002,11,19,21,STREET,41.880567846,-87.739159456
id_000871,train,1,2003,7,1,7,STREET,41.79903812,-87.664719234
id_000873,valid,1,2004,10,20,12,STREET,41.909591067,-87.748805933
id_000875,train,1,2009,9,25,1,ALLEY,41.758781911,-87.644253162
id_000876,train,0,2007,2,17,9,STREET,41.871781022,-87.713763476
id_000877,train,0,2011,4,13,12,SIDEWALK,41.749272879,-87.555275326
id_000879,valid,0,2012,11,13,16,RESIDENCE PORCH/HALLWAY,41.747632189,-87.604725888
id_000887,valid,0,2007,5,15,21,SIDEWALK,41.852059359,-87.732082388
id_000888,valid,0,2003,9,23,16,STREET,41.888861359,-87.750482353
id_000893,train,0,2003,9,2,21,SIDEWALK,41.910715658,-87.710087992
id_000894,train,0,2011,3,17,20,STREET,41.684927504,-87.653586476
id_000900,train,1,2008,3,25,19,SIDEWALK,41.88118121,-87.685132687
id_000902,valid,1,2006,4,28,2,STREET,41.90129588,-87.627765334
id_000907,train,1,2005,2,2,22,STREET,41.807196856,-87.740699871
id_000910,train,1,2009,5,15,6,STREET,41.881056228,-87.698126007
id_000911,train,0,2003,5,3,22,ALLEY,41.735857166,-87.624152861
id_000912,valid,1,2002,9,21,21,STREET,41.851759463,-87.705775245
id_000914,train,1,2012,5,9,20,STREET,41.880943161,-87.740096048
id_000919,valid,0,2001,5,11,20,STREET,41.781831385,-87.660479913
id_000924,train,1,2008,3,14,20,HOTEL/MOTEL,41.898333269,-87.62750777
id_000928,train,1,2003,8,1,21,STREET,41.88104652,-87.699348928
id_000930,train,0,2008,1,7,1,STREET,41.853947709,-87.666045352
id_000936,valid,1,2012,3,17,8,STREET,41.878467384,-87.740537555
id_000938,train,0,2001,12,21,14,STREET,41.89502516,-87.757599589
id_000940,train,0,2009,3,9,1,SIDEWALK,41.774385994,-87.609445656
id_000941,train,1,2007,3,30,7,STREET,41.851849415,-87.699666693
id_000943,train,0,2004,3,12,19,STREET,41.757975459,-87.613870647
id_000944,train,0,2002,1,6,22,STREET,41.883638136,-87.755186303
id_000945,train,1,2001,7,31,23,STREET,41.814887001,-87.619675697
id_000948,valid,1,2001,2,27,4,STREET,41.677073916,-87.620632908
id_000951,train,1,2017,4,18,20,SIDEWALK,41.871222966,-87.743281083
id_000952,train,1,2009,3,7,13,STREET,41.80890316,-87.618139193
id_000953,valid,0,2002,7,1,14,STREET,41.846434616,-87.696622508
id_000956,train,1,2011,5,3,23,STREET,41.879595887,-87.73959442
id_000958,train,0,2007,1,25,8,STREET,41.867101385,-87.723376202
id_000959,train,1,2004,9,6,3,STREET,41.894057142,-87.629196633
id_000962,train,1,2008,12,8,9,STREET,41.799490012,-87.665033607
id_000963,train,1,2011,6,11,8,STREET,41.881068626,-87.696895715
id_000965,train,1,2001,10,23,13,STREET,41.869502981,-87.745015158
id_000966,train,1,2015,8,12,10,SIDEWALK,41.879148115,-87.740567984
id_000973,train,0,2006,12,12,1,STREET,41.764922329,-87.61403863
id_000975,train,1,2001,7,9,2,STREET,41.96730519,-87.659730442
id_000976,train,1,2009,1,7,20,HOTEL/MOTEL,41.890845813,-87.629103359
id_000978,valid,1,2002,8,18,20,STREET,41.959276046,-87.72778129
id_000982,train,0,2006,10,23,11,ALLEY,41.699187787,-87.618429742
id_000984,train,0,2001,7,21,15,STREET,41.898539646,-87.748194135
id_000990,train,1,2011,3,30,15,STREET,41.808097929,-87.705743055
id_000991,train,0,2006,3,11,13,RESIDENCE,41.777423832,-87.648368783
id_000994,train,1,2015,1,21,13,SIDEWALK,41.868610002,-87.743730999
id_000995,train,0,2013,10,20,9,SIDEWALK,41.88361104,-87.707105168
id_000996,valid,1,2004,4,9,7,STREET,41.902578855,-87.745982614
id_001007,train,1,2003,6,9,20,STREET,41.881889427,-87.738937897
id_001018,train,0,2012,9,11,1,SIDEWALK,41.810784565,-87.745688479
id_001020,train,1,2008,12,2,6,STREET,41.792397195,-87.619162474
id_001023,train,1,2009,12,4,22,STREET,41.802138557,-87.743786958
id_001027,train,1,2009,8,16,8,STREET,41.883122702,-87.746087392
id_001031,train,0,2008,6,14,11,SIDEWALK,41.919863513,-87.692384042
id_001036,train,1,2012,9,30,20,HOTEL/MOTEL,41.892559086,-87.623450463
id_001038,train,1,2009,8,27,11,STREET,41.899550668,-87.726211762
id_001040,train,1,2002,3,13,5,STREET,41.910592416,-87.670441113
id_001041,train,0,2013,6,17,18,SIDEWALK,41.8818059,-87.746172894
id_001045,train,0,2001,3,15,24,RESIDENCE,41.897595517,-87.699071406
id_001046,train,0,2012,1,1,16,VACANT LOT/LAND,41.802599768,-87.659947257
id_001047,train,0,2004,12,18,14,RESIDENCE-GARAGE,41.794166623,-87.714606878
id_001048,train,1,2006,3,24,3,STREET,41.88099404,-87.704277465
id_001049,train,0,2007,3,23,20,CHA PARKING LOT/GROUNDS,41.829875745,-87.612570753
id_001051,train,1,2005,3,9,8,STREET,41.775378785,-87.664107154
id_001052,train,0,2001,11,13,24,PARK PROPERTY,41.963897978,-87.64832015
id_001058,train,1,2010,2,16,21,STREET,41.766563171,-87.644448488
id_001070,train,0,2002,8,24,14,STREET,41.802336479,-87.668455285
id_001071,train,0,2008,11,30,12,STREET,41.879660865,-87.701374918
id_001073,valid,1,2010,1,18,10,SIDEWALK,41.936706844,-87.72711644
id_001076,train,1,2014,2,2,6,STREET,41.786340696,-87.697661133
id_001080,train,0,2006,11,21,12,STREET,41.94584483,-87.655424063
id_001081,train,1,2007,12,11,18,STREET,41.880832538,-87.717517099
id_001084,train,1,2004,3,25,19,STREET,41.757601044,-87.663606511
id_001085,valid,0,2006,4,27,13,SIDEWALK,41.899557181,-87.749698209
id_001087,train,1,2003,5,6,20,SIDEWALK,41.88110269,-87.692657715
id_001090,train,0,2004,3,17,22,SIDEWALK,41.974285834,-87.657759302
id_001093,train,1,2001,11,18,6,STREET,41.91027962,-87.651237622
id_001097,train,0,2003,1,30,9,SIDEWALK,41.877550905,-87.756181192
id_001101,valid,1,2001,1,11,10,STREET,41.67618184,-87.620606145
id_001104,train,0,2004,6,15,20,SIDEWALK,41.962701775,-87.653443755
id_001106,valid,0,2005,6,17,11,SIDEWALK,41.758402556,-87.576133289
id_001107,train,1,2003,12,29,1,STREET,41.706953717,-87.622328203
id_001110,train,0,2006,9,13,14,STREET,41.745921579,-87.558855624
id_001111,train,1,2005,1,26,10,STREET,41.807083442,-87.618097079
id_001114,valid,1,2010,2,16,22,STREET,41.746942674,-87.552804287
id_001115,valid,1,2012,7,3,19,STREET,41.880877745,-87.714186035
id_001117,train,1,2008,8,17,23,STREET,41.880539973,-87.741733871
id_001118,valid,0,2001,10,3,9,STREET,41.902423653,-87.717919455
id_001122,valid,1,2005,10,6,23,STREET,41.779210447,-87.681398053
id_001123,train,0,2009,1,30,24,SIDEWALK,41.882295519,-87.761077636
id_001125,valid,1,2004,4,18,18,STREET,41.940154812,-87.746902293
id_001128,train,0,2006,5,3,12,SIDEWALK,41.927855714,-87.766124092
id_001130,train,1,2010,1,5,8,STREET,41.750653093,-87.64330666
id_001134,train,0,2010,5,7,11,GAS STATION,41.785709457,-87.722952947
id_001136,train,0,2002,7,2,19,ALLEY,41.853785294,-87.623839008
id_001140,train,0,2014,11,22,21,ALLEY,41.694888689,-87.627960718
id_001141,train,0,2014,10,18,23,PARKING LOT/GARAGE(NON.RESID.),41.994758989,-87.7144777
