obs_id,train_id,class,class_name
id_002652,train,1,i
id_002660,test,NA,NA
id_002665,test,NA,NA
id_002669,train,1,i
id_002676,train,0,g
id_002694,valid,1,i
id_002697,train,3,l
id_002698,train,1,i
id_002706,train,2,k
id_002710,test,NA,NA
id_002712,train,0,g
id_002720,valid,0,g
id_002724,valid,3,l
id_002731,train,0,g
id_002736,train,0,g
id_002737,test,NA,NA
id_002739,train,1,i
id_002755,test,NA,NA
id_002756,valid,1,i
id_002759,train,3,l
id_002761,valid,0,g
id_002762,valid,2,k
id_002764,train,2,k
id_002765,train,0,g
id_002773,train,0,g
id_002779,train,2,k
id_002782,train,1,i
id_002783,train,1,i
id_002789,train,3,l
id_002790,train,1,i
id_002800,valid,3,l
id_002813,train,4,q
id_002818,train,2,k
id_002819,test,NA,NA
id_002826,valid,5,r
id_002830,train,1,i
id_002831,valid,3,l
id_002840,valid,5,r
id_002842,valid,3,l
id_002844,test,NA,NA
id_002848,train,5,r
id_002850,train,5,r
id_002851,train,2,k
id_002868,test,NA,NA
id_002874,train,2,k
id_002875,test,NA,NA
id_002876,train,2,k
id_002887,train,5,r
id_002890,valid,2,k
id_002894,valid,2,k
id_002899,test,NA,NA
id_002901,test,NA,NA
id_002904,train,3,l
id_002908,test,NA,NA
id_002925,train,5,r
id_002934,train,2,k
id_002936,train,3,l
id_002937,valid,2,k
id_002940,valid,5,r
id_002952,train,4,q
id_002955,valid,2,k
id_002958,train,1,i
id_002963,train,1,i
id_002971,train,5,r
id_002979,train,5,r
id_002980,test,NA,NA
id_002981,train,4,q
id_002983,train,1,i
id_002985,valid,1,i
id_002993,test,NA,NA
id_002996,train,0,g
id_002998,train,0,g
id_003004,train,2,k
id_003009,train,5,r
id_003011,train,2,k
id_003016,train,5,r
id_003017,valid,3,l
id_003023,test,NA,NA
id_003031,test,NA,NA
id_003033,train,2,k
id_003034,test,NA,NA
id_003037,train,3,l
id_003040,valid,1,i
id_003043,test,NA,NA
id_003048,train,0,g
id_003051,train,1,i
id_003054,train,0,g
id_003055,train,2,k
id_003056,train,3,l
id_003057,train,1,i
id_003066,train,1,i
id_003073,test,NA,NA
id_003082,test,NA,NA
id_003083,train,3,l
id_003086,valid,5,r
id_003092,train,5,r
id_003099,test,NA,NA
id_003111,train,5,r
id_003119,valid,1,i
id_003125,valid,2,k
id_003135,train,4,q
id_003145,valid,4,q
id_003150,valid,3,l
id_003152,train,3,l
id_003155,valid,5,r
id_003157,train,2,k
id_003159,valid,4,q
id_003164,train,4,q
id_003168,valid,3,l
id_003177,train,4,q
id_003181,valid,0,g
id_003186,test,NA,NA
id_003198,test,NA,NA
id_003200,train,0,g
id_003201,train,4,q
id_003207,train,4,q
id_003209,train,2,k
id_003210,train,4,q
id_003214,test,NA,NA
id_003219,test,NA,NA
id_003220,train,5,r
id_003225,train,5,r
id_003228,valid,4,q
id_003229,test,NA,NA
id_003233,train,1,i
id_003237,test,NA,NA
id_003242,valid,4,q
id_003249,test,NA,NA
id_003256,train,2,k
id_003261,valid,2,k
id_003271,train,5,r
id_003275,valid,2,k
id_003280,test,NA,NA
id_003288,valid,5,r
id_003293,train,5,r
id_003299,test,NA,NA
id_003302,test,NA,NA
id_003305,test,NA,NA
id_003323,train,2,k
id_003330,train,1,i
id_003332,train,5,r
id_003334,valid,1,i
id_003342,valid,1,i
id_003344,train,3,l
id_003361,train,3,l
id_003364,valid,5,r
id_003365,valid,5,r
id_003366,valid,4,q
id_003384,train,1,i
id_003388,train,3,l
id_003391,test,NA,NA
id_003404,test,NA,NA
id_003408,valid,0,g
id_003415,test,NA,NA
id_003418,test,NA,NA
id_003423,valid,0,g
id_003424,train,2,k
id_003431,valid,0,g
id_003434,train,4,q
id_003439,train,1,i
id_003440,valid,1,i
id_003446,train,3,l
id_003449,train,1,i
id_003450,test,NA,NA
id_003463,valid,1,i
id_003468,test,NA,NA
id_003489,train,5,r
id_003508,test,NA,NA
id_003515,test,NA,NA
id_003516,train,0,g
id_003522,train,1,i
id_003531,train,2,k
id_003534,test,NA,NA
id_003551,train,0,g
id_003553,test,NA,NA
id_003559,train,0,g
id_003566,test,NA,NA
id_003570,test,NA,NA
id_003571,test,NA,NA
id_003572,train,2,k
id_003573,train,0,g
id_003579,test,NA,NA
id_003582,test,NA,NA
id_003588,train,1,i
id_003594,train,3,l
id_003600,train,2,k
id_003605,train,3,l
id_003619,train,4,q
id_003623,test,NA,NA
id_003634,train,2,k
id_003638,train,3,l
id_003639,valid,1,i
id_003651,test,NA,NA
id_003657,train,3,l
id_003663,valid,0,g
id_003669,train,0,g
id_003670,train,1,i
id_003675,valid,1,i
id_003677,valid,4,q
id_003698,train,1,i
id_003699,train,5,r
id_003701,train,1,i
id_003702,valid,2,k
id_003714,valid,0,g
id_003721,test,NA,NA
id_003726,train,1,i
id_003729,test,NA,NA
id_003735,train,2,k
id_003737,test,NA,NA
id_003739,valid,2,k
id_003741,train,1,i
id_003743,valid,1,i
id_003747,train,2,k
id_003750,test,NA,NA
id_003752,train,2,k
id_003754,train,3,l
id_003757,train,1,i
id_003760,test,NA,NA
id_003763,train,0,g
id_003786,train,2,k
id_003793,valid,3,l
id_003796,test,NA,NA
id_003812,train,5,r
id_003834,train,4,q
id_003835,train,3,l
id_003838,test,NA,NA
id_003839,valid,2,k
id_003842,train,1,i
id_003846,test,NA,NA
id_003849,train,3,l
id_003850,valid,4,q
id_003856,train,4,q
id_003868,train,2,k
id_003872,valid,0,g
id_003874,valid,1,i
id_003876,train,0,g
id_003881,test,NA,NA
id_003882,train,3,l
id_003883,train,4,q
id_003887,test,NA,NA
id_003891,train,1,i
id_003892,train,3,l
id_003894,train,0,g
id_003897,train,4,q
id_003900,test,NA,NA
id_003901,train,0,g
id_003903,train,2,k
id_003904,valid,0,g
id_003923,train,4,q
id_003936,test,NA,NA
id_003943,valid,0,g
id_003944,train,1,i
id_003945,train,5,r
id_003949,train,0,g
id_003957,train,5,r
id_003959,train,2,k
id_003970,train,3,l
id_003973,test,NA,NA
id_003974,valid,2,k
id_003981,valid,5,r
id_003985,test,NA,NA
id_003986,test,NA,NA
id_003987,valid,1,i
id_004000,valid,4,q
id_004007,train,5,r
id_004008,valid,5,r
id_004010,train,0,g
id_004012,test,NA,NA
id_004019,train,2,k
id_004025,valid,4,q
id_004033,valid,0,g
id_004038,valid,2,k
id_004044,valid,2,k
id_004051,test,NA,NA
id_004053,test,NA,NA
id_004067,train,3,l
id_004076,test,NA,NA
id_004077,test,NA,NA
id_004082,train,2,k
id_004084,train,2,k
id_004085,valid,0,g
id_004088,test,NA,NA
id_004090,train,0,g
id_004098,train,4,q
id_004100,train,5,r
id_004104,test,NA,NA
id_004105,train,0,g
id_004108,train,0,g
id_004110,train,3,l
id_004111,train,2,k
id_004116,valid,4,q
id_004124,train,2,k
id_004125,test,NA,NA
id_004127,train,1,i
id_004130,train,4,q
id_004135,train,5,r
id_004136,valid,0,g
id_004137,valid,2,k
id_004143,train,1,i
id_004145,valid,1,i
id_004148,test,NA,NA
id_004149,test,NA,NA
id_004150,train,1,i
id_004152,test,NA,NA
id_004153,train,3,l
id_004154,test,NA,NA
id_004157,test,NA,NA
id_004160,train,4,q
id_004161,train,2,k
id_004164,test,NA,NA
id_004169,train,5,r
id_004173,valid,3,l
id_004176,train,1,i
id_004177,test,NA,NA
id_004179,test,NA,NA
id_004188,train,2,k
id_004191,test,NA,NA
id_004194,train,0,g
id_004196,train,0,g
id_004211,test,NA,NA
id_004215,valid,2,k
id_004218,valid,0,g
id_004227,valid,5,r
id_004232,test,NA,NA
id_004237,train,0,g
id_004238,train,1,i
id_004241,valid,0,g
id_004247,test,NA,NA
id_004250,test,NA,NA
id_004253,train,1,i
id_004254,train,0,g
id_004258,train,2,k
id_004261,train,2,k
id_004264,test,NA,NA
id_004267,valid,1,i
id_004271,valid,3,l
id_004278,train,3,l
id_004281,valid,0,g
id_004282,valid,0,g
id_004295,valid,5,r
id_004296,train,1,i
id_004299,train,3,l
id_004302,train,0,g
id_004304,train,4,q
id_004305,train,2,k
id_004310,test,NA,NA
id_004323,valid,1,i
id_004324,test,NA,NA
id_004325,valid,2,k
id_004338,train,0,g
id_004348,valid,0,g
id_004351,train,4,q
id_004356,valid,5,r
id_004357,test,NA,NA
id_004359,valid,1,i
id_004360,train,1,i
id_004361,train,1,i
id_004362,valid,0,g
id_004369,train,4,q
id_004379,train,0,g
id_004380,test,NA,NA
id_004385,train,2,k
id_004388,test,NA,NA
id_004390,train,2,k
id_004395,test,NA,NA
id_004396,test,NA,NA
id_004400,train,0,g
id_004410,valid,1,i
id_004413,train,2,k
id_004415,test,NA,NA
id_004419,test,NA,NA
id_004423,valid,0,g
id_004426,valid,0,g
id_004427,train,2,k
id_004428,valid,5,r
id_004436,train,0,g
id_004443,test,NA,NA
id_004450,valid,4,q
id_004451,train,1,i
id_004457,train,3,l
id_004471,train,2,k
id_004474,valid,2,k
id_004476,test,NA,NA
id_004479,train,4,q
id_004480,train,1,i
id_004481,test,NA,NA
id_004486,valid,4,q
id_004487,test,NA,NA
id_004492,train,5,r
id_004495,valid,1,i
id_004500,train,2,k
id_004505,valid,0,g
id_004506,train,5,r
id_004507,test,NA,NA
id_004511,valid,1,i
id_004513,valid,1,i
id_004520,test,NA,NA
id_004528,valid,1,i
id_004533,test,NA,NA
id_004535,valid,2,k
id_004540,test,NA,NA
id_004543,test,NA,NA
id_004548,train,0,g
id_004551,train,3,l
id_004552,train,1,i
id_004554,train,2,k
id_004557,train,4,q
id_004558,train,0,g
id_004564,train,2,k
id_004567,train,4,q
id_004569,train,3,l
id_004579,valid,1,i
id_004584,test,NA,NA
id_004589,valid,2,k
id_004591,train,5,r
id_004596,test,NA,NA
id_004600,test,NA,NA
id_004605,train,0,g
id_004606,train,5,r
id_004608,train,4,q
id_004609,test,NA,NA
id_004615,train,3,l
id_004629,test,NA,NA
id_004640,test,NA,NA
id_004642,valid,2,k
id_004644,test,NA,NA
id_004649,test,NA,NA
id_004650,train,1,i
id_004656,train,4,q
id_004661,train,5,r
id_004662,valid,4,q
id_004664,train,3,l
id_004667,train,5,r
id_004674,test,NA,NA
id_004684,valid,0,g
id_004694,train,0,g
id_004707,test,NA,NA
id_004712,valid,3,l
id_004714,valid,1,i
id_004722,test,NA,NA
id_004723,test,NA,NA
id_004729,train,0,g
id_004738,valid,3,l
id_004747,train,4,q
id_004751,valid,5,r
id_004753,test,NA,NA
id_004761,valid,3,l
id_004766,test,NA,NA
id_004767,test,NA,NA
id_004770,train,5,r
id_004771,train,5,r
id_004774,valid,1,i
id_004782,valid,5,r
id_004785,train,4,q
id_004786,train,2,k
id_004796,train,4,q
id_004798,valid,1,i
id_004799,test,NA,NA
id_004801,train,1,i
id_004809,test,NA,NA
id_004815,test,NA,NA
id_004821,train,2,k
id_004827,train,2,k
id_004832,test,NA,NA
id_004834,train,5,r
id_004838,test,NA,NA
id_004842,train,0,g
id_004843,train,5,r
id_004846,train,0,g
id_004849,valid,0,g
id_004854,test,NA,NA
id_004856,valid,3,l
id_004857,test,NA,NA
id_004858,train,1,i
id_004870,test,NA,NA
id_004871,train,4,q
id_004873,train,2,k
id_004875,train,3,l
id_004883,valid,5,r
id_004900,train,2,k
id_004904,valid,0,g
id_004905,train,1,i
id_004910,train,4,q
id_004927,test,NA,NA
id_004935,train,3,l
id_004940,train,3,l
id_004941,test,NA,NA
id_004951,train,5,r
id_004952,valid,3,l
id_004964,train,2,k
id_004968,test,NA,NA
id_004972,train,1,i
id_004975,train,5,r
id_004984,valid,0,g
id_004985,train,2,k
id_004991,test,NA,NA
id_004996,valid,3,l
id_004998,test,NA,NA
id_005002,train,1,i
id_005003,valid,0,g
id_005006,train,1,i
id_005009,train,0,g
id_005012,train,1,i
id_005021,train,0,g
id_005023,test,NA,NA
id_005039,train,2,k
id_005042,train,4,q
id_005043,train,0,g
id_005046,train,3,l
id_005050,test,NA,NA
id_005052,train,1,i
id_005056,valid,5,r
id_005057,train,0,g
id_005058,train,1,i
id_005059,valid,5,r
id_005061,train,2,k
id_005063,valid,0,g
id_005068,valid,3,l
id_005070,train,1,i
id_005071,train,2,k
id_005072,test,NA,NA
id_005079,train,5,r
id_005089,train,5,r
id_005090,train,5,r
id_005094,train,3,l
id_005096,valid,3,l
id_005098,train,2,k
id_005103,train,2,k
id_005106,valid,4,q
id_005107,train,5,r
id_005110,valid,0,g
id_005114,train,5,r
id_005115,test,NA,NA
id_005116,valid,1,i
id_005119,valid,3,l
id_005132,valid,0,g
id_005136,train,2,k
id_005139,train,1,i
id_005141,test,NA,NA
id_005143,valid,1,i
id_005145,test,NA,NA
id_005147,train,2,k
id_005148,valid,3,l
id_005149,test,NA,NA
id_005151,test,NA,NA
id_005152,test,NA,NA
id_005157,train,5,r
id_005162,valid,3,l
id_005175,train,3,l
id_005177,test,NA,NA
id_005187,train,2,k
id_005193,valid,5,r
id_005204,test,NA,NA
id_005215,train,1,i
id_005219,train,0,g
id_005221,train,3,l
id_005223,valid,1,i
id_005231,valid,5,r
id_005232,valid,5,r
id_005237,valid,2,k
id_005241,test,NA,NA
id_005248,train,1,i
id_005252,train,2,k
id_005255,train,4,q
id_005261,train,3,l
id_005264,train,0,g
id_005272,train,2,k
id_005274,test,NA,NA
id_005275,train,1,i
id_005276,train,2,k
id_005277,test,NA,NA
id_005279,valid,3,l
id_005282,train,3,l
id_005286,test,NA,NA
id_005288,valid,1,i
id_005306,test,NA,NA
id_005316,train,4,q
id_005321,test,NA,NA
