obs_id,train_id,class,class_name
id_000390,test,NA,NA
id_002692,train,1,dog
id_001661,train,0,cat
id_002613,train,1,dog
id_000079,valid,0,cat
id_002057,train,1,dog
id_001174,valid,0,cat
id_003813,train,1,dog
id_000522,train,0,cat
id_000695,test,NA,NA
id_000943,train,0,cat
id_000608,train,0,cat
id_000578,train,0,cat
id_002619,valid,1,dog
id_002266,train,1,dog
id_002395,test,NA,NA
id_003861,train,1,dog
id_000001,train,0,cat
id_000987,train,0,cat
id_002164,valid,1,dog
id_003675,test,NA,NA
id_001540,test,NA,NA
id_002960,test,NA,NA
id_002645,test,NA,NA
id_001563,train,0,cat
id_000768,train,0,cat
id_003075,test,NA,NA
id_000791,train,0,cat
id_003454,valid,1,dog
id_000417,train,0,cat
id_001150,test,NA,NA
id_002803,train,1,dog
id_003111,train,1,dog
id_003243,train,1,dog
id_003093,train,1,dog
id_003511,train,1,dog
id_001131,train,0,cat
id_001491,train,0,cat
id_003150,test,NA,NA
id_000884,valid,0,cat
id_003726,train,1,dog
id_003793,train,1,dog
id_000731,train,0,cat
id_001949,valid,0,cat
id_003289,valid,1,dog
id_001006,train,0,cat
id_003284,valid,1,dog
id_003480,test,NA,NA
id_002980,test,NA,NA
id_002341,train,1,dog
id_002088,train,1,dog
id_003146,train,1,dog
id_000299,valid,0,cat
id_000763,train,0,cat
id_001636,train,0,cat
id_002893,train,1,dog
id_001413,train,0,cat
id_002256,train,1,dog
id_002772,train,1,dog
id_002230,test,NA,NA
id_003333,train,1,dog
id_002519,valid,1,dog
id_000326,train,0,cat
id_001543,train,0,cat
id_003505,test,NA,NA
id_001369,valid,0,cat
id_000144,valid,0,cat
id_000813,train,0,cat
id_001525,test,NA,NA
id_001706,train,0,cat
id_001885,test,NA,NA
id_003730,test,NA,NA
id_001261,train,0,cat
id_002765,test,NA,NA
id_003856,train,1,dog
id_003348,train,1,dog
id_003506,train,1,dog
id_002236,train,1,dog
id_002868,train,1,dog
id_003358,train,1,dog
id_002509,valid,1,dog
id_000429,valid,0,cat
id_003059,valid,1,dog
id_001917,train,0,cat
id_000901,train,0,cat
id_002153,train,1,dog
id_000539,valid,0,cat
id_003503,train,1,dog
id_000895,test,NA,NA
id_002660,test,NA,NA
id_002571,train,1,dog
id_003371,train,1,dog
id_002860,test,NA,NA
id_003199,valid,1,dog
id_000744,valid,0,cat
id_001557,train,0,cat
id_003710,test,NA,NA
id_003935,test,NA,NA
id_000030,test,NA,NA
id_001352,train,0,cat
id_003005,test,NA,NA
id_003193,train,1,dog
id_000349,valid,0,cat
id_002489,valid,1,dog
id_002626,train,1,dog
id_000477,train,0,cat
id_002792,train,1,dog
id_001716,train,0,cat
id_001902,train,0,cat
id_001388,train,0,cat
id_003683,train,1,dog
id_001296,train,0,cat
id_000724,valid,0,cat
id_001141,train,0,cat
id_001399,valid,0,cat
id_000836,train,0,cat
id_003429,valid,1,dog
id_003663,train,1,dog
id_003034,valid,1,dog
id_002681,train,1,dog
id_001619,valid,0,cat
id_000370,test,NA,NA
id_002798,train,1,dog
id_001271,train,0,cat
id_002483,train,1,dog
id_003332,train,1,dog
id_002636,train,1,dog
id_001530,test,NA,NA
id_000064,valid,0,cat
id_000515,test,NA,NA
id_003799,valid,1,dog
id_002734,valid,1,dog
id_002998,train,1,dog
id_000281,train,0,cat
id_000606,train,0,cat
id_002488,train,1,dog
id_003662,train,1,dog
id_000860,test,NA,NA
id_001347,train,0,cat
id_001305,test,NA,NA
id_001821,train,0,cat
id_002620,test,NA,NA
id_001965,test,NA,NA
id_001402,train,0,cat
id_000072,train,0,cat
id_000255,test,NA,NA
id_000556,train,0,cat
id_001631,train,0,cat
id_000338,train,0,cat
id_000053,train,0,cat
id_003628,train,1,dog
id_000983,train,0,cat
id_003202,train,1,dog
id_000668,train,0,cat
id_003114,valid,1,dog
id_003117,train,1,dog
id_000021,train,0,cat
id_001302,train,0,cat
id_001759,valid,0,cat
id_002007,train,1,dog
id_000122,train,0,cat
id_000558,train,0,cat
id_000277,train,0,cat
id_002189,valid,1,dog
id_003232,train,1,dog
id_000094,valid,0,cat
id_000898,train,0,cat
id_002211,train,1,dog
id_000924,valid,0,cat
id_000330,test,NA,NA
id_001439,valid,0,cat
id_001560,test,NA,NA
id_000134,valid,0,cat
id_000677,train,0,cat
id_000908,train,0,cat
id_003231,train,1,dog
id_000995,test,NA,NA
id_001504,valid,0,cat
id_003076,train,1,dog
id_002085,test,NA,NA
id_001538,train,0,cat
id_000749,valid,0,cat
id_002755,test,NA,NA
id_003224,valid,1,dog
id_003990,test,NA,NA
id_000914,valid,0,cat
id_002101,train,1,dog
id_003934,valid,1,dog
id_001444,valid,0,cat
id_001094,valid,0,cat
id_000236,train,0,cat
id_000892,train,0,cat
id_001480,test,NA,NA
id_003605,test,NA,NA
id_001552,train,0,cat
id_001449,valid,0,cat
id_000874,valid,0,cat
id_002725,test,NA,NA
id_001109,valid,0,cat
id_001465,test,NA,NA
id_001929,valid,0,cat
id_003623,train,1,dog
id_001622,train,0,cat
id_001466,train,0,cat
id_001912,train,0,cat
id_003504,valid,1,dog
id_002793,train,1,dog
id_000132,train,0,cat
id_003573,train,1,dog
id_000152,train,0,cat
id_003584,valid,1,dog
id_003288,train,1,dog
id_000945,test,NA,NA
id_001082,train,0,cat
id_000819,valid,0,cat
id_003538,train,1,dog
id_000217,train,0,cat
id_003489,valid,1,dog
id_003808,train,1,dog
id_001284,valid,0,cat
id_000114,valid,0,cat
id_001512,train,0,cat
id_000078,train,0,cat
id_000140,test,NA,NA
id_002253,train,1,dog
id_002473,train,1,dog
id_002255,test,NA,NA
id_001015,test,NA,NA
id_000752,train,0,cat
id_002410,test,NA,NA
id_000402,train,0,cat
id_000674,valid,0,cat
id_003322,train,1,dog
id_000019,valid,0,cat
id_002248,train,1,dog
id_001027,train,0,cat
id_000253,train,0,cat
id_003174,valid,1,dog
id_002771,train,1,dog
id_002835,test,NA,NA
id_002897,train,1,dog
id_003881,train,1,dog
id_001736,train,0,cat
id_002239,valid,1,dog
id_003659,valid,1,dog
id_002472,train,1,dog
id_000224,valid,0,cat
id_002365,test,NA,NA
id_001950,test,NA,NA
id_002373,train,1,dog
id_003110,test,NA,NA
id_003949,valid,1,dog
id_003517,train,1,dog
id_000195,test,NA,NA
id_002859,valid,1,dog
id_000646,train,0,cat
id_002334,valid,1,dog
id_000214,valid,0,cat
id_001467,train,0,cat
id_000388,train,0,cat
id_003324,valid,1,dog
id_002300,test,NA,NA
id_001651,train,0,cat
id_000814,valid,0,cat
id_001952,train,0,cat
id_000325,test,NA,NA
id_001600,test,NA,NA
id_001946,train,0,cat
id_003670,test,NA,NA
id_002841,train,1,dog
id_003428,train,1,dog
id_001905,test,NA,NA
id_000912,train,0,cat
id_001797,train,0,cat
id_000812,train,0,cat
id_003498,train,1,dog
id_001809,valid,0,cat
id_001292,train,0,cat
id_003255,test,NA,NA
id_003285,test,NA,NA
id_003565,test,NA,NA
id_003025,test,NA,NA
id_000626,train,0,cat
id_000201,train,0,cat
id_000039,valid,0,cat
id_002215,test,NA,NA
id_000514,valid,0,cat
id_001428,train,0,cat
id_003306,train,1,dog
id_001406,train,0,cat
id_003171,train,1,dog
id_001549,valid,0,cat
id_001654,valid,0,cat
id_003010,test,NA,NA
id_003704,valid,1,dog
id_000263,train,0,cat
id_002817,train,1,dog
id_001028,train,0,cat
id_002540,test,NA,NA
id_001994,valid,0,cat
id_001680,test,NA,NA
id_000104,valid,0,cat
id_003352,train,1,dog
id_000953,train,0,cat
id_000655,test,NA,NA
id_003686,train,1,dog
id_001377,train,0,cat
id_001368,train,0,cat
id_002691,train,1,dog
id_001624,valid,0,cat
id_002155,test,NA,NA
id_000051,train,0,cat
id_002231,train,1,dog
id_003673,train,1,dog
id_003449,valid,1,dog
id_002981,train,1,dog
id_001621,train,0,cat
id_002378,train,1,dog
id_003290,test,NA,NA
id_000581,train,0,cat
id_000554,valid,0,cat
id_000004,valid,0,cat
id_001671,train,0,cat
id_002700,test,NA,NA
id_003234,valid,1,dog
id_001280,test,NA,NA
id_001665,test,NA,NA
id_000413,train,0,cat
id_000340,test,NA,NA
id_002671,train,1,dog
id_002194,valid,1,dog
id_003045,test,NA,NA
id_002413,train,1,dog
id_000159,valid,0,cat
id_002461,train,1,dog
id_001440,test,NA,NA
id_000379,valid,0,cat
id_003123,train,1,dog
id_003778,train,1,dog
id_000222,train,0,cat
id_002011,train,1,dog
id_000034,valid,0,cat
id_003011,train,1,dog
id_000738,train,0,cat
id_003890,test,NA,NA
id_001119,valid,0,cat
id_001269,valid,0,cat
id_003575,test,NA,NA
id_003891,train,1,dog
id_003448,train,1,dog
id_002173,train,1,dog
id_001147,train,0,cat
id_003523,train,1,dog
id_002852,train,1,dog
id_001237,train,0,cat
id_000988,train,0,cat
id_003874,valid,1,dog
id_002070,test,NA,NA
id_003998,train,1,dog
id_000817,train,0,cat
id_000758,train,0,cat
id_000365,test,NA,NA
id_003054,valid,1,dog
id_002789,valid,1,dog
id_002924,valid,1,dog
id_003483,train,1,dog
id_001578,train,0,cat
id_002487,train,1,dog
id_003887,train,1,dog
id_001392,train,0,cat
id_003743,train,1,dog
id_003579,valid,1,dog
id_002532,train,1,dog
id_001647,train,0,cat
id_002963,train,1,dog
id_000049,valid,0,cat
id_002149,valid,1,dog
id_002324,valid,1,dog
id_000339,valid,0,cat
id_002292,train,1,dog
id_001966,train,0,cat
id_001379,valid,0,cat
id_000576,train,0,cat
id_000350,test,NA,NA
id_003097,train,1,dog
id_000243,train,0,cat
id_003745,test,NA,NA
id_000166,train,0,cat
id_003695,test,NA,NA
id_002560,test,NA,NA
id_003446,train,1,dog
id_001849,valid,0,cat
id_003465,test,NA,NA
id_003995,test,NA,NA
id_003932,train,1,dog
id_001485,test,NA,NA
id_001425,test,NA,NA
id_002515,test,NA,NA
id_003421,train,1,dog
id_001601,train,0,cat
id_001724,valid,0,cat
id_000163,train,0,cat
id_001656,train,0,cat
id_002035,test,NA,NA
id_001063,train,0,cat
id_003578,train,1,dog
id_000041,train,0,cat
id_000500,test,NA,NA
id_003643,train,1,dog
id_003487,train,1,dog
id_000356,train,0,cat
id_001224,valid,0,cat
id_003708,train,1,dog
id_003007,train,1,dog
id_002052,train,1,dog
id_001523,train,0,cat
id_002163,train,1,dog
id_003722,train,1,dog
id_003529,valid,1,dog
id_000145,test,NA,NA
id_000029,valid,0,cat
id_003098,train,1,dog
id_003201,train,1,dog
id_002598,train,1,dog
id_001896,train,0,cat
id_003843,train,1,dog
id_001748,train,0,cat
id_000856,train,0,cat
id_003929,valid,1,dog
id_001164,valid,0,cat
id_000202,train,0,cat
id_001050,test,NA,NA
id_001979,valid,0,cat
id_000857,train,0,cat
id_002582,train,1,dog
id_002906,train,1,dog
id_002561,train,1,dog
id_003292,train,1,dog
id_000792,train,0,cat
id_003878,train,1,dog
id_001615,test,NA,NA
id_002900,test,NA,NA
id_002956,train,1,dog
id_003334,valid,1,dog
id_000991,train,0,cat
id_002732,train,1,dog
id_001763,train,0,cat
id_001020,test,NA,NA
id_002735,test,NA,NA
id_003043,train,1,dog
id_001042,train,0,cat
id_002219,valid,1,dog
id_000657,train,0,cat
id_001059,valid,0,cat
id_002311,train,1,dog
id_003832,train,1,dog
id_002490,test,NA,NA
id_000385,test,NA,NA
id_003540,test,NA,NA
id_001419,valid,0,cat
id_000460,test,NA,NA
id_000489,valid,0,cat
id_001861,train,0,cat
id_001241,train,0,cat
id_001663,train,0,cat
id_002495,test,NA,NA
id_003590,test,NA,NA
id_003676,train,1,dog
id_003669,valid,1,dog
id_002968,train,1,dog
id_001430,test,NA,NA
id_003407,train,1,dog
id_002339,valid,1,dog
id_002661,train,1,dog
id_000425,test,NA,NA
id_001947,train,0,cat
id_003735,test,NA,NA
id_003109,valid,1,dog
id_001709,valid,0,cat
id_000567,train,0,cat
id_003245,test,NA,NA
id_002812,train,1,dog
id_001488,train,0,cat
id_002995,test,NA,NA
id_002788,train,1,dog
id_000839,valid,0,cat
id_001382,train,0,cat
id_000054,valid,0,cat
id_001243,train,0,cat
id_001061,train,0,cat
id_000750,test,NA,NA
id_003375,test,NA,NA
id_001577,train,0,cat
id_000273,train,0,cat
id_002940,test,NA,NA
id_000842,train,0,cat
id_002299,valid,1,dog
id_000219,valid,0,cat
id_003274,valid,1,dog
id_000206,train,0,cat
id_001220,test,NA,NA
id_003331,train,1,dog
id_002028,train,1,dog
id_000688,train,0,cat
id_003853,train,1,dog
id_001738,train,0,cat
id_002273,train,1,dog
id_002076,train,1,dog
id_003252,train,1,dog
id_001517,train,0,cat
id_002460,test,NA,NA
id_001596,train,0,cat
id_001780,test,NA,NA
id_001125,test,NA,NA
id_003542,train,1,dog
id_001969,valid,0,cat
id_001396,train,0,cat
id_000058,train,0,cat
id_002037,train,1,dog
id_000346,train,0,cat
id_001088,train,0,cat
id_000808,train,0,cat
id_000800,test,NA,NA
id_000867,train,0,cat
id_003286,train,1,dog
id_001338,train,0,cat
id_001367,train,0,cat
id_001721,train,0,cat
id_002987,train,1,dog
id_003105,test,NA,NA
id_002131,train,1,dog
id_001013,train,0,cat
id_000712,train,0,cat
id_000662,train,0,cat
id_000012,train,0,cat
id_000755,test,NA,NA
id_002107,train,1,dog
id_002204,valid,1,dog
id_001967,train,0,cat
id_000032,train,0,cat
id_002728,train,1,dog
id_001178,train,0,cat
id_003553,train,1,dog
id_002851,train,1,dog
id_002536,train,1,dog
id_001490,test,NA,NA
id_000291,train,0,cat
id_002356,train,1,dog
id_002523,train,1,dog
id_002110,test,NA,NA
id_000242,train,0,cat
id_000664,valid,0,cat
id_000069,valid,0,cat
id_003612,train,1,dog
id_002071,train,1,dog
id_000121,train,0,cat
id_000394,valid,0,cat
id_000337,train,0,cat
id_003258,train,1,dog
id_003125,test,NA,NA
id_003038,train,1,dog
id_001400,test,NA,NA
id_000829,valid,0,cat
id_003925,test,NA,NA
id_000628,train,0,cat
id_000135,test,NA,NA
id_002371,train,1,dog
id_000398,train,0,cat
id_002887,train,1,dog
id_002842,train,1,dog
id_003567,train,1,dog
id_003847,train,1,dog
id_002947,train,1,dog
id_001067,train,0,cat
id_001993,train,0,cat
id_001828,train,0,cat
id_003079,valid,1,dog
id_001710,test,NA,NA
id_002233,train,1,dog
id_003514,valid,1,dog
id_003603,train,1,dog
id_002170,test,NA,NA
id_002589,valid,1,dog
id_000530,test,NA,NA
id_000426,train,0,cat
id_003614,valid,1,dog
id_000074,valid,0,cat
id_000579,valid,0,cat
id_002774,valid,1,dog
id_003134,valid,1,dog
id_003559,valid,1,dog
id_002320,test,NA,NA
id_002458,train,1,dog
id_002441,train,1,dog
id_002103,train,1,dog
id_001049,valid,0,cat
id_003985,test,NA,NA
id_001777,train,0,cat
id_001270,test,NA,NA
id_001492,train,0,cat
id_001887,train,0,cat
id_000133,train,0,cat
id_000259,valid,0,cat
id_003067,train,1,dog
id_002829,valid,1,dog
id_000971,train,0,cat
id_003576,train,1,dog
id_002830,test,NA,NA
id_003884,valid,1,dog
id_003895,test,NA,NA
id_001154,valid,0,cat
id_002518,train,1,dog
id_000660,test,NA,NA
id_001838,train,0,cat
id_002408,train,1,dog
id_003077,train,1,dog
id_001303,train,0,cat
id_000207,train,0,cat
id_000472,train,0,cat
id_000344,valid,0,cat
id_000252,train,0,cat
id_003741,train,1,dog
id_001074,valid,0,cat
id_002843,train,1,dog
id_003366,train,1,dog
id_002481,train,1,dog
id_000802,train,0,cat
id_003588,train,1,dog
id_000957,train,0,cat
id_003398,train,1,dog
id_002822,train,1,dog
id_003880,test,NA,NA
id_001734,valid,0,cat
id_000304,valid,0,cat
id_000155,test,NA,NA
id_000605,test,NA,NA
id_001151,train,0,cat
id_002633,train,1,dog
id_000490,test,NA,NA
id_002565,test,NA,NA
id_003364,valid,1,dog
id_000647,train,0,cat
id_000825,test,NA,NA
id_003581,train,1,dog
id_002854,valid,1,dog
id_001394,valid,0,cat
id_002086,train,1,dog
id_003707,train,1,dog
id_002696,train,1,dog
id_003063,train,1,dog
id_002475,test,NA,NA
id_000722,train,0,cat
id_002836,train,1,dog
id_001212,train,0,cat
id_002042,train,1,dog
id_000289,valid,0,cat
id_001098,train,0,cat
id_001294,valid,0,cat
id_000591,train,0,cat
id_000406,train,0,cat
id_001518,train,0,cat
id_003113,train,1,dog
id_002161,train,1,dog
id_003178,train,1,dog
id_000720,test,NA,NA
id_002046,train,1,dog
id_003775,test,NA,NA
id_000619,valid,0,cat
id_002318,train,1,dog
id_003862,train,1,dog
id_002095,test,NA,NA
id_002162,train,1,dog
id_001766,train,0,cat
id_003557,train,1,dog
id_003792,train,1,dog
id_003466,train,1,dog
id_000187,train,0,cat
id_003850,test,NA,NA
id_003180,test,NA,NA
id_000707,train,0,cat
id_000156,train,0,cat
id_003282,train,1,dog
id_002628,train,1,dog
id_003975,test,NA,NA
id_000557,train,0,cat
id_001782,train,0,cat
id_000267,train,0,cat
id_001613,train,0,cat
id_002953,train,1,dog
id_000317,train,0,cat
id_002978,train,1,dog
id_003277,train,1,dog
id_001324,valid,0,cat
id_000059,valid,0,cat
id_002585,test,NA,NA
id_003413,train,1,dog
id_002783,train,1,dog
id_001925,test,NA,NA
id_000251,train,0,cat
id_002578,train,1,dog
id_000536,train,0,cat
id_002853,train,1,dog
id_002146,train,1,dog
id_003469,valid,1,dog
id_003500,test,NA,NA
id_002857,train,1,dog
id_002569,valid,1,dog
id_000538,train,0,cat
id_000537,train,0,cat
id_003462,train,1,dog
id_003516,train,1,dog
id_000772,train,0,cat
id_002990,test,NA,NA
id_000415,test,NA,NA
id_001937,train,0,cat
id_001180,test,NA,NA
id_003142,train,1,dog
id_000282,train,0,cat
id_003091,train,1,dog
id_001764,valid,0,cat
id_000183,train,0,cat
id_001817,train,0,cat
id_000564,valid,0,cat
id_003497,train,1,dog
id_002813,train,1,dog
id_000985,test,NA,NA
id_000120,test,NA,NA
id_003205,test,NA,NA
id_003986,train,1,dog
id_003443,train,1,dog
id_001320,test,NA,NA
id_001556,train,0,cat
id_003999,valid,1,dog
id_002363,train,1,dog
id_003367,train,1,dog
id_000984,valid,0,cat
id_003431,train,1,dog
id_001476,train,0,cat
id_001801,train,0,cat
id_002877,train,1,dog
id_001197,train,0,cat
id_000885,test,NA,NA
id_001319,valid,0,cat
id_000024,valid,0,cat
id_003828,train,1,dog
id_002138,train,1,dog
id_003810,test,NA,NA
id_002631,train,1,dog
id_003305,test,NA,NA
id_002921,train,1,dog
id_000302,train,0,cat
id_002701,train,1,dog
id_002383,train,1,dog
id_003857,train,1,dog
id_001712,train,0,cat
id_003341,train,1,dog
id_001910,test,NA,NA
id_002999,valid,1,dog
id_002491,train,1,dog
id_000348,train,0,cat
id_001133,train,0,cat
id_002824,valid,1,dog
id_001640,test,NA,NA
id_003470,test,NA,NA
id_000661,train,0,cat
id_002923,train,1,dog
id_001790,test,NA,NA
id_002279,valid,1,dog
