obs_id,train_id,count,season,year,workingday,weather,temp,humidity,windspeed
id_000075,train,2192,Winter,0,1,Rain,8.104322,0.776522,21.90124895626
id_000076,test,NA,Winter,0,1,Dry,11.39,0.602917,22.59801914662
id_000077,valid,3239,Winter,0,1,Dry,19.64,0.525217,24.90958821826
id_000078,train,3117,Winter,0,0,Dry,15.185,0.379167,39.69789394526
id_000079,valid,2471,Winter,0,0,Dry,5.945,0.47375,22.39767884738
id_000080,test,NA,Spring,0,1,Rain,12.40871,0.737391,31.13825222574
id_000081,train,2703,Spring,0,1,Dry,13.150022,0.624583,24.341669835
id_000082,valid,2121,Spring,0,1,Rain,6.899162,0.839565,25.25937504858
id_000083,train,1865,Spring,0,1,Rain,2.81,0.805833,26.28652342886
id_000084,train,2210,Spring,0,1,Dry,1.435022,0.495,24.8781030905
id_000085,valid,2496,Spring,0,0,Dry,1.544978,0.394167,22.59715654038
id_000086,train,1693,Spring,0,0,Rain,0.700838000000001,0.493913,19.872291254
id_000087,valid,2028,Spring,0,1,Dry,1.446968,0.302174,22.88106181912
id_000088,train,2425,Spring,0,1,Dry,3.965,0.314167,24.47602075688
id_000089,train,1536,Spring,0,1,Rain,3.8,0.646667,18.64178345264
id_000090,train,1685,Spring,0,1,Snow,1.709978,0.918333,23.46784971388
id_000091,train,2227,Spring,0,1,Rain,3.8,0.68625,27.89539189224
id_000092,train,2252,Spring,0,0,Rain,4.79,0.65375,21.25742122388
id_000093,train,3249,Spring,0,0,Dry,8.969978,0.48,19.64725885114
id_000094,valid,3115,Spring,0,1,Dry,21.839978,0.42625,41.57449382038
id_000095,valid,1795,Spring,0,1,Rain,11.335022,0.642083,41.84362696726
id_000096,test,NA,Spring,0,1,Dry,9.794978,0.470833,28.36497316414
id_000097,train,3141,Spring,0,1,Dry,12.875,0.602917,17.50141800336
id_000098,test,NA,Spring,0,1,Rain,6.164978,0.83625,24.47558945376
id_000099,test,NA,Spring,0,0,Rain,6.605,0.8775,14.34977827974
id_000100,train,2895,Spring,0,0,Rain,12.160022,0.8575,15.82526625326
id_000101,train,3348,Spring,0,1,Rain,23.313032,0.716956,34.98666213972
id_000102,test,NA,Spring,0,1,Rain,17.165,0.739167,29.63904258062
id_000103,train,2162,Spring,0,1,Rain,11.225,0.819167,27.02297350626
id_000104,test,NA,Spring,0,1,Dry,14.855,0.540417,11.936313846
id_000105,train,3126,Spring,0,0,Dry,13.480022,0.67125,24.4090609475
id_000106,train,795,Spring,0,0,Snow,12.434978,0.888333,36.74788843024
id_000107,train,3744,Spring,0,0,Dry,14.140022,0.479583,32.72469292688
id_000108,train,3429,Spring,0,1,Dry,17.825,0.5425,17.63673935726
id_000109,valid,3204,Spring,0,1,Rain,17.384978,0.665833,17.03334629238
id_000110,train,3944,Spring,0,1,Dry,23.27,0.614167,26.0857518265
id_000111,test,NA,Spring,0,1,Dry,14.305022,0.407083,35.07119755124
id_000112,valid,1683,Spring,0,1,Rain,6.220022,0.729583,23.67002305138
id_000113,train,4036,Spring,0,0,Rain,14.36,0.887917,24.8781030905
id_000114,train,4191,Spring,0,0,Rain,22.390022,0.810833,20.7214192715
id_000115,train,4073,Spring,0,1,Dry,24.040022,0.776667,19.98367528474
id_000116,train,4400,Spring,0,1,Dry,25.690022,0.729167,35.20511717
id_000117,valid,3872,Spring,0,1,Rain,24.92,0.835417,33.663208516
id_000118,train,4058,Spring,0,1,Rain,24.755,0.700833,34.60215540824
id_000119,test,NA,Spring,0,1,Dry,17.66,0.457083,25.88498022414
id_000120,train,5312,Spring,0,0,Dry,15.185,0.503333,25.3471452335
id_000121,test,NA,Spring,0,0,Rain,13.810022,0.762083,11.46770300612
id_000122,train,4401,Spring,0,1,Rain,20.245022,0.73,19.78107064412
id_000123,train,4451,Spring,0,1,Rain,24.700022,0.697083,36.94833655526
id_000124,train,2633,Spring,0,1,Rain,11.335022,0.737083,35.47425031688
id_000125,test,NA,Spring,0,1,Dry,14.305022,0.444167,31.85087280576
id_000126,test,NA,Spring,0,1,Dry,15.625022,0.59,24.61080298188
id_000127,train,4714,Spring,0,0,Dry,18.32,0.54125,17.300646401
id_000128,train,4333,Spring,0,0,Dry,18.869978,0.631667,8.04784665475
id_000129,train,4362,Spring,0,1,Dry,19.145,0.58875,18.97733728
id_000130,train,4803,Spring,0,1,Dry,19.145,0.489167,12.47231579838
id_000131,train,4182,Spring,0,1,Dry,19.805,0.632917,13.00831775076
id_000132,train,4864,Spring,0,1,Dry,19.31,0.7475,20.45099221526
id_000133,train,4105,Spring,0,1,Rain,17.825,0.863333,19.3789883105
id_000134,train,3409,Spring,0,0,Rain,18.374978,0.9225,14.551089011
id_000135,test,NA,Spring,0,0,Rain,21.125,0.867083,16.49507999862
id_000136,test,NA,Spring,0,1,Dry,22.115,0.787917,13.67996453438
id_000137,train,4123,Spring,0,1,Rain,21.070022,0.837917,29.90591138612
id_000138,test,NA,Spring,0,1,Rain,20.3,0.87,21.72603206376
id_000139,test,NA,Spring,0,1,Rain,19.034978,0.829583,11.66815113114
id_000140,train,4917,Spring,0,1,Dry,19.420022,0.719583,13.47962423514
id_000141,train,5805,Spring,0,0,Dry,23.765,0.626667,13.009180357
id_000142,train,4660,Spring,0,0,Dry,23.875022,0.749583,15.95907804624
id_000143,train,4274,Spring,0,1,Rain,25.690022,0.81,25.21419604676
id_000144,train,4492,Spring,0,1,Rain,27.56,0.740833,22.32985643176
id_000145,train,4978,Spring,0,1,Dry,27.614978,0.69625,16.63029352674
id_000146,train,4677,Spring,0,1,Dry,30.749978,0.6775,21.52655437076
id_000147,train,4679,Spring,0,1,Dry,28.990022,0.65375,25.95140090462
id_000148,train,4758,Spring,0,0,Dry,27.284978,0.729583,24.80984937176
id_000149,train,4788,Spring,0,0,Dry,28.055,0.81875,23.06803172164
id_000150,valid,4098,Spring,0,0,Dry,32.399978,0.685,14.1494379805
id_000151,train,3982,Spring,0,1,Dry,35.15,0.636667,12.00413626162
id_000152,train,3974,Spring,0,1,Rain,34.435022,0.677083,22.32985643176
id_000153,train,4968,Spring,0,1,Dry,31.19,0.305,31.51607375886
id_000154,train,5312,Spring,0,1,Dry,24.92,0.354167,27.29296925938
id_000155,train,5342,Spring,0,0,Dry,25.91,0.45625,13.27788220076
id_000156,train,4906,Spring,0,0,Rain,26.789978,0.6525,14.95457307976
id_000157,train,4548,Spring,0,1,Dry,28.769978,0.6,13.14353127888
id_000158,train,4833,Spring,0,1,Dry,30.695,0.597917,20.25054409024
id_000159,train,4401,Spring,0,1,Dry,35.204978,0.622083,14.75239974226
id_000160,train,3915,Spring,0,1,Rain,37.349978,0.568333,16.16125138374
id_000161,train,4586,Spring,0,1,Dry,33.83,0.605,15.15534468212
id_000162,valid,4966,Spring,0,0,Dry,31.85,0.654583,16.696822033
id_000163,train,4460,Spring,0,0,Dry,29.705,0.747917,17.63673935726
id_000164,valid,5020,Spring,0,1,Dry,25.91,0.494583,32.924601923
id_000165,valid,4891,Spring,0,1,Dry,23.875022,0.507083,29.03564951574
id_000166,train,5180,Spring,0,1,Dry,25.360022,0.471667,18.10524237136
id_000167,train,3767,Spring,0,1,Rain,25.469978,0.688333,22.26289662238
id_000168,train,4844,Spring,0,1,Dry,26.845022,0.735833,15.42221348762
id_000169,train,5119,Spring,0,0,Dry,29.980022,0.670417,12.87526073824
id_000170,valid,4744,Spring,0,0,Rain,30.145022,0.666667,10.99822956
id_000171,train,4010,Spring,0,1,Rain,25.91,0.74625,16.7642131455
id_000172,valid,4835,Summer,0,1,Rain,28.934978,0.770417,18.4409040245
id_000173,test,NA,Summer,0,1,Dry,32.399978,0.7075,18.57428451436
id_000174,train,4790,Summer,0,1,Rain,32.069978,0.703333,25.74922756712
id_000175,train,4991,Summer,0,1,Dry,31.795022,0.573333,23.9400188045
id_000176,valid,5202,Summer,0,0,Dry,29.87,0.483333,22.59715654038
id_000177,valid,5305,Summer,0,0,Dry,28.88,0.513333,10.193126808474
id_000178,test,NA,Summer,0,1,Rain,29.045,0.658333,11.60076001864
id_000179,train,4648,Summer,0,1,Dry,33.115022,0.634167,15.55742701574
id_000180,valid,5225,Summer,0,1,Dry,32.069978,0.497917,28.23105354538
id_000181,train,5515,Summer,0,1,Dry,29.980022,0.434167,19.98141094336
id_000182,test,NA,Summer,0,1,Dry,31.685,0.39625,11.06378763424
id_000183,valid,5119,Summer,0,0,Dry,32.729978,0.444583,12.40664989836
id_000184,test,NA,Summer,0,0,Rain,31.300022,0.6825,24.67679235924
id_000185,valid,6043,Summer,0,0,Rain,31.960022,0.637917,8.785558293776
id_000186,train,4665,Summer,0,1,Dry,33.280022,0.590417,13.61386733124
id_000187,test,NA,Summer,0,1,Dry,31.52,0.743333,16.16125138374
id_000188,train,4592,Summer,0,1,Dry,33.5,0.65125,17.165864176
id_000189,valid,4040,Summer,0,1,Rain,30.805022,0.757917,24.27471002562
id_000190,train,5336,Summer,0,0,Dry,32.399978,0.609167,18.10524237136
id_000191,train,4881,Summer,0,0,Dry,33.335,0.578333,19.78290368238
id_000192,test,NA,Summer,0,1,Dry,34.325,0.635833,30.44320724786
id_000193,train,4258,Summer,0,1,Dry,36.415022,0.559167,21.59254374812
id_000194,test,NA,Summer,0,1,Dry,33.280022,0.631667,15.75690470874
id_000195,train,5084,Summer,0,1,Dry,28.934978,0.47625,25.95010699526
id_000196,train,5538,Summer,0,1,Dry,27.779978,0.59125,19.71411083474
id_000197,train,5923,Summer,0,0,Dry,29.320022,0.585,22.46463865676
id_000198,valid,5302,Summer,0,0,Dry,31.465022,0.604167,26.42087435074
id_000199,test,NA,Summer,0,1,Dry,33.280022,0.65125,23.26923462712
id_000200,train,4541,Summer,0,1,Dry,35.260022,0.650417,14.082046868
id_000201,train,4332,Summer,0,1,Dry,34.709978,0.707083,12.27240680226
id_000202,train,3784,Summer,0,1,Rain,37.79,0.69125,23.93958750138
id_000203,test,NA,Summer,0,1,Dry,39.989978,0.580417,14.351611318
id_000204,valid,3285,Summer,0,0,Dry,40.045022,0.5,14.14900667738
id_000205,train,3606,Summer,0,0,Dry,38.78,0.550833,18.24099502838
id_000206,test,NA,Summer,0,1,Dry,33.059978,0.757083,9.791475777974
id_000207,train,4590,Summer,0,1,Dry,34.930022,0.540833,21.59297505124
id_000208,test,NA,Summer,0,1,Dry,35.15,0.402917,19.78204107614
id_000209,train,4390,Summer,0,1,Dry,35.425022,0.583333,19.24463738862
id_000210,train,3846,Summer,0,1,Dry,39.329978,0.5425,18.77656567764
id_000211,test,NA,Summer,0,0,Dry,37.075022,0.465833,18.17263348386
id_000212,train,4302,Summer,0,0,Dry,37.184978,0.480833,17.77109027914
id_000213,train,4266,Summer,0,1,Dry,34.930022,0.550833,16.89813276426
id_000214,valid,4845,Summer,0,1,Dry,35.699978,0.49125,22.195936813
id_000215,train,3574,Summer,0,1,Rain,32.290022,0.6575,14.61934272974
id_000216,valid,4576,Summer,0,1,Rain,30.86,0.7575,21.257852527
id_000217,valid,4866,Summer,0,1,Dry,30.914978,0.630833,19.91499026288
id_000218,valid,4294,Summer,0,0,Rain,31.300022,0.755,24.611234285
id_000219,test,NA,Summer,0,0,Dry,33.005,0.752917,21.72549293486
id_000220,train,4326,Summer,0,1,Dry,34.49,0.592083,20.7214192715
id_000221,valid,4602,Summer,0,1,Dry,35.15,0.570417,16.29473969938
id_000222,train,4780,Summer,0,1,Dry,34.600022,0.424167,21.59297505124
id_000223,train,4792,Summer,0,1,Dry,31.355,0.42375,17.76925724088
id_000224,test,NA,Summer,0,1,Dry,30.749978,0.415,13.54518230938
id_000225,valid,4150,Summer,0,0,Rain,29.264978,0.729583,22.80019248412
id_000226,train,3820,Summer,0,0,Rain,28.660022,0.8175,24.00557687874
id_000227,test,NA,Summer,0,1,Dry,27.944978,0.712083,22.53062803412
id_000228,train,4725,Summer,0,1,Dry,30.254978,0.578333,25.48235876162
id_000229,test,NA,Summer,0,1,Dry,31.739978,0.575417,15.49100633526
id_000230,test,NA,Summer,0,1,Dry,30.970022,0.654583,25.14583450224
id_000231,train,4153,Summer,0,1,Rain,29.21,0.722917,15.02099376024
id_000232,train,5191,Summer,0,0,Dry,30.035,0.674167,11.26423575926
id_000233,train,3873,Summer,0,0,Dry,30.914978,0.77,26.82209407812
id_000234,train,4758,Summer,0,1,Dry,29.650022,0.47,29.840784615
id_000235,train,5895,Summer,0,1,Dry,26.294978,0.455417,15.82483495014
id_000236,train,5130,Summer,0,1,Dry,28.439978,0.605,27.29156752424
id_000237,train,3542,Summer,0,1,Rain,29.155022,0.771667,22.73323267474
id_000238,train,4661,Summer,0,1,Dry,30.2,0.76125,9.05332205325
id_000239,valid,1115,Summer,0,0,Rain,28.88,0.85,40.50119600626
id_000240,test,NA,Summer,0,0,Dry,30.665894,0.561765,32.85009430902
id_000241,test,NA,Summer,0,1,Dry,26.020022,0.554583,17.2332552885
id_000242,train,5204,Summer,0,1,Dry,26.185022,0.548333,13.47908510624
id_000243,test,NA,Summer,0,1,Dry,27.340022,0.597917,8.985478072474
id_000244,train,5115,Summer,0,1,Dry,27.23,0.639167,15.28926430088
id_000245,train,4727,Summer,0,1,Rain,26.459978,0.727083,15.08795356962
id_000246,test,NA,Summer,0,0,Dry,28.165022,0.716667,19.9828126785
id_000247,train,4940,Summer,0,0,Dry,30.805022,0.742083,22.26246531926
id_000248,train,3351,Summer,0,0,Rain,28.439978,0.790417,22.93411210288
id_000249,valid,2710,Summer,0,1,Snow,19.64,0.886957,37.08592225054
id_000250,test,NA,Summer,0,1,Snow,23.545022,0.917083,10.461343436224
id_000251,train,1842,Summer,0,1,Snow,25.838258,0.939565,20.78320344344
id_000252,valid,3544,Summer,0,1,Rain,26.9,0.897917,13.41126269062
id_000253,train,5345,Summer,0,0,Dry,27.56,0.75375,16.56290241424
id_000254,test,NA,Summer,0,0,Dry,27.119978,0.71375,12.40578729212
id_000255,train,4713,Summer,0,1,Dry,26.526968,0.692174,9.58711357714
id_000256,train,4763,Summer,0,1,Dry,26.954978,0.7125,15.29012690712
id_000257,train,4785,Summer,0,1,Dry,28.439978,0.697083,18.039252994
id_000258,train,3659,Summer,0,1,Rain,22.115,0.709167,29.23652894388
id_000259,train,4760,Summer,0,1,Rain,14.965022,0.590417,17.70316003774
id_000260,valid,4511,Summer,0,0,Rain,16.450022,0.718333,20.4518548215
id_000261,train,4274,Summer,0,0,Dry,17.495,0.695,19.24506869174
id_000262,train,4539,Summer,0,1,Rain,20.245022,0.69,16.36169950876
id_000263,valid,3641,Summer,0,1,Rain,21.070022,0.88125,14.55152031412
id_000264,train,4352,Summer,0,1,Rain,23.27,0.9,10.394858060276
id_000265,train,4795,Summer,0,1,Rain,25.469978,0.902083,13.8151780625
id_000266,train,2395,Fall,0,1,Rain,24.205022,0.9725,8.449950553526
id_000267,train,5423,Fall,0,0,Rain,24.040022,0.8625,8.451740461474
id_000268,train,5010,Fall,0,0,Rain,25.855022,0.845,5.432176535776
id_000269,train,4630,Fall,0,1,Rain,26.845022,0.848333,11.936313846
id_000270,test,NA,Fall,0,1,Rain,26.020022,0.885417,12.74188024838
id_000271,train,3907,Fall,0,1,Rain,25.91,0.84875,16.02603785562
id_000272,train,4839,Fall,0,1,Dry,24.700022,0.699167,18.64124432374
id_000273,train,5202,Fall,0,1,Dry,21.235022,0.6475,22.2633279255
id_000274,train,2429,Fall,0,0,Rain,11.06,0.75375,31.51704419088
id_000275,train,2918,Fall,0,0,Rain,7.540022,0.791667,23.93872489514
id_000276,train,3570,Fall,0,1,Rain,9.355022,0.760833,8.986825894724
id_000277,valid,4456,Fall,0,1,Dry,15.955022,0.71,22.19636811612
id_000278,train,4826,Fall,0,1,Dry,19.529978,0.647917,19.112119505
id_000279,train,4765,Fall,0,1,Dry,16.615022,0.620833,14.55152031412
id_000280,train,4985,Fall,0,1,Dry,17.714978,0.684167,2.414402518026
id_000281,train,5409,Fall,0,0,Dry,18.430022,0.70125,4.895743280276
id_000282,train,5511,Fall,0,0,Dry,19.694978,0.7275,6.841545741
id_000283,train,5117,Fall,0,0,Dry,21.674978,0.73375,4.561483362276
id_000284,train,4563,Fall,0,1,Rain,21.400022,0.80875,15.42361522276
id_000285,test,NA,Fall,0,1,Snow,19.859978,0.90625,26.756967307
id_000286,valid,2913,Fall,0,1,Rain,22.885022,0.896667,15.28829386886
id_000287,train,3644,Fall,0,1,Rain,20.354978,0.71625,24.14035910374
id_000288,train,5217,Fall,0,0,Dry,17.440022,0.483333,27.82800077974
id_000289,train,5041,Fall,0,0,Dry,17.770022,0.486667,30.37635526426
id_000290,train,4570,Fall,0,1,Dry,19.255022,0.579583,18.91037747062
id_000291,train,4748,Fall,0,1,Rain,19.145,0.701667,11.870216642860001
id_000292,train,2424,Fall,0,1,Snow,19.754774,0.895217,26.23821747942
id_000293,train,4195,Fall,0,1,Dry,15.404978,0.63625,45.5321312495
id_000294,valid,4304,Fall,0,1,Dry,12.215,0.574167,23.87219638888
id_000295,train,4308,Fall,0,0,Dry,11.885,0.629167,9.991859207526
id_000296,test,NA,Fall,0,0,Dry,11.830022,0.74125,10.73001293225
id_000297,valid,4187,Fall,0,1,Dry,14.579978,0.772083,12.80884005776
id_000298,valid,4687,Fall,0,1,Dry,15.130022,0.622917,17.97002884324
id_000299,test,NA,Fall,0,1,Rain,15.955022,0.720417,16.02743959076
id_000300,train,2659,Fall,0,1,Rain,15.02,0.812917,21.32394973014
id_000301,train,3747,Fall,0,1,Rain,5.8349780000000004,0.585833,24.74375216862
id_000302,train,627,Fall,0,0,Snow,0.775022,0.8825,37.88685214438
id_000303,valid,3331,Fall,0,0,Dry,5.065022,0.62375,19.04386578626
id_000304,train,3669,Fall,0,1,Dry,6.44,0.703333,11.467271703
id_000305,train,4068,Fall,0,1,Dry,10.454978,0.68375,14.61804882038
id_000306,train,4186,Fall,0,1,Dry,8.915,0.71875,8.851601584026
id_000307,test,NA,Fall,0,1,Dry,10.949978,0.702083,14.75239974226
id_000308,test,NA,Fall,0,1,Rain,10.619978,0.6225,29.30478266262
id_000309,valid,3926,Fall,0,0,Dry,5.560022,0.519167,20.38575761836
id_000310,train,3649,Fall,0,0,Dry,6.989978,0.734583,9.925815917276
id_000311,valid,4035,Fall,0,1,Dry,10.07,0.75875,6.1703302605
id_000312,train,4205,Fall,0,1,Dry,10.949978,0.721667,7.44402228675
id_000313,train,4109,Fall,0,1,Dry,10.4,0.758333,6.706310647724
id_000314,test,NA,Fall,0,1,Rain,9.08,0.813333,20.38629674726
id_000315,train,3368,Fall,0,0,Dry,5.395022,0.44625,33.9300773215
id_000316,train,4067,Fall,0,0,Dry,7.540022,0.552917,22.86575055836
id_000317,train,3717,Fall,0,0,Dry,13.094978,0.458333,30.37678656738
id_000318,test,NA,Fall,0,1,Dry,18.98,0.587083,33.05895284488
id_000319,train,4195,Fall,0,1,Rain,18.98,0.68875,21.52558393874
id_000320,train,1817,Fall,0,1,Snow,14.140022,0.93,14.75369365162
id_000321,valid,3053,Fall,0,1,Rain,6.550022,0.575833,32.92589583236
id_000322,train,3392,Fall,0,1,Dry,2.095022,0.41,18.17220218074
id_000323,test,NA,Fall,0,0,Dry,5.725022,0.502083,24.20645630688
id_000324,train,3520,Fall,0,0,Rain,14.579978,0.684583,20.050203791
id_000325,valid,2765,Fall,0,1,Snow,13.535,0.91,14.88578023212
id_000326,train,1607,Fall,0,1,Snow,11.500022,0.9625,12.80884005776
id_000327,valid,2566,Fall,0,1,Rain,13.094978,0.757917,36.2105925685
id_000328,valid,1495,Fall,0,0,Dry,8.639978,0.549167,18.03968429712
id_000329,train,2792,Fall,0,1,Dry,8.75,0.64375,10.663516773724
id_000330,train,3068,Fall,0,0,Dry,8.804978,0.681667,7.377526128224
id_000331,valid,3071,Fall,0,0,Dry,14.305022,0.698333,22.53062803412
id_000332,valid,3867,Fall,0,1,Dry,17.229548,0.743043,15.32441550516
id_000333,valid,2914,Fall,0,1,Rain,14.249978,0.830833,27.82897121176
id_000334,test,NA,Fall,0,1,Dry,5.45,0.613333,29.23782285324
id_000335,train,3727,Fall,0,1,Dry,4.625,0.524583,23.73870807324
id_000336,train,3940,Fall,0,1,Dry,4.735022,0.625833,10.86387863812
id_000337,valid,3614,Fall,0,0,Dry,3.745022,0.612917,10.327909033474
id_000338,valid,3485,Fall,0,0,Dry,5.8349780000000004,0.775833,9.052869184974
id_000339,test,NA,Fall,0,1,Rain,9.464978,0.827083,6.707658469974
id_000340,test,NA,Fall,0,1,Snow,14.525,0.949583,25.07844338974
id_000341,train,705,Fall,0,1,Snow,11.06,0.970417,28.7005269915
id_000342,test,NA,Fall,0,1,Dry,1.544978,0.58,25.88444109524
id_000343,valid,3620,Fall,0,1,Dry,3.194978,0.695833,8.918992696526
id_000344,valid,3190,Fall,0,0,Dry,2.15,0.5075,25.14723623738
id_000345,valid,2743,Fall,0,0,Dry,-1.425022,0.49,7.174910705026
id_000346,valid,3310,Fall,0,1,Dry,-0.270022000000001,0.670833,6.841545741
id_000347,train,3523,Fall,0,1,Dry,2.645,0.59,15.154913379
id_000348,test,NA,Fall,0,1,Rain,4.955,0.66375,6.572876244974
id_000349,train,3709,Fall,0,1,Rain,11.885,0.634167,28.90183772276
id_000350,train,3577,Fall,0,1,Rain,8.75,0.500417,28.0967026235
id_000351,train,2739,Fall,0,0,Rain,1.049978,0.560833,26.21967144526
id_000352,train,2431,Fall,0,0,Dry,-0.270022000000001,0.58625,18.30655310262
id_000353,train,3403,Fall,0,1,Dry,2.260022,0.6375,18.64264605888
id_000354,train,3750,Fall,0,1,Rain,9.464978,0.595417,6.638919535224
id_000355,train,2660,Winter,0,1,Rain,12.269978,0.858333,23.872627692
id_000356,train,3068,Winter,0,1,Rain,11.939978,0.7575,5.0974637495
id_000357,train,2209,Winter,0,1,Dry,8.639978,0.68625,29.57078886188
id_000358,valid,1011,Winter,0,0,Dry,3.965,0.5425,20.51967723712
