obs_id,train_id,class,class_name
id_001170,valid,15,tigerlily
id_000461,test,NA,NA
id_000593,train,8,pansy
id_000556,test,NA,NA
id_001126,train,15,tigerlily
id_001081,valid,14,corcus
id_000034,train,1,buttercup
id_000497,train,7,iris
id_001123,train,15,tigerlily
id_001074,train,14,corcus
id_000014,train,1,buttercup
id_000260,train,4,daisy
id_001287,train,17,cowslip
id_001301,train,17,cowslip
id_001040,test,NA,NA
id_000592,train,8,pansy
id_001171,valid,15,tigerlily
id_000038,train,1,buttercup
id_000982,train,13,bluebell
id_001325,valid,17,cowslip
id_000363,valid,5,dandelion
id_000544,test,NA,NA
id_000385,test,NA,NA
id_001007,valid,13,bluebell
id_000539,valid,7,iris
id_000788,test,NA,NA
id_000683,valid,9,sunflower
id_000152,test,NA,NA
id_001030,test,NA,NA
id_000061,test,NA,NA
id_000477,test,NA,NA
id_001181,test,NA,NA
id_000570,train,8,pansy
id_001232,train,16,tulip
id_000643,train,9,sunflower
id_000567,train,8,pansy
id_001352,test,NA,NA
id_000469,test,NA,NA
id_000648,train,9,sunflower
id_000745,train,10,windflower
id_000676,train,9,sunflower
id_000552,test,NA,NA
id_000621,test,NA,NA
id_001182,test,NA,NA
id_000991,train,13,bluebell
id_000286,valid,4,daisy
id_000352,train,5,dandelion
id_000803,train,11,snowdrop
id_000314,test,NA,NA
id_000276,train,4,daisy
id_000041,valid,1,buttercup
id_000590,train,8,pansy
id_000837,train,11,snowdrop
id_000156,test,NA,NA
id_001324,valid,17,cowslip
id_001346,test,NA,NA
id_000846,valid,11,snowdrop
id_000125,valid,2,colts foot
id_000075,test,NA,NA
id_000876,test,NA,NA
id_000249,train,4,daisy
id_001208,train,16,tulip
id_001025,test,NA,NA
id_001276,test,NA,NA
id_000728,train,10,windflower
id_000329,train,5,dandelion
id_000541,test,NA,NA
id_000983,train,13,bluebell
id_000930,valid,12,lily valley
id_001262,test,NA,NA
id_000624,test,NA,NA
id_000059,valid,1,buttercup
id_001010,valid,13,bluebell
id_001001,valid,13,bluebell
id_000897,train,12,lily valley
id_000998,train,13,bluebell
id_000560,test,NA,NA
id_000510,train,7,iris
id_001251,valid,16,tulip
id_000332,train,5,dandelion
id_001046,train,14,corcus
id_000660,train,9,sunflower
id_000597,train,8,pansy
id_000913,train,12,lily valley
id_001247,valid,16,tulip
id_000712,test,NA,NA
id_000098,train,2,colts foot
id_001289,train,17,cowslip
id_001060,train,14,corcus
id_001177,valid,15,tigerlily
id_001154,train,15,tigerlily
id_000204,valid,3,daffodil
id_000360,train,5,dandelion
id_000989,train,13,bluebell
id_000344,train,5,dandelion
id_000610,valid,8,pansy
id_000178,train,3,daffodil
id_000752,train,10,windflower
id_001311,train,17,cowslip
id_000446,valid,6,fritillary
id_000889,train,12,lily valley
id_000085,train,2,colts foot
id_000547,test,NA,NA
id_000284,valid,4,daisy
id_000113,train,2,colts foot
id_000699,valid,9,sunflower
id_000508,train,7,iris
id_000088,train,2,colts foot
id_000655,train,9,sunflower
id_000921,valid,12,lily valley
id_000115,train,2,colts foot
id_000355,train,5,dandelion
id_000888,train,12,lily valley
id_000720,test,NA,NA
id_000628,test,NA,NA
id_000764,valid,10,windflower
id_000466,test,NA,NA
id_001286,train,17,cowslip
id_000183,train,3,daffodil
id_001038,test,NA,NA
id_000881,train,12,lily valley
id_000103,train,2,colts foot
id_000545,test,NA,NA
id_000021,train,1,buttercup
id_001013,valid,13,bluebell
id_000856,valid,11,snowdrop
id_000253,train,4,daisy
id_000801,train,11,snowdrop
id_001039,test,NA,NA
id_000050,valid,1,buttercup
id_000369,valid,5,dandelion
id_000441,valid,6,fritillary
id_000106,train,2,colts foot
id_001176,valid,15,tigerlily
id_000029,train,1,buttercup
id_000128,valid,2,colts foot
id_000462,test,NA,NA
id_001284,train,17,cowslip
id_001277,test,NA,NA
id_000771,valid,10,windflower
id_000874,test,NA,NA
id_000586,train,8,pansy
id_000842,valid,11,snowdrop
id_000387,test,NA,NA
id_000531,valid,7,iris
id_001138,train,15,tigerlily
id_000151,test,NA,NA
id_000816,train,11,snowdrop
id_000150,test,NA,NA
id_001190,test,NA,NA
id_000525,valid,7,iris
id_000126,valid,2,colts foot
id_001246,valid,16,tulip
id_000909,train,12,lily valley
id_001234,train,16,tulip
id_000828,train,11,snowdrop
id_000440,train,6,fritillary
id_001159,train,15,tigerlily
id_001149,train,15,tigerlily
id_000955,test,NA,NA
id_000102,train,2,colts foot
id_001320,train,17,cowslip
id_000432,train,6,fritillary
id_000269,train,4,daisy
id_000946,test,NA,NA
id_001281,train,17,cowslip
id_000652,train,9,sunflower
id_000534,valid,7,iris
id_001174,valid,15,tigerlily
id_000614,valid,8,pansy
id_001335,valid,17,cowslip
id_001053,train,14,corcus
id_001019,valid,13,bluebell
id_001095,valid,14,corcus
id_000262,train,4,daisy
id_001146,train,15,tigerlily
id_000568,train,8,pansy
id_000891,train,12,lily valley
id_001322,valid,17,cowslip
id_000077,test,NA,NA
id_000323,train,5,dandelion
id_001242,valid,16,tulip
id_000335,train,5,dandelion
id_000261,train,4,daisy
id_000673,train,9,sunflower
id_000872,test,NA,NA
id_000811,train,11,snowdrop
id_000551,test,NA,NA
id_000799,test,NA,NA
id_000938,valid,12,lily valley
id_000386,test,NA,NA
id_000105,train,2,colts foot
id_000257,train,4,daisy
id_000852,valid,11,snowdrop
id_000428,train,6,fritillary
id_000657,train,9,sunflower
id_000561,train,8,pansy
id_000843,valid,11,snowdrop
id_000749,train,10,windflower
id_000585,train,8,pansy
id_000475,test,NA,NA
id_000766,valid,10,windflower
id_000460,valid,6,fritillary
id_000807,train,11,snowdrop
id_000092,train,2,colts foot
id_000783,test,NA,NA
id_001319,train,17,cowslip
id_001169,valid,15,tigerlily
id_000808,train,11,snowdrop
id_000857,valid,11,snowdrop
id_001057,train,14,corcus
id_001128,train,15,tigerlily
id_001068,train,14,corcus
id_000019,train,1,buttercup
id_001067,train,14,corcus
id_001058,train,14,corcus
id_000338,train,5,dandelion
id_000653,train,9,sunflower
id_000343,train,5,dandelion
id_000342,train,5,dandelion
id_001240,train,16,tulip
id_000639,test,NA,NA
id_001239,train,16,tulip
id_000097,train,2,colts foot
id_000248,train,4,daisy
id_000134,valid,2,colts foot
id_000830,train,11,snowdrop
id_000410,train,6,fritillary
id_000615,valid,8,pansy
id_000279,train,4,daisy
id_000220,valid,3,daffodil
id_001264,test,NA,NA
id_001217,train,16,tulip
id_000191,train,3,daffodil
id_000702,test,NA,NA
id_000727,train,10,windflower
id_000071,test,NA,NA
id_000791,test,NA,NA
id_000044,valid,1,buttercup
id_001102,test,NA,NA
id_000188,train,3,daffodil
id_000880,test,NA,NA
id_000273,train,4,daisy
id_000659,train,9,sunflower
id_000138,valid,2,colts foot
id_000388,test,NA,NA
id_001334,valid,17,cowslip
id_000786,test,NA,NA
id_000623,test,NA,NA
id_000310,test,NA,NA
id_000399,test,NA,NA
id_001118,test,NA,NA
id_000111,train,2,colts foot
id_000833,train,11,snowdrop
id_000135,valid,2,colts foot
id_001152,train,15,tigerlily
id_000006,train,1,buttercup
id_000157,test,NA,NA
id_001261,test,NA,NA
id_000130,valid,2,colts foot
id_000192,train,3,daffodil
id_000308,test,NA,NA
id_000039,train,1,buttercup
id_001130,train,15,tigerlily
id_000492,train,7,iris
id_001292,train,17,cowslip
id_000698,valid,9,sunflower
id_000464,test,NA,NA
id_000951,test,NA,NA
id_000174,train,3,daffodil
id_001147,train,15,tigerlily
id_000933,valid,12,lily valley
id_001188,test,NA,NA
id_000768,valid,10,windflower
id_000747,train,10,windflower
id_001290,train,17,cowslip
id_000250,train,4,daisy
id_000229,test,NA,NA
id_000879,test,NA,NA
id_000414,train,6,fritillary
id_000501,train,7,iris
id_001202,train,16,tulip
id_001052,train,14,corcus
id_000238,test,NA,NA
id_000671,train,9,sunflower
id_000743,train,10,windflower
id_000711,test,NA,NA
id_000140,valid,2,colts foot
id_000173,train,3,daffodil
id_001000,train,13,bluebell
id_001203,train,16,tulip
id_000549,test,NA,NA
id_000775,valid,10,windflower
id_000010,train,1,buttercup
id_000820,train,11,snowdrop
id_001032,test,NA,NA
id_000351,train,5,dandelion
id_001014,valid,13,bluebell
id_001252,valid,16,tulip
id_000943,test,NA,NA
id_001066,train,14,corcus
id_001308,train,17,cowslip
id_000694,valid,9,sunflower
id_000638,test,NA,NA
id_000190,train,3,daffodil
id_000849,valid,11,snowdrop
id_001020,valid,13,bluebell
id_001332,valid,17,cowslip
id_000109,train,2,colts foot
id_000043,valid,1,buttercup
id_000305,test,NA,NA
id_001305,train,17,cowslip
id_000632,test,NA,NA
id_000503,train,7,iris
id_001295,train,17,cowslip
id_001245,valid,16,tulip
id_001359,test,NA,NA
id_000819,train,11,snowdrop
id_000203,valid,3,daffodil
id_000230,test,NA,NA
id_000997,train,13,bluebell
id_000479,test,NA,NA
id_001029,test,NA,NA
id_000589,train,8,pansy
id_000507,train,7,iris
id_001343,test,NA,NA
id_001238,train,16,tulip
id_000947,test,NA,NA
id_000583,train,8,pansy
id_000709,test,NA,NA
id_000763,valid,10,windflower
id_000565,train,8,pansy
id_000904,train,12,lily valley
id_000377,valid,5,dandelion
id_000247,train,4,daisy
id_001338,valid,17,cowslip
id_001270,test,NA,NA
id_000417,train,6,fritillary
id_000216,valid,3,daffodil
id_000688,valid,9,sunflower
id_000392,test,NA,NA
id_000390,test,NA,NA
id_000988,train,13,bluebell
id_001321,valid,17,cowslip
id_000848,valid,11,snowdrop
id_000668,train,9,sunflower
id_001028,test,NA,NA
id_001172,valid,15,tigerlily
id_001199,test,NA,NA
id_001005,valid,13,bluebell
id_000424,train,6,fritillary
id_000101,train,2,colts foot
id_000082,train,2,colts foot
id_000436,train,6,fritillary
id_001049,train,14,corcus
id_001097,valid,14,corcus
id_000847,valid,11,snowdrop
id_001103,test,NA,NA
id_001166,valid,15,tigerlily
id_000489,train,7,iris
id_001248,valid,16,tulip
id_000554,test,NA,NA
id_000914,train,12,lily valley
id_001193,test,NA,NA
id_000689,valid,9,sunflower
id_000855,valid,11,snowdrop
id_000205,valid,3,daffodil
id_000236,test,NA,NA
id_000890,train,12,lily valley
id_001212,train,16,tulip
id_000455,valid,6,fritillary
id_001249,valid,16,tulip
id_001121,train,15,tigerlily
id_000296,valid,4,daisy
id_000272,train,4,daisy
id_000778,valid,10,windflower
id_000862,test,NA,NA
id_000408,train,6,fritillary
id_000143,test,NA,NA
id_000975,train,13,bluebell
id_000080,test,NA,NA
id_000741,train,10,windflower
id_000327,train,5,dandelion
id_001253,valid,16,tulip
id_000168,train,3,daffodil
id_000180,train,3,daffodil
id_000500,train,7,iris
id_001250,valid,16,tulip
id_000350,train,5,dandelion
id_000528,valid,7,iris
id_001136,train,15,tigerlily
id_000317,test,NA,NA
id_000337,train,5,dandelion
id_000444,valid,6,fritillary
id_001313,train,17,cowslip
id_001131,train,15,tigerlily
id_000645,train,9,sunflower
id_000885,train,12,lily valley
id_000800,test,NA,NA
id_000366,valid,5,dandelion
id_001187,test,NA,NA
id_000860,valid,11,snowdrop
id_000710,test,NA,NA
id_001073,train,14,corcus
id_001061,train,14,corcus
id_000215,valid,3,daffodil
id_001036,test,NA,NA
id_000789,test,NA,NA
id_000968,train,13,bluebell
id_000015,train,1,buttercup
id_000962,train,13,bluebell
id_000076,test,NA,NA
id_000001,train,1,buttercup
id_000958,test,NA,NA
id_000306,test,NA,NA
id_000413,train,6,fritillary
id_000751,train,10,windflower
id_000514,train,7,iris
id_001008,valid,13,bluebell
id_000802,train,11,snowdrop
id_000213,valid,3,daffodil
id_000502,train,7,iris
id_001163,valid,15,tigerlily
id_001360,test,NA,NA
id_000179,train,3,daffodil
id_001109,test,NA,NA
id_000328,train,5,dandelion
id_001087,valid,14,corcus
id_000542,test,NA,NA
id_000007,train,1,buttercup
id_000193,train,3,daffodil
id_000398,test,NA,NA
id_001160,train,15,tigerlily
id_000827,train,11,snowdrop
id_000823,train,11,snowdrop
id_000574,train,8,pansy
id_000333,train,5,dandelion
id_000270,train,4,daisy
id_000232,test,NA,NA
id_000049,valid,1,buttercup
id_000365,valid,5,dandelion
id_001037,test,NA,NA
id_000759,train,10,windflower
id_001227,train,16,tulip
id_001105,test,NA,NA
id_000670,train,9,sunflower
id_000523,valid,7,iris
id_000607,valid,8,pansy
id_000132,valid,2,colts foot
id_000277,train,4,daisy
id_000795,test,NA,NA
id_000573,train,8,pansy
id_001113,test,NA,NA
id_000613,valid,8,pansy
id_001306,train,17,cowslip
id_000535,valid,7,iris
id_000406,train,6,fritillary
id_000067,test,NA,NA
id_000877,test,NA,NA
id_000836,train,11,snowdrop
id_000326,train,5,dandelion
id_000665,train,9,sunflower
id_001164,valid,15,tigerlily
id_000672,train,9,sunflower
id_000341,train,5,dandelion
id_000430,train,6,fritillary
id_000454,valid,6,fritillary
id_001077,train,14,corcus
id_001063,train,14,corcus
id_000423,train,6,fritillary
id_000459,valid,6,fritillary
id_000916,train,12,lily valley
id_000419,train,6,fritillary
id_000246,train,4,daisy
id_000239,test,NA,NA
id_001108,test,NA,NA
id_001022,test,NA,NA
id_000353,train,5,dandelion
id_000302,test,NA,NA
id_000566,train,8,pansy
id_001034,test,NA,NA
id_001112,test,NA,NA
id_000397,test,NA,NA
id_000443,valid,6,fritillary
id_000160,test,NA,NA
id_000850,valid,11,snowdrop
id_000690,valid,9,sunflower
id_000719,test,NA,NA
id_000165,train,3,daffodil
id_000596,train,8,pansy
id_001341,test,NA,NA
id_001072,train,14,corcus
id_000731,train,10,windflower
id_000640,test,NA,NA
id_000781,test,NA,NA
id_000207,valid,3,daffodil
id_000804,train,11,snowdrop
id_000817,train,11,snowdrop
id_000630,test,NA,NA
id_001228,train,16,tulip
id_000206,valid,3,daffodil
id_000402,train,6,fritillary
id_000611,valid,8,pansy
id_000209,valid,3,daffodil
id_000691,valid,9,sunflower
id_000222,test,NA,NA
id_000915,train,12,lily valley
id_000935,valid,12,lily valley
id_000662,train,9,sunflower
id_000618,valid,8,pansy
id_000893,train,12,lily valley
id_000527,valid,7,iris
id_001048,train,14,corcus
id_000835,train,11,snowdrop
id_000805,train,11,snowdrop
id_000770,valid,10,windflower
id_000185,train,3,daffodil
id_000223,test,NA,NA
id_000312,test,NA,NA
id_000706,test,NA,NA
id_001012,valid,13,bluebell
id_000518,train,7,iris
id_000524,valid,7,iris
id_000146,test,NA,NA
id_001098,valid,14,corcus
id_001331,valid,17,cowslip
id_000927,valid,12,lily valley
id_000941,test,NA,NA
id_001006,valid,13,bluebell
id_000009,train,1,buttercup
id_000814,train,11,snowdrop
id_001078,train,14,corcus
id_000520,train,7,iris
id_001241,valid,16,tulip
id_000116,train,2,colts foot
id_000334,train,5,dandelion
id_000032,train,1,buttercup
id_001256,valid,16,tulip
id_001205,train,16,tulip
id_001101,test,NA,NA
id_000411,train,6,fritillary
id_000642,train,9,sunflower
id_000139,valid,2,colts foot
id_000068,test,NA,NA
id_000716,test,NA,NA
id_000581,train,8,pansy
id_000297,valid,4,daisy
id_000214,valid,3,daffodil
id_000472,test,NA,NA
id_000692,valid,9,sunflower
id_001122,train,15,tigerlily
id_001148,train,15,tigerlily
id_000758,train,10,windflower
id_000078,test,NA,NA
id_000973,train,13,bluebell
id_001021,test,NA,NA
id_000144,test,NA,NA
id_000974,train,13,bluebell
id_001003,valid,13,bluebell
id_000869,test,NA,NA
id_000705,test,NA,NA
id_001096,valid,14,corcus
id_000374,valid,5,dandelion
id_001110,test,NA,NA
id_000407,train,6,fritillary
id_000394,test,NA,NA
id_000595,train,8,pansy
id_000987,train,13,bluebell
id_000348,train,5,dandelion
id_000196,train,3,daffodil
id_000726,train,10,windflower
id_001211,train,16,tulip
id_000577,train,8,pansy
id_001004,valid,13,bluebell
id_000016,train,1,buttercup
id_000990,train,13,bluebell
id_000240,test,NA,NA
id_000368,valid,5,dandelion
id_001023,test,NA,NA
id_000331,train,5,dandelion
id_001137,train,15,tigerlily
id_000894,train,12,lily valley
id_000626,test,NA,NA
id_001161,valid,15,tigerlily
id_000300,valid,4,daisy
id_001336,valid,17,cowslip
id_000739,train,10,windflower
id_000794,test,NA,NA
id_000057,valid,1,buttercup
id_001298,train,17,cowslip
id_001216,train,16,tulip
id_000957,test,NA,NA
id_000470,test,NA,NA
id_000293,valid,4,daisy
id_000110,train,2,colts foot
id_001316,train,17,cowslip
id_000721,train,10,windflower
id_001134,train,15,tigerlily
id_001340,valid,17,cowslip
id_000608,valid,8,pansy
id_000315,test,NA,NA
id_000515,train,7,iris
id_001283,train,17,cowslip
id_000521,valid,7,iris
id_000736,train,10,windflower
id_000504,train,7,iris
id_000100,train,2,colts foot
id_000463,test,NA,NA
id_001282,train,17,cowslip
id_000395,test,NA,NA
id_000701,test,NA,NA
id_000278,train,4,daisy
id_000086,train,2,colts foot
id_000121,valid,2,colts foot
id_000620,valid,8,pansy
id_000299,valid,4,daisy
id_000963,train,13,bluebell
id_001117,test,NA,NA
id_001162,valid,15,tigerlily
id_000438,train,6,fritillary
id_001191,test,NA,NA
id_000218,valid,3,daffodil
id_001027,test,NA,NA
id_000725,train,10,windflower
id_000096,train,2,colts foot
id_000087,train,2,colts foot
id_000680,train,9,sunflower
id_000313,test,NA,NA
id_001056,train,14,corcus
id_001209,train,16,tulip
id_001300,train,17,cowslip
id_000008,train,1,buttercup
id_001351,test,NA,NA
id_000922,valid,12,lily valley
id_000107,train,2,colts foot
id_000356,train,5,dandelion
id_000380,valid,5,dandelion
id_001043,train,14,corcus
id_001088,valid,14,corcus
id_000283,valid,4,daisy
id_000669,train,9,sunflower
id_000868,test,NA,NA
id_000465,test,NA,NA
id_000031,train,1,buttercup
id_000934,valid,12,lily valley
id_001218,train,16,tulip
id_001315,train,17,cowslip
id_000537,valid,7,iris
id_001125,train,15,tigerlily
id_000176,train,3,daffodil
id_000022,train,1,buttercup
id_000932,valid,12,lily valley
id_000695,valid,9,sunflower
id_000942,test,NA,NA
id_001317,train,17,cowslip
id_000370,valid,5,dandelion
id_000878,test,NA,NA
id_001120,test,NA,NA
id_001054,train,14,corcus
id_000742,train,10,windflower
id_001224,train,16,tulip
id_000429,train,6,fritillary
id_001274,test,NA,NA
id_000483,train,7,iris
id_000703,test,NA,NA
id_000617,valid,8,pansy
id_000784,test,NA,NA
id_000490,train,7,iris
id_000104,train,2,colts foot
id_000141,test,NA,NA
id_000217,valid,3,daffodil
id_000295,valid,4,daisy
id_000945,test,NA,NA
id_000290,valid,4,daisy
id_000412,train,6,fritillary
id_001258,valid,16,tulip
id_001272,test,NA,NA
id_000826,train,11,snowdrop
id_000051,valid,1,buttercup
id_000020,train,1,buttercup
id_000359,train,5,dandelion
id_001064,train,14,corcus
id_000011,train,1,buttercup
id_001133,train,15,tigerlily
id_001337,valid,17,cowslip
id_000181,train,3,daffodil
id_000977,train,13,bluebell
id_000829,train,11,snowdrop
id_000211,valid,3,daffodil
id_000084,train,2,colts foot
id_000753,train,10,windflower
id_000495,train,7,iris
id_000686,valid,9,sunflower
id_001041,train,14,corcus
id_001243,valid,16,tulip
id_000137,valid,2,colts foot
id_000910,train,12,lily valley
id_001349,test,NA,NA
id_000281,valid,4,daisy
id_000681,valid,9,sunflower
id_001168,valid,15,tigerlily
id_000340,train,5,dandelion
id_000177,train,3,daffodil
id_000242,train,4,daisy
id_000584,train,8,pansy
id_000517,train,7,iris
id_000864,test,NA,NA
id_000354,train,5,dandelion
id_001296,train,17,cowslip
id_000629,test,NA,NA
id_000163,train,3,daffodil
id_000468,test,NA,NA
id_000147,test,NA,NA
id_001018,valid,13,bluebell
id_001260,valid,16,tulip
id_000481,train,7,iris
id_000018,train,1,buttercup
id_001184,test,NA,NA
id_001198,test,NA,NA
id_000790,test,NA,NA
id_000562,train,8,pansy
id_000931,valid,12,lily valley
id_000892,train,12,lily valley
id_001165,valid,15,tigerlily
id_001226,train,16,tulip
id_001307,train,17,cowslip
id_000212,valid,3,daffodil
id_001094,valid,14,corcus
id_000907,train,12,lily valley
id_000902,train,12,lily valley
id_001129,train,15,tigerlily
id_000569,train,8,pansy
id_001255,valid,16,tulip
id_000201,valid,3,daffodil
id_000917,train,12,lily valley
id_000311,test,NA,NA
id_000158,test,NA,NA
id_000967,train,13,bluebell
