obs_id,train_id,class,class_name
id_012758,train,10,truck
id_006920,test,NA,NA
id_004668,test,NA,NA
id_007182,train,6,dog
id_010647,valid,9,ship
id_008423,valid,7,horse
id_009979,valid,8,monkey
id_001585,train,2,bird
id_011772,test,NA,NA
id_007848,test,NA,NA
id_009130,train,8,monkey
id_006913,train,6,dog
id_006915,valid,6,dog
id_005354,train,5,deer
id_006762,train,6,dog
id_003345,train,3,car
id_001747,valid,2,bird
id_002409,train,2,bird
id_003647,valid,3,car
id_000955,valid,1,airplane
id_000584,test,NA,NA
id_000151,valid,1,airplane
id_010149,train,8,monkey
id_010291,valid,8,monkey
id_008659,valid,7,horse
id_003377,train,3,car
id_002770,train,3,car
id_009046,train,7,horse
id_011786,train,10,truck
id_012896,test,NA,NA
id_010689,train,9,ship
id_009991,valid,8,monkey
id_009583,valid,8,monkey
id_005663,valid,5,deer
id_008760,test,NA,NA
id_010529,train,9,ship
id_004238,train,4,cat
id_005673,train,5,deer
id_000367,valid,1,airplane
id_009565,train,8,monkey
id_006650,train,6,dog
id_010503,valid,9,ship
id_009813,train,8,monkey
id_001134,train,1,airplane
id_003108,test,NA,NA
id_002936,test,NA,NA
id_000008,test,NA,NA
id_002310,train,2,bird
id_008907,valid,7,horse
id_012099,valid,10,truck
id_002022,train,2,bird
id_006145,train,5,deer
id_000672,test,NA,NA
id_003562,train,3,car
id_011263,valid,9,ship
id_000274,train,1,airplane
id_009365,train,8,monkey
id_012832,test,NA,NA
id_011146,train,9,ship
id_006592,test,NA,NA
id_003752,test,NA,NA
id_005781,train,5,deer
id_006846,train,6,dog
id_009640,test,NA,NA
id_003515,valid,3,car
id_010050,train,8,monkey
id_000498,train,1,airplane
id_001487,valid,2,bird
id_009937,train,8,monkey
id_004895,valid,4,cat
id_002528,test,NA,NA
id_001131,valid,1,airplane
id_007979,valid,7,horse
id_011863,valid,10,truck
id_007066,train,6,dog
id_007905,train,7,horse
id_000269,train,1,airplane
id_011282,train,9,ship
id_008648,test,NA,NA
id_003272,test,NA,NA
id_002269,train,2,bird
id_011391,valid,9,ship
id_007178,train,6,dog
id_005333,train,5,deer
id_012405,train,10,truck
id_009237,train,8,monkey
id_012000,test,NA,NA
id_009697,train,8,monkey
id_009541,train,8,monkey
id_000389,train,1,airplane
id_002577,train,2,bird
id_007628,test,NA,NA
id_002202,train,2,bird
id_004240,test,NA,NA
id_011606,train,9,ship
id_011689,train,9,ship
id_001656,test,NA,NA
id_005453,train,5,deer
id_005951,valid,5,deer
id_007852,test,NA,NA
id_011867,valid,10,truck
id_008265,train,7,horse
id_000048,test,NA,NA
id_011199,valid,9,ship
id_012124,test,NA,NA
id_008229,train,7,horse
id_010631,valid,9,ship
id_009904,test,NA,NA
id_011485,train,9,ship
id_011733,train,10,truck
id_001519,valid,2,bird
id_005243,valid,5,deer
id_005179,valid,4,cat
id_010903,valid,9,ship
id_010019,valid,8,monkey
id_007370,train,6,dog
id_012963,valid,10,truck
id_012376,test,NA,NA
id_011748,test,NA,NA
id_007780,test,NA,NA
id_006398,train,5,deer
id_007887,valid,7,horse
id_011937,train,10,truck
id_009564,test,NA,NA
id_003996,test,NA,NA
id_000635,valid,1,airplane
id_001095,valid,1,airplane
id_004111,valid,4,cat
id_004926,train,4,cat
id_008066,train,7,horse
id_001497,train,2,bird
id_010939,valid,9,ship
id_001231,valid,1,airplane
id_002113,train,2,bird
id_005829,train,5,deer
id_011011,valid,9,ship
id_008871,valid,7,horse
id_005523,valid,5,deer
id_000865,train,1,airplane
id_000311,valid,1,airplane
id_005482,train,5,deer
id_004643,valid,4,cat
id_004767,valid,4,cat
id_007302,train,6,dog
id_006079,valid,5,deer
id_001883,valid,2,bird
id_003294,train,3,car
id_008988,test,NA,NA
id_008836,test,NA,NA
id_002484,test,NA,NA
id_003615,valid,3,car
id_001645,train,2,bird
id_004166,train,4,cat
id_002332,test,NA,NA
id_009512,test,NA,NA
id_001198,train,1,airplane
id_003378,train,3,car
id_009394,train,8,monkey
id_002801,train,3,car
id_001753,train,2,bird
id_002350,train,2,bird
id_007824,test,NA,NA
id_008584,test,NA,NA
id_002748,test,NA,NA
id_004082,train,4,cat
id_012798,train,10,truck
id_009782,train,8,monkey
id_011220,test,NA,NA
id_007914,train,7,horse
id_008107,valid,7,horse
id_007797,train,6,dog
id_012176,test,NA,NA
id_008487,valid,7,horse
id_008380,test,NA,NA
id_001927,valid,2,bird
id_003351,valid,3,car
id_009477,train,8,monkey
id_007270,train,6,dog
id_004900,test,NA,NA
id_004290,train,4,cat
id_000645,train,1,airplane
id_001442,train,2,bird
id_000322,train,1,airplane
id_007522,train,6,dog
id_003699,valid,3,car
id_012095,valid,10,truck
id_002401,train,2,bird
id_007255,valid,6,dog
id_009968,test,NA,NA
id_004482,train,4,cat
id_008922,train,7,horse
id_009701,train,8,monkey
id_000025,train,1,airplane
id_006038,train,5,deer
id_007246,train,6,dog
id_008968,test,NA,NA
id_003592,test,NA,NA
id_011362,train,9,ship
id_010491,valid,9,ship
id_009057,train,7,horse
id_007326,train,6,dog
id_005303,valid,5,deer
id_001173,train,1,airplane
id_000752,test,NA,NA
id_005636,test,NA,NA
id_011009,train,9,ship
id_012120,test,NA,NA
id_011550,train,9,ship
id_000960,test,NA,NA
id_000564,test,NA,NA
id_001850,train,2,bird
id_008119,valid,7,horse
id_007146,train,6,dog
id_005264,test,NA,NA
id_007635,valid,6,dog
id_009049,train,7,horse
id_009273,train,8,monkey
id_010879,valid,9,ship
id_011422,train,9,ship
id_006988,test,NA,NA
id_012550,train,10,truck
id_011623,valid,9,ship
id_002005,train,2,bird
id_006608,test,NA,NA
id_008145,train,7,horse
id_000035,valid,1,airplane
id_007234,train,6,dog
id_010390,train,8,monkey
id_010309,train,8,monkey
id_005361,train,5,deer
id_001844,test,NA,NA
id_000324,test,NA,NA
id_006147,valid,5,deer
id_011564,test,NA,NA
id_009801,train,8,monkey
id_009598,train,8,monkey
id_001152,test,NA,NA
id_010563,valid,9,ship
id_000040,test,NA,NA
id_001334,train,2,bird
id_010870,train,9,ship
id_007168,test,NA,NA
id_004907,valid,4,cat
id_012034,train,10,truck
id_003694,train,3,car
id_005649,train,5,deer
id_007417,train,6,dog
id_010230,train,8,monkey
id_007094,train,6,dog
id_001808,test,NA,NA
id_001352,test,NA,NA
id_008283,valid,7,horse
id_010342,train,8,monkey
id_011195,valid,9,ship
id_009999,valid,8,monkey
id_007738,train,6,dog
id_008083,valid,7,horse
id_006202,train,5,deer
id_000002,train,1,airplane
id_012808,test,NA,NA
id_012768,test,NA,NA
id_006683,valid,6,dog
id_001221,train,1,airplane
id_000731,valid,1,airplane
id_000535,valid,1,airplane
id_010293,train,8,monkey
id_012519,valid,10,truck
id_011020,test,NA,NA
id_010122,train,8,monkey
id_008537,train,7,horse
id_000499,valid,1,airplane
id_009268,test,NA,NA
id_002963,valid,3,car
id_002337,train,2,bird
id_009224,test,NA,NA
id_011223,valid,9,ship
id_012166,train,10,truck
id_003567,valid,3,car
id_002534,train,2,bird
id_012792,test,NA,NA
id_004247,valid,4,cat
id_010550,train,9,ship
id_009803,valid,8,monkey
id_010707,valid,9,ship
id_004531,valid,4,cat
id_011718,train,10,truck
id_004062,train,4,cat
id_004040,test,NA,NA
id_010535,valid,9,ship
id_000592,test,NA,NA
id_009849,train,8,monkey
id_002946,train,3,car
id_001924,test,NA,NA
id_007714,train,6,dog
id_011779,valid,10,truck
id_004354,train,4,cat
id_004858,train,4,cat
id_002416,test,NA,NA
id_012529,train,10,truck
id_009112,test,NA,NA
id_001926,train,2,bird
id_006425,train,5,deer
id_002624,test,NA,NA
id_002969,train,3,car
id_005986,train,5,deer
id_009600,test,NA,NA
id_007121,train,6,dog
id_003614,train,3,car
id_009470,train,8,monkey
id_008928,test,NA,NA
id_008680,test,NA,NA
id_003215,valid,3,car
id_007715,valid,6,dog
id_000787,valid,1,airplane
id_002272,test,NA,NA
id_012562,train,10,truck
id_004938,train,4,cat
id_008005,train,7,horse
id_010836,test,NA,NA
id_008313,train,7,horse
id_003998,train,4,cat
id_010225,train,8,monkey
id_008751,valid,7,horse
id_006784,test,NA,NA
id_005990,train,5,deer
id_012154,train,10,truck
id_008717,train,7,horse
id_011129,train,9,ship
id_009225,train,8,monkey
id_009334,train,8,monkey
id_009434,train,8,monkey
id_008025,train,7,horse
id_006969,train,6,dog
id_011254,train,9,ship
id_003140,test,NA,NA
id_003538,train,3,car
id_004792,test,NA,NA
id_001185,train,1,airplane
id_008910,train,7,horse
id_001191,valid,1,airplane
id_008141,train,7,horse
id_000601,train,1,airplane
id_002457,train,2,bird
id_012890,train,10,truck
id_000021,train,1,airplane
id_003918,train,4,cat
id_000267,valid,1,airplane
id_005001,train,4,cat
id_005156,test,NA,NA
id_003245,train,3,car
id_009996,test,NA,NA
id_010311,valid,8,monkey
id_010143,valid,8,monkey
id_001582,train,2,bird
id_009036,test,NA,NA
id_010959,valid,9,ship
id_009856,test,NA,NA
id_000181,train,1,airplane
id_004307,valid,4,cat
id_004182,train,4,cat
id_006616,test,NA,NA
id_001459,valid,2,bird
id_009965,train,8,monkey
id_002437,train,2,bird
id_012973,train,10,truck
id_001739,valid,2,bird
id_004092,test,NA,NA
id_011252,test,NA,NA
id_006148,test,NA,NA
id_008734,train,7,horse
id_000986,train,1,airplane
id_000912,test,NA,NA
id_011084,test,NA,NA
id_006797,train,6,dog
id_009923,valid,8,monkey
id_005317,train,5,deer
id_004535,valid,4,cat
id_006578,train,6,dog
id_010633,train,9,ship
id_001485,train,2,bird
id_008802,train,7,horse
id_002348,test,NA,NA
id_002299,valid,2,bird
id_002431,valid,2,bird
id_003032,test,NA,NA
id_009073,train,7,horse
id_008553,train,7,horse
id_006458,train,5,deer
id_011802,train,10,truck
id_009634,train,8,monkey
id_009385,train,8,monkey
id_000406,train,1,airplane
id_004814,train,4,cat
id_004669,train,4,cat
id_011178,train,9,ship
id_012851,valid,10,truck
id_008952,test,NA,NA
id_001009,train,1,airplane
id_000655,valid,1,airplane
id_008271,valid,7,horse
id_012025,train,10,truck
id_006320,test,NA,NA
id_012421,train,10,truck
id_007001,train,6,dog
id_007440,test,NA,NA
id_005578,train,5,deer
id_007501,train,6,dog
id_000873,train,1,airplane
id_008468,test,NA,NA
id_010787,valid,9,ship
id_011509,train,9,ship
id_001727,valid,2,bird
id_004779,valid,4,cat
id_000212,test,NA,NA
id_003947,valid,4,cat
id_007710,train,6,dog
id_011644,test,NA,NA
id_002549,train,2,bird
id_007202,train,6,dog
id_001785,train,2,bird
id_006031,valid,5,deer
id_003936,test,NA,NA
id_004872,test,NA,NA
id_008786,train,7,horse
id_007770,train,6,dog
id_001771,valid,2,bird
id_011816,test,NA,NA
id_005396,test,NA,NA
id_004622,train,4,cat
id_003751,valid,3,car
id_007450,train,6,dog
id_001271,valid,1,airplane
id_003869,train,3,car
id_009919,valid,8,monkey
id_007135,valid,6,dog
id_002790,train,3,car
id_012481,train,10,truck
id_005062,train,4,cat
id_000011,valid,1,airplane
id_006316,test,NA,NA
id_012078,train,10,truck
id_005229,train,5,deer
id_007082,train,6,dog
id_004148,test,NA,NA
id_012019,valid,10,truck
id_005200,test,NA,NA
id_003404,test,NA,NA
id_007229,train,6,dog
id_002047,valid,2,bird
id_008662,train,7,horse
id_007149,train,6,dog
id_005528,test,NA,NA
id_007364,test,NA,NA
id_001592,test,NA,NA
id_002527,valid,2,bird
id_004187,valid,4,cat
id_006304,test,NA,NA
id_003655,valid,3,car
id_001977,train,2,bird
id_012493,train,10,truck
id_003085,train,3,car
id_006013,train,5,deer
id_010268,test,NA,NA
id_003371,valid,3,car
id_006141,train,5,deer
id_003012,test,NA,NA
id_002130,train,2,bird
id_005125,train,4,cat
id_003348,test,NA,NA
id_001594,train,2,bird
id_004004,test,NA,NA
id_000250,train,1,airplane
id_003543,valid,3,car
id_007652,test,NA,NA
id_007998,train,7,horse
id_007869,train,7,horse
id_000690,train,1,airplane
id_006330,train,5,deer
id_012929,train,10,truck
id_001622,train,2,bird
id_008314,train,7,horse
id_005929,train,5,deer
id_004263,valid,4,cat
id_011936,test,NA,NA
id_007058,train,6,dog
id_007188,test,NA,NA
id_004571,valid,4,cat
id_009094,train,7,horse
id_003374,train,3,car
id_009396,test,NA,NA
id_011444,test,NA,NA
id_008719,valid,7,horse
id_007705,train,6,dog
id_006123,valid,5,deer
id_000281,train,1,airplane
id_001305,train,2,bird
id_009401,train,8,monkey
id_007678,train,6,dog
id_002063,valid,2,bird
id_003581,train,3,car
id_003805,train,3,car
id_008342,train,7,horse
id_001387,valid,2,bird
id_011680,test,NA,NA
id_012402,train,10,truck
id_003197,train,3,car
id_007090,train,6,dog
id_001233,train,1,airplane
id_008020,test,NA,NA
id_001613,train,2,bird
id_009596,test,NA,NA
id_010299,valid,8,monkey
id_012256,test,NA,NA
id_000660,test,NA,NA
id_005575,valid,5,deer
id_002968,test,NA,NA
id_000266,train,1,airplane
id_008735,valid,7,horse
id_004549,train,4,cat
id_003293,train,3,car
id_012959,valid,10,truck
id_010785,train,9,ship
id_005404,test,NA,NA
id_010668,test,NA,NA
id_002498,train,2,bird
id_002281,train,2,bird
id_001903,valid,2,bird
id_008475,valid,7,horse
id_011429,train,9,ship
id_011222,train,9,ship
id_002871,valid,3,car
id_006905,train,6,dog
id_003570,train,3,car
id_012294,train,10,truck
id_007671,valid,6,dog
id_009561,train,8,monkey
id_000559,valid,1,airplane
id_009559,valid,8,monkey
id_000223,valid,1,airplane
id_005768,test,NA,NA
id_010037,train,8,monkey
id_012650,train,10,truck
id_001962,train,2,bird
id_002907,valid,3,car
id_000120,test,NA,NA
id_006862,train,6,dog
id_005316,test,NA,NA
id_008794,train,7,horse
id_004365,train,4,cat
id_002970,train,3,car
id_011484,test,NA,NA
id_005977,train,5,deer
id_012398,train,10,truck
id_004844,test,NA,NA
id_001052,test,NA,NA
id_005365,train,5,deer
id_004959,valid,4,cat
id_004469,train,4,cat
id_005183,valid,4,cat
id_002523,valid,2,bird
id_002000,test,NA,NA
id_007970,train,7,horse
id_012812,test,NA,NA
id_004411,valid,4,cat
id_007310,train,6,dog
id_004109,train,4,cat
id_008690,train,7,horse
id_007708,test,NA,NA
id_011506,train,9,ship
id_010098,train,8,monkey
id_010078,train,8,monkey
id_004012,test,NA,NA
id_000556,test,NA,NA
id_000391,valid,1,airplane
id_007672,test,NA,NA
id_003521,train,3,car
id_001958,train,2,bird
id_000130,train,1,airplane
id_007933,train,7,horse
id_012349,train,10,truck
id_001236,test,NA,NA
id_010310,train,8,monkey
id_012737,train,10,truck
id_006232,test,NA,NA
id_002331,valid,2,bird
id_001362,train,2,bird
id_010044,test,NA,NA
id_010771,valid,9,ship
id_001501,train,2,bird
id_006007,valid,5,deer
id_007008,test,NA,NA
id_002756,test,NA,NA
id_002140,test,NA,NA
id_008049,train,7,horse
id_012448,test,NA,NA
id_012114,train,10,truck
id_010372,test,NA,NA
id_008011,valid,7,horse
id_004577,train,4,cat
id_009048,test,NA,NA
id_010176,test,NA,NA
id_004474,train,4,cat
id_000361,train,1,airplane
id_008679,valid,7,horse
id_004525,train,4,cat
id_000033,train,1,airplane
id_009026,train,7,horse
id_000155,valid,1,airplane
id_000701,train,1,airplane
id_009812,test,NA,NA
id_009822,train,8,monkey
id_004300,test,NA,NA
id_009974,train,8,monkey
id_007424,test,NA,NA
id_002564,test,NA,NA
id_004607,valid,4,cat
id_003601,train,3,car
id_008716,test,NA,NA
id_007117,train,6,dog
id_003506,train,3,car
id_001088,test,NA,NA
id_010703,valid,9,ship
id_006287,valid,5,deer
id_010574,train,9,ship
id_004197,train,4,cat
id_011227,valid,9,ship
id_012926,train,10,truck
id_001193,train,1,airplane
id_010912,test,NA,NA
id_004298,train,4,cat
id_011686,train,9,ship
id_011438,train,9,ship
id_000801,train,1,airplane
id_001600,test,NA,NA
id_011074,train,9,ship
id_010608,test,NA,NA
id_012203,valid,10,truck
id_007623,valid,6,dog
id_004711,valid,4,cat
id_009657,train,8,monkey
id_003076,test,NA,NA
id_002379,valid,2,bird
id_001034,train,1,airplane
id_004849,train,4,cat
id_011620,test,NA,NA
id_002761,train,3,car
id_012820,test,NA,NA
id_004985,train,4,cat
id_012355,valid,10,truck
id_007137,train,6,dog
id_007493,train,6,dog
id_004155,valid,4,cat
id_007500,test,NA,NA
id_007401,train,6,dog
id_001685,train,2,bird
id_010237,train,8,monkey
id_000457,train,1,airplane
id_001912,test,NA,NA
id_009282,train,8,monkey
id_009859,valid,8,monkey
id_010454,train,9,ship
id_009168,test,NA,NA
id_003951,valid,4,cat
id_006821,train,6,dog
id_001311,valid,2,bird
id_006891,valid,6,dog
id_009608,test,NA,NA
id_011609,train,9,ship
id_008755,valid,7,horse
id_010663,valid,9,ship
id_004915,valid,4,cat
id_009604,test,NA,NA
id_001144,test,NA,NA
id_005982,train,5,deer
id_009963,valid,8,monkey
id_001837,train,2,bird
id_006445,train,5,deer
id_005047,valid,4,cat
id_001536,test,NA,NA
id_012875,valid,10,truck
id_008146,train,7,horse
id_001654,train,2,bird
id_000961,train,1,airplane
id_009033,train,7,horse
id_012149,train,10,truck
id_001602,train,2,bird
id_008908,test,NA,NA
id_008466,train,7,horse
id_008159,valid,7,horse
id_011179,valid,9,ship
id_003679,valid,3,car
id_005639,valid,5,deer
id_010589,train,9,ship
id_006357,train,5,deer
id_011769,train,10,truck
id_008041,train,7,horse
id_012280,test,NA,NA
id_004213,train,4,cat
id_003370,train,3,car
id_006712,test,NA,NA
id_006073,train,5,deer
id_011656,test,NA,NA
id_012452,test,NA,NA
id_002306,train,2,bird
id_008127,valid,7,horse
id_003449,train,3,car
id_006648,test,NA,NA
id_006474,train,5,deer
id_007448,test,NA,NA
id_009582,train,8,monkey
id_008812,test,NA,NA
id_011261,train,9,ship
id_012484,test,NA,NA
id_001098,train,1,airplane
id_000997,train,1,airplane
id_001944,test,NA,NA
id_010206,train,8,monkey
id_010185,train,8,monkey
id_000815,valid,1,airplane
id_009832,test,NA,NA
id_008458,train,7,horse
id_010945,train,9,ship
id_005015,valid,4,cat
id_011133,train,9,ship
id_000438,train,1,airplane
id_010532,test,NA,NA
id_008215,valid,7,horse
id_012928,test,NA,NA
id_009245,train,8,monkey
id_001118,train,1,airplane
id_012401,train,10,truck
id_009270,train,8,monkey
id_010627,valid,9,ship
id_002410,train,2,bird
id_012137,train,10,truck
id_004382,train,4,cat
id_010592,test,NA,NA
id_012980,test,NA,NA
id_009590,train,8,monkey
id_001795,valid,2,bird
id_003842,train,3,car
id_002962,train,3,car
id_008969,train,7,horse
id_010074,train,8,monkey
id_005696,test,NA,NA
id_008123,valid,7,horse
id_007166,train,6,dog
id_007252,test,NA,NA
id_004911,valid,4,cat
id_009740,test,NA,NA
id_005399,valid,5,deer
id_001621,train,2,bird
id_001175,valid,1,airplane
id_010443,valid,9,ship
id_008064,test,NA,NA
id_003005,train,3,car
id_008389,train,7,horse
id_012658,train,10,truck
id_011372,test,NA,NA
id_010935,valid,9,ship
id_001728,test,NA,NA
id_007758,train,6,dog
id_007063,valid,6,dog
id_002186,train,2,bird
id_000684,test,NA,NA
id_008677,train,7,horse
id_004217,train,4,cat
id_005380,test,NA,NA
id_005888,test,NA,NA
id_001796,test,NA,NA
id_011631,valid,9,ship
id_000128,test,NA,NA
id_009516,test,NA,NA
id_001094,train,1,airplane
id_003073,train,3,car
id_004597,train,4,cat
id_005705,train,5,deer
id_010847,valid,9,ship
id_010867,valid,9,ship
id_011340,test,NA,NA
id_001637,train,2,bird
id_000360,test,NA,NA
id_003730,train,3,car
id_012335,valid,10,truck
id_007057,train,6,dog
id_012240,test,NA,NA
id_003821,train,3,car
id_010111,valid,8,monkey
id_000134,train,1,airplane
id_003946,train,4,cat
id_002693,train,3,car
id_001195,valid,1,airplane
id_004330,train,4,cat
id_006489,train,5,deer
id_011707,valid,10,truck
id_011812,test,NA,NA
id_006517,train,6,dog
id_002123,valid,2,bird
id_005533,train,5,deer
id_003933,train,4,cat
id_005349,train,5,deer
id_009929,train,8,monkey
id_012818,train,10,truck
id_006370,train,5,deer
id_000621,train,1,airplane
id_007615,valid,6,dog
id_003755,valid,3,car
id_000625,train,1,airplane
id_011207,valid,9,ship
id_012321,train,10,truck
id_004933,train,4,cat
id_012869,train,10,truck
id_010582,train,9,ship
id_008321,train,7,horse
id_011412,test,NA,NA
id_000597,train,1,airplane
id_010514,train,9,ship
id_002031,valid,2,bird
id_012599,valid,10,truck
id_011846,train,10,truck
id_010522,train,9,ship
id_003183,valid,3,car
id_008068,test,NA,NA
id_007586,train,6,dog
id_008442,train,7,horse
id_009338,train,8,monkey
id_001915,valid,2,bird
id_001828,test,NA,NA
id_011528,test,NA,NA
id_008073,train,7,horse
id_002637,train,3,car
id_009635,valid,8,monkey
id_012730,train,10,truck
id_000699,valid,1,airplane
id_000110,train,1,airplane
id_003985,train,4,cat
id_003653,train,3,car
id_005930,train,5,deer
id_011228,test,NA,NA
id_012446,train,10,truck
id_005337,train,5,deer
id_005594,train,5,deer
id_005302,train,5,deer
id_008491,valid,7,horse
id_010679,valid,9,ship
id_006838,train,6,dog
id_010305,train,8,monkey
id_009531,valid,8,monkey
id_007175,valid,6,dog
id_002824,test,NA,NA
id_012358,train,10,truck
id_011424,test,NA,NA
id_003901,train,4,cat
id_001479,valid,2,bird
id_007445,train,6,dog
id_008278,train,7,horse
id_007614,train,6,dog
id_000419,valid,1,airplane
id_012444,test,NA,NA
id_000855,valid,1,airplane
id_010752,test,NA,NA
id_003346,train,3,car
id_001608,test,NA,NA
id_001456,test,NA,NA
id_006597,train,6,dog
id_011170,train,9,ship
id_011545,train,9,ship
id_001987,valid,2,bird
id_005941,train,5,deer
id_001975,valid,2,bird
id_002195,valid,2,bird
id_007673,train,6,dog
id_006318,train,5,deer
id_000278,train,1,airplane
id_011916,test,NA,NA
id_010433,train,9,ship
id_004495,valid,4,cat
id_008586,train,7,horse
id_004861,train,4,cat
id_000537,train,1,airplane
id_003850,train,3,car
id_001403,valid,2,bird
id_011597,train,9,ship
id_008333,train,7,horse
id_003040,test,NA,NA
id_000777,train,1,airplane
id_006104,test,NA,NA
id_000071,valid,1,airplane
id_001763,valid,2,bird
id_008429,train,7,horse
id_008400,test,NA,NA
id_005490,train,5,deer
id_010817,train,9,ship
id_009926,train,8,monkey
id_008665,train,7,horse
id_008942,train,7,horse
id_008327,valid,7,horse
id_012790,train,10,truck
id_003087,valid,3,car
id_009522,train,8,monkey
id_007793,train,6,dog
id_004916,test,NA,NA
id_012949,train,10,truck
id_012522,train,10,truck
id_011292,test,NA,NA
id_002493,train,2,bird
id_012181,train,10,truck
id_004628,test,NA,NA
id_012971,valid,10,truck
id_005909,train,5,deer
id_002838,train,3,car
id_009555,valid,8,monkey
id_000256,test,NA,NA
id_003344,test,NA,NA
id_005849,train,5,deer
id_005100,test,NA,NA
id_007904,test,NA,NA
id_003283,valid,3,car
id_001599,valid,2,bird
id_009488,test,NA,NA
id_005501,train,5,deer
id_003564,test,NA,NA
id_003288,test,NA,NA
id_009743,valid,8,monkey
id_006766,train,6,dog
id_012002,train,10,truck
id_012606,train,10,truck
id_009117,train,8,monkey
id_000847,valid,1,airplane
id_000319,valid,1,airplane
id_012157,train,10,truck
