obs_id,train_id,delayed,month,day,weekday,arr_hour,dep_hour,origin,dest,distance,carrier
id_000055,train,1,2,22,4,7,23,LAX,JFK,2475,UA
id_000056,train,1,2,9,5,12,10,RDU,BOS,612,MQ
id_000057,train,0,6,18,1,8,7,BOS,LGA,185,DL
id_000058,train,0,3,9,5,8,23,ONT,JFK,2430,B6
id_000059,valid,0,8,2,4,11,8,MIA,LGA,1097,AA
id_000060,train,1,12,3,1,13,10,IAD,DFW,1172,AA
id_000061,test,NA,9,13,4,22,20,ATL,CHO,457,EV
id_000062,train,1,7,9,1,11,10,LAX,OAK,337,XE
id_000063,train,1,9,5,3,14,14,CMH,ORD,296,MQ
id_000064,train,0,7,6,5,8,7,HNL,OGG,100,YV
id_000065,valid,0,9,16,7,14,13,SLC,SUN,223,OO
id_000066,train,1,1,1,1,10,7,ROC,FLL,1184,FL
id_000067,train,0,3,16,5,0,20,DFW,FLL,1119,AA
id_000068,valid,1,8,8,3,22,19,BNA,CLE,448,WN
id_000069,train,0,1,23,2,17,16,AUS,DFW,190,AA
id_000070,test,NA,12,12,3,8,7,SJC,BUR,296,WN
id_000071,train,1,5,27,7,19,19,DFW,OKC,175,AA
id_000072,test,NA,4,5,4,14,12,SCC,ANC,626,AS
id_000073,train,0,3,13,2,22,21,ATL,HOU,696,FL
id_000074,train,1,2,24,6,23,15,HNL,PHX,2917,HA
id_000075,train,0,1,30,2,20,19,SLC,BOI,291,DL
id_000076,test,NA,1,16,2,18,17,LEX,CVG,70,OH
id_000077,test,NA,11,7,3,13,10,DEN,BNA,1013,F9
id_000078,train,0,8,23,4,11,9,MSP,LAS,1300,NW
id_000079,valid,1,7,8,7,19,18,JAX,ATL,270,DL
id_000080,test,NA,2,23,5,16,12,MSP,JFK,1028,NW
id_000081,train,0,4,8,7,9,6,JFK,FLL,1069,B6
id_000082,valid,1,4,16,1,18,16,DEN,SFO,967,F9
id_000083,train,0,7,4,3,16,13,BNA,MIA,806,AA
id_000084,train,1,3,3,6,20,17,DTW,FLL,1127,FL
id_000085,valid,0,6,17,7,8,6,ABQ,DFW,569,AA
id_000086,train,0,11,1,4,19,17,DFW,OMA,583,AA
id_000087,valid,1,3,26,1,17,15,DFW,DSM,624,MQ
id_000088,train,1,10,19,5,16,15,LAS,SJC,386,WN
id_000089,train,0,7,29,7,10,7,ABQ,IAH,744,CO
id_000090,train,0,3,26,1,9,8,LAX,SMF,373,WN
id_000091,train,1,5,29,2,18,17,IAD,JFK,228,B6
id_000092,train,0,11,16,5,23,21,ATL,CAK,528,EV
id_000093,valid,0,9,2,7,17,16,LAX,SFO,337,AA
id_000094,test,NA,9,4,2,16,15,SLC,BZN,347,OO
id_000095,valid,1,6,20,3,6,5,LBB,DFW,282,MQ
id_000096,valid,1,2,26,1,14,13,MOD,LAX,292,OO
id_000097,train,1,12,14,5,16,11,PHX,CLE,1737,CO
id_000098,train,0,3,29,4,13,12,ONT,PHX,325,US
id_000099,test,NA,1,21,7,21,20,SMF,LAS,397,WN
id_000100,valid,0,3,6,2,13,12,BOS,LGA,185,US
id_000101,valid,1,6,21,4,19,15,SJU,JFK,1597,AA
id_000102,train,1,11,8,4,9,8,CLT,BWI,361,FL
id_000103,train,1,8,24,5,15,13,BOS,IAD,413,B6
id_000104,test,NA,2,1,4,15,15,CVG,ORD,264,MQ
id_000105,valid,0,5,8,2,11,11,MSP,LSE,120,NW
id_000106,train,1,12,30,7,20,17,LGA,MCO,950,AA
id_000107,train,1,12,14,5,16,15,COS,DEN,72,OO
id_000108,train,0,10,25,4,11,10,BWI,CLE,314,XE
id_000109,test,NA,2,22,4,23,22,LAX,SBP,155,OO
id_000110,train,0,1,6,6,11,10,SAT,PHX,843,WN
id_000111,test,NA,1,22,1,13,12,GRB,MSP,252,9E
id_000112,valid,1,7,17,2,17,16,LAX,SAN,109,MQ
id_000113,train,0,8,10,5,7,6,LAX,OAK,337,XE
id_000114,train,0,12,9,7,15,13,CLE,LGA,418,MQ
id_000115,train,0,9,21,5,7,6,HNL,ITO,216,AQ
id_000116,train,0,8,22,3,19,17,BNA,DTW,457,NW
id_000117,valid,0,8,17,5,12,11,CLE,ALB,424,XE
id_000118,train,0,10,5,5,18,16,RDU,PHX,1891,US
id_000119,train,0,5,4,5,22,20,ORD,SAN,1723,UA
id_000120,valid,1,12,18,2,19,17,TPA,SAT,972,WN
id_000121,test,NA,2,5,1,9,8,ATL,RSW,515,FL
id_000122,train,1,7,29,7,11,8,PHX,GJT,438,YV
id_000123,train,0,2,7,3,22,20,ORD,PDX,1739,AA
id_000124,train,0,6,30,6,16,15,IND,IAH,845,XE
id_000125,valid,1,6,15,5,23,21,MCO,SJU,1189,DL
id_000126,train,0,5,19,6,18,17,DEN,PHX,602,F9
id_000127,train,0,11,20,2,14,13,SFO,PDX,550,AS
id_000128,train,0,10,12,5,14,13,ATL,JAX,270,DL
id_000129,train,1,3,1,4,13,11,IAH,SFO,1635,CO
id_000130,train,1,12,29,6,17,14,LAS,DEN,629,WN
id_000131,train,1,2,28,3,21,18,ORD,ABE,654,OO
id_000132,train,0,6,10,7,22,19,MCI,PIT,773,OO
id_000133,train,1,8,9,4,17,16,CLE,ORD,316,XE
id_000134,valid,0,5,21,1,8,6,PSP,PHX,261,YV
id_000135,test,NA,1,12,5,19,18,SJC,BUR,296,WN
id_000136,train,0,12,8,6,21,20,MCO,DFW,984,AA
id_000137,train,1,12,10,1,13,12,TYS,MEM,342,9E
id_000138,train,1,3,29,4,21,18,JFK,SEA,2421,AA
id_000139,test,NA,5,14,1,10,7,BOS,CLT,728,US
id_000140,train,1,3,20,2,14,12,SFO,PHX,651,UA
id_000141,valid,1,4,15,7,21,19,RIC,CLT,256,YV
id_000142,train,1,3,16,5,14,13,SLC,PHX,507,US
id_000143,train,0,4,13,5,9,7,JAX,LAX,2153,DL
id_000144,train,1,11,12,1,20,18,BTV,EWR,266,XE
id_000145,valid,1,1,11,4,10,8,DEN,SFO,967,F9
id_000146,train,0,7,23,1,21,18,MEM,PIT,652,9E
id_000147,train,0,5,6,7,14,14,JNU,PSG,123,AS
id_000148,valid,0,12,31,1,19,19,DEN,ASE,125,OO
id_000149,train,1,12,11,2,16,15,OAK,BUR,325,WN
id_000150,test,NA,6,1,5,16,15,MEM,DFW,432,AA
id_000151,valid,0,7,12,4,17,15,EWR,LEX,588,XE
id_000152,train,1,4,17,2,22,20,CLE,SAT,1241,XE
id_000153,train,1,2,25,7,18,17,OAK,SNA,371,WN
id_000154,train,0,12,17,1,16,12,SJU,EWR,1608,CO
id_000155,train,0,9,5,3,13,11,CVG,LGA,585,MQ
id_000156,train,0,12,23,7,12,10,DFW,LAX,1235,AA
id_000157,train,1,12,11,2,17,15,BUR,SFO,326,OO
id_000158,train,0,10,24,3,7,6,FAT,LAS,258,OO
id_000159,train,0,11,27,2,14,11,DFW,CMH,927,AA
id_000160,train,1,6,20,3,15,15,SFO,MRY,77,OO
id_000161,train,1,7,10,2,17,15,ABQ,LBB,289,WN
id_000162,test,NA,10,19,5,8,6,ROC,CVG,461,OH
id_000163,train,0,10,13,6,10,9,HNL,OGG,100,YV
id_000164,test,NA,11,16,5,15,14,PHL,ORD,678,UA
id_000165,test,NA,11,24,6,21,20,LAX,SFO,337,XE
id_000166,train,0,5,26,6,8,7,SFO,LAS,414,US
id_000167,train,1,11,30,5,19,16,JFK,LGB,2465,B6
id_000168,train,0,8,23,4,11,10,DEN,ASE,125,YV
id_000169,valid,1,5,11,5,15,12,TPA,JFK,1005,DL
id_000170,train,0,2,13,2,11,10,BUF,BWI,281,WN
id_000171,valid,1,3,1,4,8,6,MOB,IAH,427,XE
id_000172,test,NA,3,19,1,12,10,CVG,MCO,756,DL
id_000173,test,NA,12,12,3,21,20,ORD,CWA,213,OO
id_000174,train,1,9,23,7,23,20,LAX,SLC,590,WN
id_000175,train,0,12,5,3,9,7,BUR,PHX,369,WN
id_000176,test,NA,4,24,2,14,11,LAX,SLC,590,EV
id_000177,valid,0,1,29,1,19,18,KOA,HNL,163,AQ
id_000178,valid,0,1,28,7,14,13,PSP,LAS,173,OO
id_000179,valid,1,3,26,1,21,19,CMH,JFK,483,OH
id_000180,test,NA,6,27,3,23,21,SMF,PHX,647,WN
id_000181,train,1,10,19,5,21,21,SLC,RNO,422,OO
id_000182,train,1,6,20,3,13,10,LAX,OGG,2486,UA
id_000183,test,NA,8,12,7,20,19,SNA,LAS,226,WN
id_000184,train,0,7,7,6,14,13,HNL,OGG,100,YV
id_000185,test,NA,12,23,7,0,20,IAH,DCA,1208,XE
id_000186,train,1,2,23,5,18,17,BWI,MEM,787,NW
id_000187,valid,1,6,17,7,21,20,LAS,LAX,236,WN
id_000188,valid,0,7,11,3,17,16,DAL,ABQ,580,WN
id_000189,test,NA,4,8,7,15,11,DEN,CLE,1201,XE
id_000190,train,0,8,12,7,10,9,BNA,ORD,409,MQ
id_000191,valid,1,2,9,5,11,8,PHL,SFO,2521,US
id_000192,train,1,10,24,3,12,10,IND,TPA,838,NW
id_000193,train,0,8,16,4,18,11,PHX,CLE,1737,CO
id_000194,test,NA,11,24,6,10,8,DAY,MCO,808,FL
id_000195,train,1,11,25,7,19,18,LAX,LAS,236,WN
id_000196,train,1,11,4,7,18,16,ABQ,MAF,332,WN
id_000197,train,1,11,1,4,16,15,SNA,PHX,338,US
id_000198,test,NA,11,26,1,18,17,SJC,SNA,342,WN
id_000199,train,1,3,29,4,22,20,ABQ,DAL,580,WN
id_000200,valid,0,9,21,5,11,10,DAL,OKC,181,WN
id_000201,train,0,2,23,5,7,6,TPA,DFW,929,AA
id_000202,train,0,8,25,6,15,12,CLE,RSW,1025,XE
id_000203,train,0,1,30,2,15,14,SAN,LAX,109,MQ
id_000204,train,1,7,12,4,17,11,LAS,MDW,1521,WN
id_000205,train,1,10,15,1,10,10,DTW,BNA,457,NW
id_000206,train,1,5,19,6,15,8,PHX,DCA,1979,US
id_000207,train,0,4,30,1,13,13,DFW,ABQ,569,AA
id_000208,train,1,10,15,1,14,13,LAX,OAK,337,WN
id_000209,train,0,4,17,2,22,21,ATL,FAY,331,EV
id_000210,valid,0,1,14,7,16,15,SLC,HLN,402,OO
id_000211,test,NA,3,12,1,16,8,LAX,DTW,1979,NW
id_000212,train,0,3,30,5,16,15,SJC,SNA,342,MQ
id_000213,valid,0,9,25,2,11,8,JFK,FLL,1069,DL
id_000214,test,NA,6,2,6,19,16,ORD,BTV,763,OO
id_000215,test,NA,10,17,3,11,10,DTW,EWR,487,NW
id_000216,train,0,8,3,5,16,15,ATL,CRW,363,EV
id_000217,valid,1,10,6,6,11,7,SJC,DEN,948,UA
id_000218,test,NA,8,9,4,17,17,DTW,ORD,235,NW
id_000219,test,NA,10,7,7,15,12,MSY,IAD,954,UA
id_000220,train,1,7,25,3,11,9,BHM,ATL,134,DL
id_000221,train,0,3,18,7,13,11,MIA,DFW,1121,AA
id_000222,train,0,2,2,5,16,14,COS,SLC,410,OO
id_000223,train,0,5,23,3,8,7,AUS,DFW,190,AA
id_000224,train,0,10,25,4,8,6,PIT,JFK,340,OH
id_000225,test,NA,9,7,5,15,14,ATL,SOP,297,EV
id_000226,train,0,12,28,5,12,10,EWR,CMH,462,XE
id_000227,train,0,10,3,3,23,20,ORD,PHL,678,UA
id_000228,train,1,7,9,1,22,21,OAK,SAN,446,WN
id_000229,train,0,8,17,5,18,17,MSP,FSD,197,9E
id_000230,test,NA,12,22,6,10,8,CLE,PVD,540,XE
id_000231,train,0,7,12,4,17,16,ABE,ORD,654,YV
id_000232,train,0,12,8,6,21,19,DFW,SMF,1431,AA
id_000233,train,0,3,24,6,10,8,MCO,HPN,972,FL
id_000234,valid,0,6,18,1,16,14,ATL,LGA,761,FL
id_000235,train,0,12,7,5,21,20,BOS,LGA,185,DL
id_000236,valid,0,11,5,1,18,11,LAX,CVG,1900,DL
id_000237,valid,1,8,20,1,22,21,SFO,PDX,550,AS
id_000238,train,0,5,23,3,20,18,DCA,DTW,405,NW
id_000239,train,0,4,23,1,21,17,MSY,JFK,1182,B6
id_000240,train,1,12,21,5,12,11,SFO,LAS,414,UA
id_000241,train,1,10,8,1,17,14,SAV,LGA,722,OH
id_000242,train,0,4,22,7,8,7,JAX,ATL,270,DL
id_000243,test,NA,6,18,1,14,13,PVD,EWR,160,XE
id_000244,train,0,6,17,7,16,15,DCA,BUF,296,US
id_000245,train,0,6,1,5,17,16,MGM,MEM,280,9E
id_000246,train,1,8,4,6,9,7,ORD,FWA,157,YV
id_000247,train,1,5,5,6,16,14,SJC,SEA,697,AS
id_000248,train,1,12,7,5,19,17,BDL,CVG,661,DL
id_000249,train,0,11,14,3,12,9,ATL,SFO,2139,DL
id_000250,test,NA,9,28,5,23,22,LAX,OAK,337,OO
id_000251,valid,0,8,7,2,9,7,MSP,LAX,1536,NW
id_000252,test,NA,9,24,1,16,14,SLC,ABQ,493,OO
id_000253,train,1,12,27,4,10,9,PIH,SLC,150,OO
id_000254,train,1,12,25,2,18,17,SNA,LAS,226,US
id_000255,train,1,1,19,5,21,20,SMF,LAS,397,WN
id_000256,train,1,6,20,3,16,14,BNA,HOU,670,WN
id_000257,train,1,11,30,5,13,12,LAS,BUR,223,WN
id_000258,train,0,6,19,2,12,11,CVG,GSO,330,OH
id_000259,train,1,5,6,7,7,6,CHS,ATL,259,DL
id_000260,test,NA,12,19,3,8,6,LGA,RDU,431,OH
id_000261,train,0,4,6,5,8,6,MDW,CMH,284,WN
id_000262,train,1,6,3,7,7,22,LAX,BOS,2611,UA
id_000263,train,0,4,25,3,11,6,ELP,ATL,1282,DL
id_000264,valid,0,6,28,4,8,7,MFE,IAH,316,CO
id_000265,valid,0,11,19,1,13,8,DEN,BWI,1491,WN
id_000266,train,0,11,13,2,12,11,SLC,IDA,188,OO
id_000267,train,0,5,13,7,21,18,SEA,LGB,965,AS
id_000268,valid,1,4,6,5,19,17,MCO,ATL,403,FL
id_000269,valid,1,1,10,3,22,22,DTW,GRB,288,NW
id_000270,train,1,6,6,3,9,8,RST,MSP,76,NW
id_000271,train,1,5,13,7,12,10,ORD,STL,258,AA
id_000272,train,0,3,30,5,13,12,SAT,IAH,191,CO
id_000273,train,1,2,5,1,9,6,ORD,DFW,802,UA
id_000274,train,1,4,23,1,8,6,BNA,ORD,409,MQ
id_000275,train,1,2,28,3,22,21,ATL,FAY,331,EV
id_000276,train,0,12,9,7,20,19,CLE,MHT,544,XE
id_000277,train,0,3,3,6,17,14,DFW,MSP,852,NW
id_000278,train,1,3,30,5,17,16,SLC,OAK,588,WN
id_000279,train,1,11,10,6,17,14,ATL,JFK,760,DL
id_000280,valid,0,1,9,2,8,7,PIT,ORD,412,UA
id_000281,train,0,7,7,6,6,0,LAS,ORD,1515,AA
id_000282,train,0,7,13,5,11,9,JFK,ORD,740,B6
id_000283,test,NA,2,21,3,13,11,STL,DFW,551,AA
id_000284,train,1,7,22,7,16,8,SAN,EWR,2425,CO
id_000285,train,0,8,27,1,19,17,OKC,MSP,695,9E
id_000286,train,0,3,26,1,10,7,IAH,MCO,853,CO
id_000287,train,1,12,25,2,11,9,ORD,MCI,403,AA
id_000288,train,0,8,6,1,10,9,SAT,IAH,191,CO
id_000289,train,1,6,3,7,16,14,STL,AUS,722,AA
id_000290,train,0,5,15,2,18,15,DEN,FAR,627,OO
id_000291,train,1,10,19,5,9,8,ATL,MIA,595,FL
id_000292,train,1,6,9,6,10,9,FAT,LAX,209,OO
id_000293,test,NA,11,3,6,9,8,AUS,LAX,1242,AA
id_000294,train,0,3,4,7,15,12,ROC,MCO,1033,FL
id_000295,train,1,5,24,4,6,21,PDX,EWR,2433,CO
id_000296,valid,1,12,28,5,7,6,OKC,ORD,693,OO
id_000297,train,0,3,23,5,5,1,FAI,SEA,1533,AS
id_000298,train,1,12,5,3,17,15,DTW,BWI,408,NW
id_000299,train,0,12,6,4,22,19,IAH,CLT,913,XE
id_000300,test,NA,8,13,1,18,15,DEN,IAH,861,F9
id_000301,valid,1,8,22,3,13,13,CLT,MSY,651,US
id_000302,train,0,8,1,3,19,16,ORD,PHL,678,AA
id_000303,train,0,9,29,6,19,17,DEN,SEA,1024,UA
id_000304,train,1,2,5,1,19,18,MDW,OMA,423,WN
id_000305,train,0,1,24,3,23,21,PHL,PIT,267,WN
id_000306,test,NA,12,5,3,21,19,CVG,CHO,342,OH
id_000307,train,0,10,3,3,17,14,MCO,JFK,944,DL
id_000308,test,NA,5,8,2,14,7,LAX,CVG,1900,DL
id_000309,train,1,3,17,6,15,13,IAD,ATL,533,DL
id_000310,train,1,2,18,7,20,19,DCA,LGA,214,DL
id_000311,train,1,8,10,5,15,10,DEN,DCA,1476,UA
id_000312,train,1,8,4,6,9,8,GFK,MSP,284,NW
id_000313,test,NA,1,1,1,17,11,SFO,ORD,1846,UA
id_000314,valid,1,12,15,6,17,13,DFW,PIT,1068,MQ
id_000315,train,0,7,5,4,19,17,ANC,OTZ,549,AS
id_000316,train,1,2,7,3,20,18,MSP,MEM,700,NW
id_000317,train,1,9,29,6,20,18,SEA,SFO,679,AS
id_000318,train,0,6,6,3,16,15,SJC,RNO,188,WN
id_000319,test,NA,12,14,5,15,12,LGA,DFW,1389,AA
id_000320,valid,0,12,21,5,21,21,PHX,LAX,370,OO
id_000321,valid,0,8,12,7,8,6,OMA,DFW,583,AA
id_000322,train,0,8,23,4,20,19,STL,OMA,342,WN
id_000323,train,0,6,22,5,15,13,RSW,BWI,919,FL
id_000324,test,NA,3,2,5,14,11,EWR,PBI,1024,CO
id_000325,test,NA,9,20,4,13,12,MCO,ATL,403,DL
id_000326,test,NA,7,10,2,21,20,DEN,SAN,853,UA
id_000327,test,NA,7,10,2,16,16,ATL,GPT,352,EV
id_000328,valid,0,10,22,1,15,10,SLC,DTW,1481,DL
id_000329,train,1,2,15,4,16,12,ORD,MIA,1197,AA
id_000330,valid,1,3,4,7,9,6,ORD,BDL,783,UA
id_000331,test,NA,2,11,7,19,17,DCA,CVG,411,DL
id_000332,train,1,4,24,2,15,14,LGA,ORD,733,AA
id_000333,train,1,11,19,1,18,14,DEN,CVG,1069,DL
id_000334,test,NA,3,7,3,20,18,ATL,ORD,606,UA
id_000335,train,0,2,23,5,20,18,ORD,ABQ,1118,AA
id_000336,train,1,5,7,1,18,16,RDU,BOS,612,OH
id_000337,train,0,1,9,2,10,9,ATL,SAN,1891,DL
id_000338,train,1,1,15,1,20,17,SLC,OKC,866,OO
id_000339,train,1,4,4,3,14,12,SEA,ANC,1449,CO
id_000340,test,NA,8,21,2,16,15,STL,ORD,258,AA
id_000341,test,NA,1,21,7,15,14,DFW,AMA,313,MQ
id_000342,train,0,5,5,6,12,11,MSP,PDX,1426,NW
id_000343,train,0,4,23,1,20,18,BTR,IAH,253,XE
id_000344,train,0,12,1,6,19,17,RDU,ATL,356,DL
id_000345,valid,0,6,26,2,11,8,BWI,SJU,1565,AA
id_000346,train,1,12,28,5,16,11,DEN,DCA,1476,F9
id_000347,train,1,5,29,2,21,18,DFW,FWA,859,MQ
id_000348,train,0,3,28,3,19,16,RSW,CVG,879,DL
id_000349,train,0,1,7,7,7,6,AVP,ORD,631,OO
id_000350,valid,1,10,16,2,12,10,LIT,ORD,552,MQ
id_000351,train,0,2,19,1,9,8,DFW,LAX,1235,AA
id_000352,train,1,11,5,1,20,18,MEM,ATL,332,OO
id_000353,valid,1,4,19,4,22,21,LAS,PHX,256,WN
id_000354,train,1,9,21,5,5,0,LAX,DFW,1235,AA
id_000355,test,NA,2,16,5,17,16,MOD,SFO,78,OO
id_000356,train,0,9,18,2,10,10,MCO,BHM,478,WN
id_000357,test,NA,10,25,4,13,11,PBI,EWR,1024,CO
id_000358,train,1,7,18,3,22,21,DEN,SMF,910,F9
id_000359,test,NA,8,17,5,20,19,DEN,SNA,846,UA
id_000360,train,1,4,27,5,14,13,SLC,GJT,217,OO
id_000361,train,1,12,21,5,19,15,BOS,TPA,1185,DL
id_000362,train,1,6,20,3,11,10,DTW,CLT,500,US
id_000363,test,NA,3,14,3,10,9,EUG,PDX,106,OO
id_000364,train,0,4,9,1,21,18,JAX,BOS,1011,OH
id_000365,train,0,12,29,6,16,15,DAL,TUL,237,WN
id_000366,test,NA,7,24,2,17,15,ROC,BWI,277,FL
id_000367,train,1,7,23,1,9,8,OAK,LAS,407,WN
id_000368,valid,1,5,31,4,14,11,DFW,ATL,732,AA
id_000369,valid,0,8,15,3,10,8,ORD,SFO,1846,AA
id_000370,train,0,9,18,2,19,16,JFK,ATL,760,DL
id_000371,train,0,4,29,7,22,19,DEN,MSY,1062,UA
id_000372,train,1,2,10,6,21,19,FLL,BWI,925,FL
id_000373,test,NA,9,15,6,20,18,LGA,CVG,585,MQ
id_000374,train,1,7,26,4,18,17,DFW,LIT,304,MQ
id_000375,train,0,4,4,3,14,13,LAS,RNO,345,WN
id_000376,train,0,5,8,2,17,13,FAT,DEN,844,OO
id_000377,train,0,6,3,7,7,6,SFO,LAX,337,UA
id_000378,test,NA,7,22,7,17,11,LAS,MDW,1521,WN
id_000379,train,0,3,5,1,15,9,PHX,RDU,1891,US
id_000380,train,1,10,8,1,13,12,IAD,HSV,595,YV
id_000381,train,0,4,27,5,15,13,SJC,LAS,386,US
id_000382,train,1,4,7,6,10,7,ORF,MIA,802,MQ
id_000383,valid,1,9,21,5,12,11,BWI,BOS,370,OH
id_000384,test,NA,11,27,2,19,19,MCI,DEN,533,UA
id_000385,train,0,9,20,4,17,14,MEM,DCA,762,NW
id_000386,train,1,11,20,2,19,16,DFW,RDU,1062,AA
id_000387,valid,1,5,9,3,17,16,LGA,PWM,270,OH
id_000388,test,NA,4,20,5,9,9,DTW,MDW,229,NW
id_000389,train,1,5,25,5,7,6,ONT,OAK,361,WN
id_000390,test,NA,7,6,5,11,10,IAH,GPT,376,XE
id_000391,train,1,2,20,2,10,7,MSY,CLT,651,US
id_000392,train,0,5,9,3,14,13,DFW,XNA,281,AA
id_000393,test,NA,8,10,5,10,9,FLL,MCO,178,WN
id_000394,train,1,12,27,4,23,20,SEA,SAN,1050,AS
id_000395,train,1,8,20,1,10,9,LGA,PIT,335,MQ
id_000396,train,0,4,19,4,15,13,DTW,SWF,479,9E
id_000397,valid,1,10,25,4,16,15,DFW,DEN,641,UA
id_000398,train,1,6,27,3,13,11,PBI,BWI,883,WN
id_000399,train,0,12,21,5,20,18,TPA,DFW,929,AA
id_000400,train,1,6,12,2,15,12,DEN,MSN,826,OO
id_000401,valid,0,3,21,3,22,19,MDW,ISP,765,WN
id_000402,train,0,6,9,6,16,13,KTN,SEA,680,AS
id_000403,test,NA,11,28,3,11,9,MSP,SMF,1518,NW
id_000404,test,NA,1,2,2,7,6,IAH,MSY,305,XE
id_000405,test,NA,12,13,4,13,10,BOS,IAH,1597,CO
id_000406,valid,0,2,6,2,7,6,HOU,DAL,239,WN
id_000407,train,0,7,5,4,18,16,ONT,SEA,956,AS
id_000408,valid,0,8,21,2,12,7,LAX,MCI,1363,WN
id_000409,train,0,12,18,2,8,6,MCI,MSP,393,NW
id_000410,test,NA,6,18,1,14,12,MCI,SLC,919,OO
id_000411,test,NA,11,21,3,9,8,MCI,DAL,461,MQ
id_000412,train,0,12,25,2,8,6,RSW,DEN,1606,F9
id_000413,valid,0,9,20,4,20,17,FLL,DTW,1127,NW
id_000414,valid,1,10,17,3,14,12,LGA,DFW,1389,AA
id_000415,valid,1,7,13,5,16,15,HNL,LIH,102,AQ
id_000416,train,0,1,31,3,10,8,BWI,CLT,361,US
id_000417,train,1,7,18,3,15,13,MSP,IND,503,NW
id_000418,train,1,12,14,5,17,15,CLE,MHT,544,XE
id_000419,valid,1,4,4,3,21,20,CVG,JAX,614,DL
id_000420,test,NA,7,7,6,21,19,CVG,GSP,317,OH
id_000421,train,0,4,21,6,20,17,MCO,MHT,1142,WN
id_000422,train,0,11,9,5,0,16,LAX,IAD,2288,UA
id_000423,valid,0,12,9,7,16,15,TUL,DAL,237,WN
id_000424,train,1,8,7,2,19,17,MDW,DEN,895,F9
id_000425,train,0,11,8,4,22,20,MDW,OAK,1844,WN
id_000426,train,0,9,28,5,14,13,SLC,SUN,223,OO
